Symbol,Company,Industry,Price,Dividend Yield(%),Price Movers: 1 Week(%),Price Movers: 4 Week(%),EPS F1 Est: 4 Week Change,EPS F2 Est: 4 Week Change,Last EPS Surprise,Market Cap (mil),P/E (F1),PEG,Projected Earnings Growth (1 Yr)(%),Projected Earnings Growth (3-5 Yrs)(%),Date Added,Value Score,Growth Score,Momentum Score,VGM Score,Price Movers: 1 Day(%),Price / Sales
"SFST","Southern First Bancshares","Banks - Southeast","54.94","0.00%","-6.99%","6.09%","15.20%","-8.36%","9.01","449.91","10.74","NA","36.53%","NA","Jan 28,2026","C","C","A","B","1.79%","2"
"TKOMY","Tokio Marine","Insurance - Property and Casualty","37.29","2.78%","0.30%","0.38%","3.52%","7.08%","NA","72,118.86","9.76",".65","6.41%","14.94%","Jan 28,2026","A","D","D","B","1.84%","1.32"
"WPM","Wheaton Precious Metals","Mining - Miscellaneous","131.87","0.50%","6.26%","29.93%","10.59%","0.60%","5.08","59,873.44","34.59","1.2","92.91%","28.79%","Jan 28,2026","F","B","A","C","-2.30%","32.71"
"ATEYY","Advantest","Electronics - Measuring Instruments","165.43","0.15%","19.26%","38.16%","12.23%","35.69%","NA","NA","64.37","NA","79.72%","NA","Jan 27,2026","C","A","C","A","-8.15%","NA"
"ALSN","Allison Transmission Holdings","Automotive - Original Equipment","108.70","0.99%","0.48%","13.95%","18.34%","13.37%","-16.41","9,046.96","11.23","1.13","-7.58%","9.93%","Jan 27,2026","A","D","B","B","0.88%","2.95"
"ATRO","Astronics","Aerospace - Defense Equipment","75.75","0.00%","1.11%","41.59%","3.79%","NA","16.67","2,698.91","29.67","NA","71.56%","NA","Jan 27,2026","D","A","C","B","0.27%","3.25"
"CUBI","Customers Bancorp","Banks - Southeast","79.02","0.00%","-2.78%","7.97%","4.02%","4.03%",".98","2,699.96","9.49","NA","9.46%","NA","Jan 27,2026","D","D","B","D","3.19%","1.83"
"EFXT","Enerflex Ltd.","Alternative Energy - Other","18.36","0.66%","8.25%","17.37%","0.00%","0.00%","-3.23","2,236.28","15.56","NA","845.45%","NA","Jan 27,2026","A","A","F","A","2.66%",".89"
"MCHP","Microchip Technology","Semiconductor - Analog and Mixed","75.92","2.40%","5.15%","24.55%","4.35%","5.01%","6.06","41,030.72","50.04","1.45","16.03%","34.40%","Jan 27,2026","F","F","D","F","-1.15%","9.74"
"OUT","OUTFRONT Media","REIT and Equity Trust - Other","24.32","4.93%","-1.76%","1.99%","0.00%","0.00%","13.78","4,067.14","11.31","1.13","7.78%","10.00%","Jan 27,2026","B","D","F","D","0.70%","2.25"
"SAFE","SAFEHOLD INC","REIT and Equity Trust - Residential","14.11","5.02%","-6.81%","1.97%","4.74%","10.62%","2.5","1,012.48","7.98","1.96","NA","4.08%","Jan 27,2026","B","F","D","D","2.12%","2.67"
"SNDK","Sandisk Corporation","Computer- Storage Devices","576.25","0.00%","7.12%","127.19%","37.38%","71.69%","75.14","84,451.27","33.32","NA","478.60%","NA","Jan 27,2026","F","A","A","C","2.21%","9.46"
"STX","Seagate Technology","Computer - Integrated Systems","407.69","0.73%","28.87%","62.16%","9.40%","26.25%","9.89","87,065.51","32.99",".87","52.59%","38.04%","Jan 27,2026","F","A","A","B","0.82%","8.66"
"SWDBY","Swedbank","Banks - Foreign","39.03","5.20%","1.86%","13.85%","5.35%","0.00%","14.93","43,921.18","13.21","NA","0.00%","NA","Jan 27,2026","F","F","B","F","0.66%","3.97"
"UAA","Under Armour","Textile - Apparel","6.17","0.00%","-4.57%","21.73%","3.85%","1.69%","33.33","2,645.82","137.11","6.28","-83.87%","21.82%","Jan 27,2026","F","F","F","F","-0.33%",".52"
"AU","AngloGold Ashanti PLC","Mining - Gold","92.87","3.92%","3.85%","25.49%","1.11%","-18.82%","-1.49","38,980.31","11.77","NA","154.30%","NA","Jan 24,2026","C","A","B","A","-7.52%","NA"
"BLFS","BioLife Solutions","Medical - Products","21.80","0.00%","-13.09%","-6.62%","0.00%","NA","500","1,049.63","225.52","NA","200.00%","NA","Jan 24,2026","F","A","D","C","-1.57%","10.48"
"CM","Canadian Imperial Bank of Commerce","Banks - Foreign","92.39","3.32%","2.93%","4.94%","0.00%","0.00%","5.37","85,609.23","13.63","1.26","10.24%","10.83%","Jan 24,2026","F","F","F","F","2.10%","1.94"
"IDN","Intellicheck Mobilisa","Security and Safety Services","5.68","0.00%","-0.83%","-10.03%","0.00%","NA","200","114.76","89.68","NA","200.00%","NA","Jan 24,2026","F","B","D","D","-0.25%","5.22"
"IBKR","Interactive Brokers","Financial - Investment Bank","74.88","0.43%","-2.01%","17.65%","5.54%","23.52%","25","127,007.18","31.86","2.09","7.31%","15.21%","Jan 24,2026","C","B","B","B","0.28%","12.18"
"MKSI","MKS Inc.","Electronics - Miscellaneous Products","235.41","0.37%","9.36%","52.62%","6.80%","7.04%","7.22","15,812.37","26.16","1.64","19.60%","15.99%","Jan 24,2026","D","B","D","C","3.32%","4.13"
"NTRS","Northern Trust","Banks - Major Regional","149.43","2.14%","-1.61%","10.30%","4.11%","4.16%","13.5","28,259.81","15.21","1.21","9.10%","12.58%","Jan 24,2026","C","C","A","B","0.27%","1.98"
"RY","Royal Bank Of Canada","Banks - Foreign","166.23","2.88%","-0.05%","-1.00%","0.00%","0.00%","9.96","232,310.50","14.83","1.19","8.83%","12.51%","Jan 24,2026","D","D","F","F","1.32%","2.37"
"SFNC","Simmons First National","Banks - Southeast","20.33","4.18%","-3.70%","7.80%","5.34%","4.37%","10.2","2,942.11","10.05","NA","16.76%","NA","Jan 24,2026","B","B","A","A","2.16%","2.06"
"TARS","Tarsus Pharmaceuticals","Medical - Biomedical and Genetics","64.54","0.00%","-7.49%","-19.75%","15.51%","0.00%","14.29","2,739.67","53.05",".93","50.81%","56.91%","Jan 24,2026","D","A","D","B","2.38%","7.48"
"TNK","TEEKAY TANK LTD","Transportation - Shipping","64.52","1.55%","6.15%","20.16%","9.90%","NA","2.67","2,225.94","11.63","NA","-33.56%","NA","Jan 24,2026","B","F","D","D","1.36%","2.34"
"TCBX","Third Coast Bancshares","Banks - Southeast","40.56","0.00%","-5.08%","5.71%","4.44%","7.29%","13.33","563.54","10.14","NA","5.54%","NA","Jan 24,2026","B","C","F","C","1.82%","1.53"
"APH","Amphenol","Electronics - Connectors","144.08","0.69%","-1.91%","10.69%","6.97%","9.30%","4.3","176,361.92","33.16","1.51","30.24%","21.90%","Jan 23,2026","D","B","A","B","2.48%","7.64"
"BOKF","BOK Financial","Banks - Southwest","129.94","1.94%","-3.72%","10.20%","9.09%","9.84%","16.43","8,218.40","13.28","NA","11.76%","NA","Jan 23,2026","B","D","B","D","1.37%","2.43"
"BWMX","Betterware de Mexico SAPI de C","Consumer Products - Discretionary","17.96","5.84%","-6.94%","27.31%","37.99%","NA","2.27","670.21","7.27","NA","-4.47%","NA","Jan 23,2026","A","C","A","A","-2.16%","NA"
"C","Citigroup","Financial - Investment Bank","115.71","2.07%","-0.40%","-1.28%","1.52%","0.03%","9.7","207,035.98","11.35",".74","27.98%","15.35%","Jan 23,2026","F","F","C","F","0.88%","1.23"
"FNLPF","Fresnillo","Mining - Silver","47.81","0.87%","-2.22%","20.92%","16.51%","-14.64%","NA","35,230.88","19.63","NA","577.78%","NA","Jan 23,2026","F","B","A","C","-8.11%","NA"
"HRMY","Harmony Biosciences","Medical - Biomedical and Genetics","36.52","0.00%","0.27%","-1.50%","7.53%","9.69%","-5.43","2,103.42","9.13",".34","25.90%","27.11%","Jan 23,2026","A","B","F","A","0.05%","2.55"
"LRCX","Lam Research","Electronics - Semiconductors","233.46","0.45%","12.45%","44.98%","4.51%","9.59%","8.55","291,538.09","46.44","2.62","21.50%","17.74%","Jan 23,2026","F","C","B","D","3.59%","14.18"
"SFBS","ServisFirst Bancshares","Financial - Savings and Loan","81.85","1.86%","-5.36%","14.29%","4.92%","4.39%","14.49","4,470.80","12.79","NA","21.90%","NA","Jan 23,2026","D","C","B","C","2.23%","4.36"
"ASAZY","Assa Abloy","Security and Safety Services","20.19","0.92%","1.09%","6.06%","3.45%","NA","-10","NA","22.43","2.39","17.91%","9.40%","Jan 22,2026","C","C","D","C","1.44%","NA"
"BILL","BILL Holdings, Inc.","Internet - Software","43.17","0.00%","-7.27%","-20.44%","0.00%","0.60%","19.61","4,323.76","19.51","1.28","0.00%","15.19%","Jan 22,2026","D","C","C","C","-6.79%","2.88"
"BBVA","Banco Bilbao Viscaya Argentaria","Banks - Foreign","25.42","2.35%","1.68%","9.14%","17.73%","42.08%","2.08","146,502.72","10.64",".88","12.64%","12.04%","Jan 22,2026","C","C","C","B","1.19%","3.64"
"MCB","Metropolitan Bank Holding","Banks - Northeast","92.60","0.86%","-3.11%","20.48%","6.96%","5.97%","33.82","953.59","9.27","NA","50.91%","NA","Jan 22,2026","B","F","C","D","3.15%","1.81"
"BNPQY","BNP Paribas","Banks - Foreign","53.67","5.83%","4.91%","14.56%","2.33%","2.49%","0","118,245.80","7.79",".77","6.81%","10.11%","Jan 21,2026","A","B","B","A","0.80%","2.13"
"LRLCY","L'Oreal","Consumer Products - Staples","91.67","1.23%","1.13%","8.73%","7.18%","2.14%","NA","244,659.45","26.98","4.71","24.09%","5.73%","Jan 21,2026","F","B","B","C","2.55%","NA"
"PSTL","Postal Realty Trust","REIT and Equity Trust - Other","18.23","5.32%","1.63%","11.83%","0.00%","0.00%","6.45","475.12","13.19","NA","12.93%","NA","Jan 21,2026","D","D","D","D","2.15%","5.21"
"RIOT","Riot Platforms, Inc.","Financial - Miscellaneous Services","15.47","0.00%","-0.64%","33.94%","0.68%","4.04%","236.84","5,751.86","NA","NA","-158.82%","NA","Jan 21,2026","F","F","C","F","-3.30%","9.03"
"SQM","Sociedad Quimica y Minera","Chemical - Specialty","76.84","0.16%","-2.62%","18.66%","32.39%","28.34%","-8.82","21,948.46","12.17","NA","-6.64%","NA","Jan 21,2026","C","C","A","C","-2.31%","NA"
"APELY","Alps Electric","Electronics - Miscellaneous Components","26.25","1.79%","-2.88%","-0.02%","6.86%","4.81%","311.11","2,731.36","24.08",".62","62.69%","38.80%","Jan 20,2026","A","D","A","A","-2.91%",".4"
"CALX","Calix","Internet - Software","44.67","0.00%","-16.38%","-11.85%","4.57%","10.25%","2.63","2,960.57","23.43","NA","41.48%","NA","Jan 20,2026","D","A","A","A","-11.90%","2.96"
"CALY","Callaway Golf Company","Leisure and Recreation Products","14.35","0.00%","-8.10%","24.51%","249.81%","251.51%","76.19","2,638.73","53.81","NA","-173.91%","NA","Jan 20,2026","B","B","C","A","-1.76%",".65"
"CRI","Carter's","Shoes and Retail Apparel ","34.61","2.89%","-11.01%","3.64%","8.47%","0.00%","-5.13","1,261.46","15.02","NA","-44.41%","NA","Jan 20,2026","B","F","C","F","1.76%",".45"
"CSTL","Castle Biosciences","Medical - Biomedical and Genetics","39.39","0.00%","-7.09%","0.67%","52.61%","211.84%","94.12","1,149.74","NA","NA","-143.55%","NA","Jan 20,2026","C","B","B","B","-0.89%","3.35"
"HOMB","Home BancShares","Banks - Southeast","28.90","2.91%","-1.30%","4.18%","4.10%","4.17%","0","5,680.08","11.39","NA","8.09%","NA","Jan 20,2026","D","D","C","D","2.23%","3.84"
"FHN","First Horizon","Banks - Southwest","24.49","2.45%","-0.85%","2.18%","7.18%","5.90%","13.04","12,058.73","11.48",".92","12.70%","12.41%","Jan 17,2026","C","F","C","D","0.91%","2.42"
"F","Ford Motor","Automotive - Domestic","13.88","4.32%","2.12%","6.71%","7.61%","15.90%","18.42","55,304.84","9.1","5.87","-38.59%","1.55%","Jan 17,2026","A","B","F","A","1.30%",".29"
"KLAC","KLA","Electronics - Miscellaneous Products","1,427.94","0.53%","12.31%","38.65%","1.89%","5.10%",".34","187,620.36","39.43","3.38","8.83%","11.68%","Jan 17,2026","F","B","A","D","3.53%","14.72"
"LGN","Legence Corp.","Engineering - R and D Services","46.91","0.00%","5.98%","19.82%","64.12%","64.21%","NA","4,941.35","33.63","NA","NA","NA","Jan 17,2026","C","B","A","B","0.68%","NA"
"MS","Morgan Stanley","Financial - Investment Bank","182.80","2.19%","-0.36%","2.74%","6.09%","6.00%","11.2","290,525.75","16.51","1.47","8.42%","11.20%","Jan 17,2026","D","F","C","F","0.03%","2.43"
"RFIL","RF Industries","Semiconductors - Radio Frequency","9.76","0.00%","-5.96%","82.87%","22.86%","NA","122.22","104.57","22.7","NA","7.50%","NA","Jan 17,2026","C","B","B","B","4.34%","1.3"
"TTMI","TTM Technologies","Electronics - Miscellaneous Components","98.20","0.00%","-1.08%","39.83%","7.67%","53.70%","9.84","10,147.08","31.78","NA","42.69%","NA","Jan 17,2026","D","B","C","C","-1.54%","3.65"
"DSGX","The Descartes Systems Group","Computer - Software","74.76","0.00%","-7.68%","-13.77%","21.50%","16.74%","8.7","6,431.21","33.08","NA","37.80%","NA","Jan 17,2026","F","C","A","D","-5.26%","9.14"
"VCYT","Veracyte","Medical - Instruments","38.08","0.00%","-11.55%","-7.98%","0.63%","2.20%","59.38","3,010.19","23.73","NA","39.50%","NA","Jan 17,2026","D","A","B","B","0.68%","6.08"
"CRUS","Cirrus Logic","Electronics - Semiconductors","130.34","0.00%","-0.34%","9.86%","2.83%","8.59%","17.92","6,651.30","16.41","NA","5.44%","NA","Jan 16,2026","C","C","C","C","-0.37%","3.41"
"IPGP","IPG Photonics","Lasers Systems and Components","92.41","0.00%","7.24%","29.57%","4.31%","-6.17%","118.75","3,892.72","59.7","11.68","-17.69%","5.11%","Jan 16,2026","F","D","F","F","0.36%","4.04"
"ARMN","Aris Mining Corporation","Mining - Gold","17.14","0.00%","4.28%","26.12%","13.56%","27.50%","33.33","3,522.82","6.4","NA","311.76%","NA","Jan 15,2026","C","A","B","A","-4.39%","4.57"
"CCJ","Cameco","Alternative Energy - Other","123.39","0.14%","9.68%","46.10%","1.48%","-2.61%","-75","53,731.16","81.61","NA","100.00%","NA","Jan 15,2026","F","D","C","F","-0.31%","21.71"
"FBIO","Fortress Biotech","Medical - Biomedical and Genetics","3.10","0.00%","-3.45%","-8.20%","NA","NA","125.58","96.22","5","NA","126.39%","NA","Jan 15,2026","D","C","C","C","-0.59%","1.54"
"OVCHY","OverseaChinese Banking","Banks - Foreign","33.41","3.39%","4.97%","9.24%","4.17%","3.86%","NA","75,009.66","13.36","NA","0.00%","NA","Jan 15,2026","F","F","B","F","0.24%","NA"
"PAX","Patria Investments Limited","Financial - Investment Management","14.61","4.11%","-15.20%","-7.68%","1.64%","0.00%","15.38","971.90","9.46",".61","0.00%","15.39%","Jan 15,2026","A","A","A","A","-5.05%","2.4"
"SUHJY","Sun Hung Kai Properties","Real Estate - Operations","16.04","4.23%","7.65%","29.88%","3.03%","5.10%","NA","46,480.40","15.73","5.02","5.15%","3.13%","Jan 15,2026","D","F","C","F","-0.28%","NA"
"SWRAY","Swire Pacific","Diversified Operations","9.60","3.06%","1.74%","20.36%","4.49%","NA","NA","34,820.78","10.32","NA","-2.11%","NA","Jan 15,2026","D","F","D","F","1.20%","NA"
"ALKS","Alkermes","Medical - Biomedical and Genetics","33.89","0.00%","2.74%","24.66%","23.70%","43.10%","16.67","5,595.83","17.79","NA","-30.82%","NA","Jan 14,2026","B","D","D","C","2.89%","3.68"
"ASBFY","Associated British Foods","Food - Miscellaneous","26.12","3.68%","2.52%","-8.66%","5.80%","10.91%","NA","18,625.21","11.93","NA","-3.95%","NA","Jan 14,2026","A","B","F","B","-0.63%","NA"
"BOOT","Boot Barn","Retail - Apparel and Shoes","178.48","0.00%","-7.25%","-0.94%","4.68%","5.67%","8.73","5,440.72","24.33","1.33","25.95%","18.32%","Jan 14,2026","D","F","C","F","1.47%","2.63"
"OMAB","Grupo Aeroportuario del Centro Norte","Transportation - Services","116.96","3.77%","3.12%","8.81%","1.40%","2.38%","7.59","4,975.85","15.68","1.8","25.66%","8.69%","Jan 14,2026","D","B","C","C","-0.81%","6.11"
"ICAGY","International Consolidated Airlines Group","Transportation - Airline","11.40","1.80%","-2.07%","3.09%","1.80%","-1.69%","160.29","26,020.65","6.9",".41","21.14%","16.85%","Jan 14,2026","A","F","F","D","-1.13%",".7"
"ITUB","Itau Unibanco","Banks - Foreign","8.59","0.39%","8.77%","24.72%","1.15%","0.31%","0","95,145.64","10.15","1.01","11.76%","10.04%","Jan 14,2026","D","D","B","F","0.56%","2.02"
"SAIC","Science Applications International","Computers - IT Services","101.76","1.45%","-6.76%","1.03%","1.07%","-0.69%","24.64","4,592.17","10.21","NA","9.09%","NA","Jan 14,2026","A","C","C","A","-1.79%",".62"
