Symbol,Company,Industry,Price,Dividend Yield(%),Price Movers: 1 Week(%),Price Movers: 4 Week(%),EPS F1 Est: 4 Week Change,EPS F2 Est: 4 Week Change,Last EPS Surprise,Market Cap (mil),P/E (F1),PEG,Projected Earnings Growth (1 Yr)(%),Projected Earnings Growth (3-5 Yrs)(%),Date Added,Value Score,Growth Score,Momentum Score,VGM Score,Price Movers: 1 Day(%),Price / Sales
"ELMD","Electromed","Medical - Instruments","24.46","0.00%","2.81%","2.51%","0.00%","0.00%","13.64","204.97","23.61","NA","22.35%","NA","Oct 01,2025","C","A","F","C","0.04%","3.2"
"ERO","Ero Copper","Mining - Non Ferrous","20.47","0.00%","16.60%","36.60%","2.27%","2.67%","39.39","2,095.98","10.12","NA","156.41%","NA","Oct 01,2025","C","D","D","D","1.30%","3.91"
"GTES","Gates Industrial","Manufacturing - General Industrial ","24.87","0.00%","-2.24%","-0.96%","0.00%","0.00%","0","6,393.24","16.47","NA","8.63%","NA","Oct 01,2025","C","D","C","D","0.04%","1.89"
"GFI","Gold Fields Limited","Mining - Gold","42.34","1.53%","0.41%","22.01%","6.90%","7.63%","NA","37,555.21","15.33",".42","107.58%","36.38%","Oct 01,2025","C","A","A","A","1.25%","NA"
"HI","Hillenbrand","Industrial Services","26.87","3.33%","10.28%","9.65%","0.00%","0.00%","2","1,905.83","11.86","NA","-31.33%","NA","Oct 01,2025","B","F","D","F","2.27%",".67"
"JRVR","James River Group","Insurance - Multi line","5.62","0.72%","-1.94%","2.59%","0.00%","0.00%","4.55","254.87","5.84","NA","188.79%","NA","Oct 01,2025","B","F","D","F","-1.77%",".38"
"JEF","Jefferies Financial Group","Financial - Miscellaneous Services","63.97","2.45%","-3.99%","2.03%","14.69%","9.87%","32.91","13,494.85","27.03","NA","-20.92%","NA","Oct 01,2025","F","F","A","F","-1.86%","1.37"
"KBCSY","KBC Group","Banks - Foreign","60.58","3.92%","1.67%","2.58%","0.00%","0.00%","1.43","49,888.18","11.88","1.34","11.53%","8.88%","Oct 01,2025","F","F","D","F","2.15%","1.94"
"NBHC","National Bank","Banks - Southeast","38.17","3.11%","-1.13%","-0.95%","0.00%","11.43%","7.32","1,470.08","11.71","NA","2.48%","NA","Oct 01,2025","C","F","C","F","-1.35%","2.46"
"PAGS","PagSeguro Digital","Financial Transaction Services","9.93","1.40%","-1.77%","10.86%","7.17%","11.01%","9.68","3,296.08","7.23",".51","14.05%","14.24%","Oct 01,2025","B","F","B","D","-3.10%",".95"
"STNE","StoneCo","Internet - Software","18.82","0.00%","-1.25%","16.16%","8.50%","9.44%","8.33","5,408.50","11.7",".39","20.00%","30.34%","Oct 01,2025","B","D","A","C","-2.83%","2.15"
"SMFG","Sumitomo Mitsui Financial Group","Banks - Foreign","16.50","2.38%","-1.30%","1.64%","7.19%","NA","-14.29","107,621.67","11.23",".81","23.14%","13.84%","Oct 01,2025","C","F","C","F","-0.59%","1.59"
"WDC","Western Digital","Computer- Storage Devices","123.42","0.33%","8.90%","46.58%","1.82%","3.23%","12.16","41,886.34","18.14",".93","34.28%","19.43%","Oct 01,2025","C","B","A","A","2.84%","3.15"
"ZBRA","Zebra Technologies","Manufacturing - Thermal Products","295.27","0.00%","-5.38%","-3.23%","0.00%","0.00%","9.06","15,109.14","18.96","NA","15.90%","NA","Oct 01,2025","D","C","B","C","0.08%","2.91"
"ALHC","Alignment Healthcare","Medical Services","16.92","0.00%","2.41%","4.87%","0.00%","0.00%","200","3,455.65","NA","NA","70.15%","33.66%","Sep 30,2025","D","A","D","B","0.00%","1.04"
"ANET","Arista Networks","Internet - Software","145.45","0.00%","1.12%","7.24%","0.00%","1.10%","12.31","183,137.86","51.79","2.76","23.79%","18.74%","Sep 30,2025","F","C","F","F","1.63%","23.03"
"BCS","Barclays","Banks - Foreign","20.67","1.53%","-1.43%","5.67%","0.30%","1.21%","24","72,627.48","9.2",".44","22.28%","20.95%","Sep 30,2025","B","D","C","C","0.19%","1.98"
"BDTX","Black Diamond Therapeutics","Medical - Biomedical and Genetics","3.82","0.00%","19.56%","35.36%","0.00%","0.00%","24","215.79","11.35","NA","125.98%","NA","Sep 30,2025","C","B","C","B","1.61%","NA"
"BB","BlackBerry","Internet - Software","4.79","0.00%","14.29%","29.10%","40.00%","0.00%","300","2,880.96","34.86","NA","600.00%","NA","Sep 30,2025","F","C","A","C","-2.40%","5.37"
"CNQ","Canadian Natural Resources Limited","Oil and Gas - Exploration and Production - Canadian","31.69","5.35%","-0.56%","-0.13%","0.00%","0.31%","15.91","66,701.85","13.85","NA","-8.70%","NA","Sep 30,2025","B","D","C","D","-1.08%","2.13"
"CGEMY","Cap Gemini","Outsourcing","29.15","1.77%","-0.07%","5.18%","0.98%","5.13%","NA","24,879.65","11.32","3.04","-3.02%","3.73%","Sep 30,2025","A","C","C","A","2.25%","NA"
"EMBC","Embecta Corp.","Medical Services","13.88","4.25%","-3.16%","-3.49%","0.00%","0.00%","6.06","825.22","4.82",".78","19.59%","6.15%","Sep 30,2025","A","B","B","A","0.79%",".75"
"EVCM","EverCommerce","Internet - Software","11.07","0.00%","-4.38%","-1.15%","0.00%","0.00%","400","2,017.63","166.95","9.63","131.82%","17.34%","Sep 30,2025","F","B","D","C","-2.37%","3.14"
"FVRR","Fiverr International","Internet - Commerce","24.19","0.00%","-4.76%","5.63%","1.27%","3.49%","-4.17","874.96","8.73","NA","17.65%","NA","Sep 30,2025","B","B","A","A","-3.75%","2.09"
"FRSH","Freshworks","Internet - Software","11.75","0.00%","-8.26%","-10.56%","-0.74%","-3.18%","50","3,430.12","20.5",".68","32.56%","30.00%","Sep 30,2025","F","A","A","C","-4.77%","4.39"
"GLP","Global Partners","Oil and Gas - Refining and Marketing - Master Limited Partnerships","48.00","6.25%","-2.60%","-8.95%","0.00%","0.00%","-8.33","1,631.79","16.16","NA","23.24%","NA","Sep 30,2025","A","D","B","B","-2.02%",".09"
"LOPE","Grand Canyon Education","Schools","219.31","0.00%","3.24%","8.04%","0.00%","0.00%","11.68","6,165.71","24.2","1.61","12.81%","15.00%","Sep 30,2025","C","B","F","C","0.76%","5.77"
"HESM","Hess Midstream Partners","Energy and Pipeline - Master Limited Partnerships","34.49","8.53%","-1.06%","-16.32%","0.00%","0.00%","32.14","7,257.70","13.68","NA","1.61%","NA","Sep 30,2025","D","C","C","C","-0.40%","4.62"
"JAPSY","Japan Airlines","Transportation - Airline","10.03","2.13%","-3.00%","-4.84%","0.00%","0.00%","NA","8,757.34","10.34","NA","21.25%","NA","Sep 30,2025","A","B","F","A","-2.15%",".69"
"MTAL","MAC Copper Limited","Mining - Miscellaneous","12.22","0.00%","0.08%","0.66%","2.38%","10.42%","NA","1,006.57","14.2","NA","187.76%","NA","Sep 30,2025","D","D","B","D","0.00%","NA"
"MUFG","Mitsubishi UFJ Financial Group","Banks - Foreign","15.75","2.71%","-0.44%","4.05%","2.85%","3.02%","10.34","192,359.31","12.6","1.16","13.39%","10.85%","Sep 30,2025","D","F","C","F","0.25%","2.15"
"NCLH","Norwegian Cruise Line","Leisure and Recreation Services","24.23","0.00%","-3.68%","-0.36%","1.29%","4.69%","-1.92","11,131.21","11.95",".97","13.19%","12.27%","Sep 30,2025","A","C","A","A","-0.48%","1.16"
"ECO","Okeanis Eco Tankers Corp.","Transportation - Shipping","29.14","9.57%","-4.10%","9.01%","0.00%","0.00%","80.43","942.32","13.27","NA","-33.63%","NA","Sep 30,2025","C","D","C","D","-0.91%","2.74"
"PGY","Pagaya Technologies Ltd.","Financial - Miscellaneous Services","31.19","0.00%","-21.16%","-18.34%","0.00%","0.00%","-7.25","2,274.50","11.2","NA","219.28%","NA","Sep 30,2025","C","A","A","A","-6.52%","1.97"
"PAHC","Phibro Animal Health","Medical - Products","41.24","1.19%","5.31%","10.29%","3.27%","1.88%","9.62","1,639.99","15.99","1.25","21.05%","12.80%","Sep 30,2025","B","B","F","B","3.35%","1.27"
"PDS","Precision Drilling","Oil and Gas - Drilling","56.26","0.00%","-3.16%","-3.94%","0.00%","0.00%","3950","742.99","11.99","NA","-17.54%","NA","Sep 30,2025","A","C","B","A","-0.83%",".56"
"USCB","USCB Financial","Banks - Southeast","17.31","2.29%","0.40%","1.63%","1.84%","11.77%","5.26","350.37","10.51","NA","33.87%","NA","Sep 30,2025","C","D","B","C","0.69%","2.3"
"WKC","World Kinect Corporation","Oil and Gas - Refining and Marketing","25.91","3.08%","-2.04%","-4.07%","0.00%","0.00%","22.92","1,441.38","11.53","1.18","3.21%","9.81%","Sep 30,2025","A","A","D","A","-0.65%",".04"
"NVT","nVent Electric","Electronics - Miscellaneous Components","99.78","0.81%","0.96%","10.24%","0.35%","1.80%","8.86","15,875.84","29.99","1.53","32.13%","19.55%","Sep 30,2025","D","F","B","F","2.01%","4.8"
"CFBK","CF Bankshares","Banks - Northeast","23.88","1.34%","-2.84%","-2.24%","0.00%","0.00%","6.94","138.24","7.58","NA","53.40%","NA","Sep 27,2025","C","D","C","D","-0.62%","1.1"
"CION","CION Investment Corporation","Financial - SBIC & Commercial Industry","9.49","15.19%","-2.77%","-8.05%","0.00%","0.00%","-5.88","493.78","6.82","NA","-22.35%","NA","Sep 27,2025","B","F","F","F","-0.21%","2.19"
"SBS","Companhia de saneamento Basico Do Estado De Sao Paulo  Sabesp","Utility - Water Supply","24.66","1.53%","-0.44%","12.37%","9.63%","9.72%","NA","17,012.56","20.83","NA","-14.29%","NA","Sep 27,2025","C","D","A","C","1.72%","2.55"
"NPO","ENPRO INC","Technology Services","225.45","0.55%","0.90%","4.99%","0.00%","0.00%","-2.4","4,758.09","29.39","2.26","10.49%","13.00%","Sep 27,2025","D","D","C","D","2.54%","4.4"
"FWONA","Liberty Media Corporation - Liberty Formula One Series A","Media Conglomerates","94.56","0.00%","1.69%","5.19%","-9.02%","14.85%","192.31","23,751.91","42.89","NA","1,807.69%","NA","Sep 27,2025","F","C","F","F","-0.10%","6.75"
"PKG","Packaging Corporation of America","Containers - Paper and Packaging","217.13","2.29%","1.97%","0.68%","1.61%","8.62%","1.64","19,609.08","21.11","1.87","14.16%","11.26%","Sep 27,2025","D","D","B","D","0.77%","2.27"
"PSX","Phillips 66","Oil and Gas - Refining and Marketing","136.33","3.53%","2.83%","1.63%","10.32%","7.56%","43.37","54,968.98","25.96","1.97","-14.80%","13.19%","Sep 27,2025","B","C","D","C","-1.13%",".41"
"RDN","Radian Group","Insurance - Multi line","35.88","2.82%","0.08%","4.47%","0.00%","8.89%","8.6","4,906.02","9.24","NA","-4.62%","NA","Sep 27,2025","D","F","F","F","-0.60%","3.82"
"RL","Ralph Lauren","Textile - Apparel","314.79","1.16%","0.94%","0.82%","0.02%","0.31%","8.33","18,993.67","21.23","1.58","19.79%","13.40%","Sep 27,2025","D","A","A","B","1.59%","2.61"
"SCSC","ScanSource","Industrial Services","43.95","0.00%","-0.68%","0.86%","0.00%","0.00%","12.09","962.70","11.08",".74","11.20%","15.00%","Sep 27,2025","A","C","D","B","-0.45%",".32"
"TCOM","Trip.com Group Limited","Leisure and Recreation Services","75.52","0.37%","-1.97%","5.04%","0.00%","0.00%","3.06","49,125.95","20.38","2.75","2.79%","7.41%","Sep 27,2025","D","F","F","F","-1.23%","6.15"
"AEM","Agnico Eagle Mines","Mining - Gold","170.50","0.95%","3.80%","14.09%","2.52%","4.46%","6.01","84,754.34","23.71","1.13","68.09%","20.99%","Sep 26,2025","D","B","B","B","1.07%","8.77"
"BAYRY","Bayer","Large Cap Pharmaceuticals","8.60","0.28%","2.98%","3.63%","0.38%","1.85%","40","32,577.18","6.26","3.91","-2.92%","1.60%","Sep 26,2025","A","B","A","A","2.73%",".65"
"MRX","Marex Group PLC","Financial - Miscellaneous Services","31.86","1.78%","-1.00%","-4.92%","0.00%","0.00%","10.87","2,446.49","9","NA","21.82%","NA","Sep 26,2025","B","D","F","D","-1.38%","1.38"
"MTZ","MasTec","Building Products - Heavy Construction","211.44","0.00%","3.18%","18.23%","0.00%","0.00%","5.67","16,792.40","33.7","NA","60.00%","NA","Sep 26,2025","D","B","F","C","1.56%","1.29"
"OMVKY","OMV","Oil and Gas - Integrated - International","13.37","4.34%","0.00%","-1.33%","-0.56%","8.17%","294.12","17,502.54","9.06","NA","-78.61%","NA","Sep 26,2025","A","A","F","A","-0.15%",".54"
"PRA","ProAssurance","Insurance - Property and Casualty","23.99","0.00%","0.54%","1.01%","0.23%","0.19%","173.68","1,233.41","21.61","NA","16.84%","NA","Sep 26,2025","D","F","B","F","0.08%","1.1"
"TFPM","Triple Flag Precious Metals Corp.","Mining - Gold","29.82","0.79%","2.85%","5.63%","2.95%","3.89%","14.29","6,043.99","33.57","1.25","61.11%","26.77%","Sep 26,2025","F","C","B","D","0.24%","18.64"
"VEON","VEON","Diversified Communication Services","53.75","0.00%","-0.71%","-1.34%","0.00%","0.00%","NA","4,026.06","5.32","NA","78.71%","NA","Sep 25,2025","A","F","B","B","0.72%",".97"
"MASI","Masimo","Medical - Instruments","147.83","0.00%","5.12%","7.12%","0.00%","0.00%","8.13","8,015.63","27.87","NA","20.45%","NA","Sep 24,2025","F","A","F","C","3.23%","4.34"
"SCHYY","Sands China","Hotels and Motels","27.76","1.97%","3.97%","7.41%","0.00%","0.00%","NA","NA","23.13","NA","-6.98%","NA","Sep 24,2025","C","B","F","D","-2.66%","NA"
"SAH","Sonic Automotive","Automotive - Retail and Whole Sales","76.05","2.00%","-3.55%","-7.48%","0.28%","0.69%","34.36","2,598.48","10.66","NA","27.50%","NA","Sep 24,2025","A","C","A","A","0.42%",".18"
"REZI","Resideo Technologies","Security and Safety Services","42.78","0.00%","3.40%","28.51%","0.00%","11.73%","22.22","6,423.60","15.56","NA","21.40%","NA","Sep 23,2025","B","B","F","B","2.83%",".87"
"VTLE","Vital Energy, Inc.","Alternative Energy - Other","17.01","0.00%","-1.40%","-8.90%","0.00%","0.00%","2.02","653.63","2.03","NA","15.12%","NA","Sep 23,2025","A","B","D","A","-0.82%",".34"
"FNLPF","Fresnillo","Mining - Silver","32.02","1.31%","-1.75%","23.08%","13.19%","33.11%","NA","23,414.42","19.49","NA","352.78%","NA","Sep 20,2025","F","B","A","C","1.51%","NA"
"MAS","Masco","Building Products - Miscellaneous","70.23","1.76%","-1.66%","-2.75%","0.03%","0.03%","20.37","14,737.11","17.65","2.59","-2.68%","6.81%","Sep 20,2025","C","C","A","B","0.50%","1.92"
"M","Macy's","Retail - Regional Department Stores","17.66","4.07%","4.67%","32.91%","5.68%","8.45%","115.79","4,814.31","9.17","NA","-25.76%","NA","Sep 19,2025","A","C","B","A","-1.32%",".21"
"PMRTY","Pop Mart International Group Limited - Unsponsored ADR","Leisure and Recreation Products","33.59","0.00%","-0.15%","-14.84%","0.00%","0.00%","NA","45,458.62","30.91","NA","NA","NA","Sep 19,2025","F","C","C","D","0.95%","NA"
"RFIL","RF Industries","Semiconductors - Radio Frequency","8.18","0.00%","-11.69%","29.61%","20.83%","40.00%","66.67","87.79","28.38","NA","422.22%","NA","Sep 19,2025","C","A","A","A","-3.63%","1.15"
"VNCE","Vince Holding","Textile - Apparel","3.47","0.00%","11.71%","121.19%","239.54%","14.29%","575","43.31","5.57","NA","215.79%","NA","Sep 19,2025","A","A","C","A","4.05%",".15"
"WDAY","Workday","Internet - Software","240.10","0.00%","0.17%","5.17%","0.43%","2.19%","5.74","64,274.91","27.22","1.28","21.10%","21.25%","Sep 19,2025","F","B","C","C","-2.81%","7.17"
"ATEYY","Advantest","Electronics - Measuring Instruments","101.13","0.20%","-4.89%","42.09%","11.16%","26.34%","NA","NA","43.89","NA","60.14%","NA","Sep 18,2025","C","B","A","A","-2.43%","NA"
"LAKE","Lakeland Industries","Security and Safety Services","14.62","0.81%","0.27%","-2.25%","177.78%","4.07%","1000","141.65","29.6","NA","190.91%","NA","Sep 18,2025","D","D","A","D","0.20%",".74"
"TATT","TAT Technologies","Aerospace - Defense Equipment","43.49","0.00%","5.94%","26.56%","-0.34%","-3.95%","3.45","553.25","30.47","NA","45.00%","NA","Sep 18,2025","D","F","F","F","9.28%","3.32"
"BVN","Buenaventura Mining","Mining - Silver","24.80","1.15%","10.34%","23.88%","15.73%","9.55%","33.33","6,172.89","14.7","NA","4.40%","NA","Sep 17,2025","C","C","B","C","0.00%","4.72"
"MEOH","Methanex","Chemical - Diversified ","39.65","1.86%","1.71%","12.48%","0.05%","-0.31%","130.95","3,075.02","10.69","NA","0.00%","NA","Sep 17,2025","A","C","A","A","-0.43%",".86"
"CRC","California Resources","Oil and Gas - Exploration and Production - United States","52.77","2.91%","-3.41%","6.34%","4.37%","17.36%","20.88","4,450.10","12.37","NA","10.54%","NA","Sep 16,2025","B","F","B","C","-1.28%","1.08"
"IDCC","InterDigital","Wireless Equipment","343.52","0.70%","-1.15%","24.41%","0.87%","1.21%","94.05","8,907.75","24.36","1.62","-5.34%","15.00%","Sep 16,2025","D","F","A","F","-0.98%","9.98"
"SOLV","Solventum Corporation","Medical Services","71.88","0.00%","-0.53%","1.64%","0.60%","2.79%","16.55","12,657.31","12.4","3","-12.09%","4.14%","Sep 16,2025","B","D","B","B","1.09%","1.51"
"SUPN","Supernus Pharmaceuticals","Medical - Generic Drugs","47.97","0.00%","2.05%","7.30%","0.00%","0.00%","93.62","2,679.73","21.92","NA","-30.57%","NA","Sep 16,2025","C","C","C","B","0.40%","4.03"
"RNGR","Ranger Energy Services","Oil and Gas - Field Services","14.03","1.71%","-0.21%","-0.78%","0.00%","0.00%","33.33","306.68","11.32","NA","53.09%","NA","Sep 13,2025","A","B","C","A","-1.82%",".54"
"STNG","Scorpio Tankers","Transportation - Shipping","56.06","2.85%","-4.85%","10.77%","1.90%","6.40%","36.89","2,859.46","10.45","NA","-46.73%","NA","Sep 13,2025","B","F","B","D","-1.84%","3.12"
"SKIL","Skillsoft","Technology Services","13.05","0.00%","-2.91%","-15.95%","240.89%","239.19%","143.81","113.40","3.74",".37","-19.63%","10.00%","Sep 13,2025","A","B","A","A","0.46%",".22"
"AMRK","AMark Precious Metals","Precious Metals and Jewels","26.11","3.09%","-4.33%","9.80%","26.10%","NA","33.33","637.42","7.54","NA","58.06%","NA","Sep 12,2025","A","A","A","A","-3.40%",".06"
"DAKT","Daktronics","Electronics - Miscellaneous Products","20.36","0.00%","-5.25%","21.63%","6.86%","3.33%","37.5","1,015.25","19.19",".64","28.24%","30.00%","Sep 12,2025","B","C","A","B","0.87%","1.35"
"PRIM","Primoris Services","Building Products - Heavy Construction","137.40","0.23%","3.74%","18.39%","0.00%","0.00%","58.49","7,417.58","28.43","2.19","24.81%","13.00%","Sep 12,2025","C","B","F","C","1.95%","1.07"
"GDEV","GDEV Inc.","Gaming","28.00","0.00%","18.66%","76.11%","31.55%","15.74%","246.15","495.86","11.12","2.22","78.26%","5.00%","Sep 11,2025","B","F","B","D","-3.15%","1.15"
"REVG","REV Group","Transportation - Services","56.17","0.42%","-2.96%","9.40%","8.27%","4.34%","25.4","2,765.40","21.36","NA","66.67%","NA","Sep 11,2025","C","B","B","B","0.46%","1.15"
"ASLE","AerSale","Aerospace - Defense Equipment","8.10","0.00%","-2.15%","-2.85%","0.00%","0.00%","300","386.42","23.4","NA","94.44%","NA","Sep 10,2025","C","B","F","C","-0.61%","1.1"
"CIEN","Ciena","Communication - Components","147.55","0.00%","4.44%","55.65%","9.91%","32.88%","28.85","20,547.61","58.68","1.23","36.26%","47.58%","Sep 10,2025","F","C","B","D","1.08%","4.52"
"DOCU","Docusign","Internet - Software","71.00","0.00%","-15.01%","-2.67%","3.90%","7.17%","9.52","14,497.59","19.54","1.32","3.94%","14.79%","Sep 10,2025","D","C","A","C","-12.24%","4.68"
"EVR","Evercore","Financial - Investment Bank","335.02","1.00%","-4.89%","6.19%","2.10%","19.83%","35.96","13,019.87","26.63","NA","34.50%","NA","Sep 10,2025","D","A","A","B","-0.97%","4.01"
"UI","Ubiquiti","Wireless Equipment","664.86","0.48%","0.75%","24.99%","29.71%","23.56%","82.47","39,959.31","54.82","NA","9.95%","NA","Sep 10,2025","F","C","C","D","0.36%","15.53"
"CRDO","Credo Technology Group","Electronics - Semiconductors","144.12","0.00%","-10.26%","17.17%","37.76%","37.08%","48.57","25,189.89","71.66","NA","190.00%","NA","Sep 09,2025","F","B","A","C","-0.27%","41.97"
"DUOL","Duolingo","Technology Services","320.28","0.00%","7.46%","10.99%","0.00%","0.00%","65.45","14,747.32","103.11","2.15","65.96%","48.06%","Sep 09,2025","F","A","F","D","-2.11%","16.66"
"PSTL","Postal Realty Trust","REIT and Equity Trust - Other","15.62","6.18%","-2.00%","-0.57%","0.00%","0.00%","10","385.66","12.61","NA","6.90%","NA","Sep 09,2025","D","D","F","D","0.26%","4.46"
"RUN","Sunrun","Solar","18.56","0.00%","5.11%","8.54%","0.00%","0.00%","694.44","3,989.37","24.35","NA","-46.62%","NA","Sep 09,2025","F","D","D","F","-2.76%","1.87"
"TDW","Tidewater","Oil and Gas - Integrated - United States","53.66","0.00%","-3.46%","-9.23%","0.00%","0.00%","339.29","2,639.43","14.77","NA","6.18%","NA","Sep 09,2025","B","B","B","A","-1.11%","1.94"
"PATH","UiPath","Internet - Software","13.17","0.00%","6.78%","22.75%","18.49%","17.75%","87.5","7,105.07","20.64",".86","22.64%","24.13%","Sep 09,2025","F","B","B","C","6.53%","4.75"
"QLYS","Qualys","Security","131.99","0.00%","-1.88%","-1.08%","0.35%","0.30%","14.29","4,776.57","20.67","NA","4.40%","NA","Sep 06,2025","F","D","D","F","-3.05%","7.5"
"SBH","Sally Beauty","Retail - Miscellaneous","16.35","0.00%","3.89%","13.06%","0.00%","0.67%","21.43","1,610.82","8.86","NA","8.88%","NA","Sep 06,2025","A","D","F","D","-0.43%",".44"
"STRL","Sterling Infrastructure, Inc.","Engineering - R and D Services","338.35","0.00%","-8.65%","22.67%","1.70%","3.10%","19.03","10,333.01","35.51","2.37","56.89%","15.00%","Sep 06,2025","F","B","A","C","-0.42%","4.83"
"EQBK","Equity Bancshares","Banks - Northeast","40.42","1.77%","-0.90%","1.12%","1.35%","7.52%","10","782.17","10.85","NA","-6.25%","NA","Sep 05,2025","B","F","C","F","-0.95%","2.33"
"WOOF","Petco Health and Wellness Co.","Retail - Miscellaneous","3.84","0.00%","13.32%","6.91%","0.00%","0.00%","700","1,230.85","35.18","NA","237.50%","NA","Sep 05,2025","A","B","F","B","6.61%",".2"
"ZUMZ","Zumiez","Retail - Apparel and Shoes","19.80","0.00%","-1.51%","13.09%","170.97%","47.14%","45.45","336.38","46.69","NA","566.67%","NA","Sep 05,2025","A","B","B","A","-1.11%",".37"
"AEIS","Advanced Energy Industries","Semiconductor Equipment - Wafer Fabrication","169.74","0.24%","-3.65%","16.94%","0.00%","0.00%","17.19","6,417.69","29.95","1.07","53.10%","27.94%","Sep 04,2025","F","C","C","D","2.03%","3.92"
"DGICA","Donegal Group","Insurance - Property and Casualty","19.44","3.76%","0.73%","5.67%","75.00%","46.43%","19.44","707.90","9.23","NA","48.94%","NA","Sep 04,2025","A","C","B","A","0.88%",".71"
"HHH","HOWARD HUGH HLD","Real Estate - Development","82.70","0.00%","1.99%","9.85%","0.00%","0.00%","-56.44","4,880.81","48.05","NA","-70.16%","NA","Sep 04,2025","D","D","D","F","0.54%","2.76"
"LGRDY","LeGrand","Electronics - Miscellaneous Services","32.57","0.93%","-0.66%","11.03%","9.13%","16.87%","-13.33","43,710.38","26.38","2.13","31.25%","12.39%","Sep 04,2025","F","D","B","D","-0.84%","5.82"
"DOOO","BRP","Automotive - Original Equipment","63.47","1.03%","0.71%","-8.89%","8.80%","2.10%","103.03","4,440.04","18.62","NA","0.31%","NA","Sep 03,2025","A","C","D","B","0.38%",".8"
"HALO","Halozyme Therapeutics","Medical - Biomedical and Genetics","75.42","0.00%","-5.45%","0.00%","0.00%","0.13%","25.2","8,578.29","11.87",".38","46.10%","31.00%","Sep 03,2025","B","D","B","C","0.07%","7.28"
"IFS","Intercorp Financial Services","Financial - Miscellaneous Services","40.38","2.36%","-0.42%","0.37%","0.00%","0.00%","31.78","4,616.19","8.72",".36","52.81%","24.30%","Sep 03,2025","B","F","D","F","0.47%","2.53"
"SMNEY","Siemens Energy AG Unsponsored ADR","Alternative Energy - Other","120.69","0.00%","3.59%","19.31%","15.51%","13.55%","NA","93,942.87","64.4","1.26","25.34%","51.25%","Sep 02,2025","D","B","D","C","1.10%","2.25"
