Symbol,Company,Industry,Price,Dividend Yield(%),Price Movers: 1 Week(%),Price Movers: 4 Week(%),EPS F1 Est: 4 Week Change,EPS F2 Est: 4 Week Change,Last EPS Surprise,Market Cap (mil),P/E (F1),PEG,Projected Earnings Growth (1 Yr)(%),Projected Earnings Growth (3-5 Yrs)(%),Date Added,Value Score,Growth Score,Momentum Score,VGM Score,Price Movers: 1 Day(%),Price / Sales
"ROST","Ross Stores","Retail - Discount Stores","224.56","0.77%","-1.31%","1.26%","4.32%","4.22%","18.82","74,651.39","30.35","2.64","15.58%","11.51%","May 30,2026","F","A","A","C","1.99%","3.14"
"SBUX","Starbucks","Retail - Restaurants","95.93","2.50%","-3.83%","-6.36%","2.06%","2.84%","13.64","113,012.65","41.33","1.97","12.68%","20.97%","May 30,2026","F","C","C","D","-1.58%","2.94"
"TTMI","TTM Technologies","Electronics - Miscellaneous Components","167.95","0.00%","-8.53%","9.26%","20.43%","9.21%","13.64","18,040.83","42.1","NA","67.89%","NA","May 30,2026","F","B","A","D","-7.49%","5.81"
"TGS","Transportadora De Gas Ord B","Oil and Gas - Production and Pipelines","32.00","2.99%","6.91%","6.18%","6.92%","2.51%","-14.77","4,679.16","11.18","1.08","21.93%","10.37%","May 30,2026","B","F","D","D","0.97%","3.44"
"ALRS","Alerus Financial","Financial - Miscellaneous Services","28.41","2.94%","1.89%","6.05%","16.86%","3.70%","53.45","718.18","9.7","NA","6.12%","NA","May 29,2026","C","C","D","C","-1.11%","1.79"
"ATLC","Atlanticus","Financial - Miscellaneous Services","82.05","0.00%","3.70%","10.50%","11.79%","13.18%","29.65","1,303.47","9.09","NA","52.17%","NA","May 29,2026","A","B","B","A","1.73%",".57"
"BILL","BILL Holdings, Inc.","Internet - Software","39.68","0.00%","2.43%","-5.25%","8.59%","15.90%","23.64","3,687.07","14.28",".48","17.19%","30.00%","May 29,2026","C","C","A","C","6.23%","2.3"
"PLOW","Douglas Dynamics","Automotive - Replacement Parts","42.85","2.65%","0.79%","-3.40%","15.35%","10.00%","200","1,030.23","15.2",".84","31.39%","18.00%","May 29,2026","B","B","C","B","-0.02%","1.52"
"MYFW","First Western Financial","Banks - Midwest","28.70","0.00%","2.68%","2.17%","0.00%","0.00%","43.18","283.79","11.95","NA","80.74%","NA","May 29,2026","D","F","F","F","1.04%","1.5"
"FLYW","FLYWIRE CORP","Internet - Software","16.62","0.00%","-0.50%","14.57%","20.58%","12.08%","233.33","1,979.62","38.42","1.1","281.82%","34.96%","May 29,2026","C","A","A","A","1.20%","2.92"
"GECC","Great Elm Capital Group","Financial - Investment Management","6.31","19.64%","7.19%","9.89%","18.28%","0.00%","56.52","84.88","5.55","NA","-22.54%","NA","May 29,2026","A","B","D","A","2.35%","1.8"
"LFST","LifeStance Health Group","Medical - Outpatient and Home Healthcare","7.80","0.00%","4.33%","2.39%","42.31%","16.98%","300","2,990.20","62.51","NA","500.00%","NA","May 29,2026","D","A","F","C","-1.28%","2"
"LCUT","Lifetime Brands","Consumer Products - Discretionary","9.36","1.99%","-3.17%","27.42%","19.67%","28.39%","122.22","195.41","11.71",".84","-9.88%","14.00%","May 29,2026","A","A","A","A","-0.70%",".3"
"MU","Micron Technology","Computer - Integrated Systems","1,031.63","0.06%","29.29%","79.08%","2.23%","6.19%","38.64","1,095,029.75","16.27","NA","619.78%","NA","May 29,2026","F","A","B","C","5.14%","18.84"
"ORLA","Orla Mining","Mining - Gold","12.53","0.45%","11.75%","0.83%","6.71%","5.83%","5.41","4,639.75","8.16","NA","82.22%","NA","May 29,2026","B","B","D","B","7.62%","3.58"
"PVH","PVH","Textile - Apparel","92.14","0.16%","4.90%","1.79%","-0.39%","-0.37%","15.76","4,273.30","7.77","1.03","5.35%","7.54%","May 29,2026","A","C","F","B","-3.63%",".48"
"SLQT","SelectQuote","Insurance - Multi line","1.02","0.00%","0.00%","13.29%","78.57%","0.00%","850","176.35","NA","NA","88.00%","NA","May 29,2026","C","D","B","C","NA",".11"
"SHBI","Shore Bancshares","Banks - Northeast","20.27","2.32%","2.18%","5.95%","3.23%","1.83%","22.22","691.20","9.93","NA","5.58%","NA","May 29,2026","B","D","F","D","0.10%","2"
"TOST","Toast","Internet - Software","27.77","0.00%","12.39%","-10.58%","3.08%","4.83%","3.57","13,431.48","19.42","NA","50.56%","NA","May 29,2026","C","A","B","B","4.29%","2.08"
"UPBD","Upbound Group, Inc.","Financial - Leasing Companies","19.11","8.12%","7.68%","0.10%","0.61%","7.78%","1.89","1,119.82","4.63","NA","0.48%","NA","May 29,2026","A","A","F","A","-1.08%",".24"
"BG","BUNGE GLOBAL SA","Agriculture - Products","128.94","2.34%","2.15%","-1.05%","10.26%","3.76%","88.66","23,922.43","12.89","NA","26.42%","NA","May 28,2026","C","F","D","F","-0.32%",".3"
"CHMG","Chemung Financial Corp","Banks - Southeast","67.53","1.98%","-0.38%","3.92%","0.00%","0.00%","17.18","331.02","10.18","NA","16.38%","NA","May 28,2026","C","D","D","D","-0.99%","2.31"
"EZPW","EZCORP","Financial - Consumer Loans","31.43","0.00%","-7.55%","-3.46%","11.11%","10.00%","61.11","1,922.38","15.62","NA","39.86%","NA","May 28,2026","B","C","A","A","-2.83%","1.3"
"GDS","GDS Holdings","Technology Services","35.56","0.00%","1.23%","-16.41%","386.31%","42.89%","44.34","7,103.39","6.27","NA","2,873.68%","NA","May 28,2026","C","D","A","C","0.62%","4.14"
"HLIO","Helios Technologies","Manufacturing - General Industrial ","81.83","0.58%","5.02%","24.31%","5.02%","6.22%","17.65","2,745.82","28.72","NA","12.89%","NA","May 28,2026","D","C","C","D","0.06%","3.15"
"IMCR","Immunocore","Medical - Biomedical and Genetics","28.49","0.00%","0.21%","2.59%","107.21%","256.70%","196.15","1,464.58","456.16","NA","108.45%","NA","May 28,2026","D","F","B","F","-0.28%","3.55"
"LNVGY","Lenovo Group","Computer - Micro Computers","66.34","0.64%","53.35%","102.83%","22.27%","28.57%","105","38,206.17","22.44","2.19","-7.72%","10.24%","May 28,2026","C","B","A","A","21.45%",".46"
"LXFR","Luxfer","Manufacturing - General Industrial ","17.12","3.05%","4.93%","10.94%","7.14%","15.08%","35","459.92","14.19","2.03","8.11%","7.00%","May 28,2026","C","F","F","F","-0.47%","1.24"
"MBUU","Malibu Boats","Leisure and Recreation Products","27.41","0.00%","-0.40%","6.81%","29.73%","44.56%","93.1","539.23","17.16","NA","1.27%","NA","May 28,2026","B","F","A","C","-1.36%",".65"
"MPC","Marathon Petroleum","Oil and Gas - Refining and Marketing","259.37","1.61%","-2.31%","1.06%","14.26%","10.60%","129.17","72,625.08","8.28",".4","180.84%","20.78%","May 28,2026","A","B","B","A","-1.02%",".53"
"NLST","Netlist","Computer- Storage Devices","3.25","0.00%","5.82%","22.54%","NA","NA","0","1,022.50","102.12","NA","133.33%","NA","May 28,2026","F","D","C","F","5.27%","3.87"
"PHIN","PHINIA Inc.","Automotive - Original Equipment","75.32","1.55%","3.29%","4.38%","7.07%","3.12%","40.22","2,860.21","12.15","NA","28.23%","NA","May 28,2026","A","C","D","B","-0.21%",".8"
"TEO","Telecom Argentina Stet  France Telecom","Wireline Non-US","14.76","0.02%","24.03%","24.14%","109.63%","22.40%","271.43","6,336.15","10.4","NA","543.75%","NA","May 28,2026","A","B","A","A","6.52%",".94"
"UCTT","Ultra Clean","Electronics - Manufacturing Machinery","84.07","0.00%","1.86%","14.69%","0.00%","0.00%","14.81","3,835.96","36.41","1.04","123.81%","35.00%","May 28,2026","D","F","F","F","-1.97%","1.85"
"INTT","inTest","Electronics - Measuring Instruments","16.75","0.00%","-10.14%","-9.71%","12.50%","-8.93%","100","211.59","37.42","NA","650.00%","NA","May 28,2026","D","F","A","F","-1.06%","1.75"
"CMRC","Commerce.com, Inc.","Internet - Commerce","3.25","0.00%","5.03%","-0.32%","-2.02%","-1.10%","18.18","258.26","7.73","NA","57.69%","NA","May 27,2026","C","A","F","B","1.62%",".74"
"FAF","First American Financial","Insurance - Property and Casualty","64.41","3.32%","-2.89%","-3.34%","1.34%","0.75%","25.47","6,748.84","9.72",".64","12.56%","15.24%","May 27,2026","A","C","B","A","-0.48%",".88"
"FLXS","Flexsteel Industries","Furniture","58.38","1.39%","2.51%","2.18%","2.80%","19.39%","52","308.59","12.05","1","14.63%","12.00%","May 27,2026","A","B","F","A","-3.76%",".67"
"FOXA","Fox","Broadcast Radio and Television","65.53","0.88%","-0.09%","0.90%","7.55%","6.81%","29.41","26,858.31","12.98","3.32","3.14%","3.91%","May 27,2026","C","C","C","C","-2.90%","1.66"
"GMED","Globus Medical","Medical - Instruments","81.15","0.00%","-3.45%","-10.36%","6.34%","3.64%","21.74","11,114.77","17.27","1.69","19.10%","10.23%","May 27,2026","C","B","A","B","-0.69%","3.58"
"GPRE","Green Plains","Chemical - Specialty","16.28","0.00%","1.29%","-11.77%","169.23%","96.77%","4300","1,097.37","7.46","NA","216.67%","NA","May 27,2026","B","A","B","A","-0.89%",".57"
"MKSI","MKS Inc.","Electronics - Miscellaneous Products","315.29","0.31%","1.14%","16.06%","19.59%","29.88%","15","21,901.86","27.64","1.15","48.86%","23.94%","May 27,2026","D","D","C","F","0.26%","5.38"
"MUSA","Murphy USA","Retail - Convenience Stores","512.14","0.51%","-6.76%","-15.23%","9.98%","3.25%","35.57","9,346.72","16.08","1.71","30.62%","9.42%","May 27,2026","B","A","B","A","-1.08%",".47"
"NTOIY","Neste OYJ - Unsponsored ADR","Oil and Gas - Refining and Marketing","17.37","0.21%","1.17%","-4.55%","42.56%","5.47%","60","25,275.21","11.84",".23","1,163.64%","52.48%","May 27,2026","C","A","C","B","1.67%","1.14"
"NTCT","NetScout Systems","Computer - Networking","42.54","0.00%","1.49%","22.48%","7.11%","6.95%","13.04","2,975.63","15.36","NA","9.27%","NA","May 27,2026","C","C","A","C","0.29%","3.46"
"NTRS","Northern Trust","Banks - Major Regional","168.04","1.93%","-1.38%","0.59%","0.55%","0.95%","14.35","30,616.07","15.48","1.18","18.53%","13.07%","May 27,2026","D","F","C","F","-1.72%","2.1"
"SEZL","Sezzle Inc.","Financial Transaction Services","121.29","0.00%","14.93%","38.25%","8.42%","8.68%","15.32","3,973.03","23.22","NA","41.78%","NA","May 27,2026","D","A","D","C","-0.71%","8.26"
"TWFG","TWFG, Inc.","Insurance - Multi line","19.05","0.00%","-0.48%","-0.05%","7.51%","-0.23%","45","1,016.74","18.47","NA","15.91%","NA","May 27,2026","D","A","C","B","0.05%","3.82"
"UROY","Uranium Royalty","Alternative Energy - Other","3.58","0.00%","3.86%","-7.89%","0.00%","0.00%","200","512.69","175","NA","100.00%","NA","May 27,2026","F","A","D","D","0.00%","11.61"
"AAON","AAON","Building Products - Air Conditioner and Heating","137.44","0.29%","4.16%","49.80%","11.48%","16.31%","54.84","11,484.02","62.78","3.92","65.19%","16.00%","May 26,2026","F","D","C","F","-1.45%","7.1"
"ARKO","ARKO","Consumer Products - Staples","7.74","1.55%","1.70%","14.96%","11.54%","8.33%","56.25","870.56","26.76","NA","93.33%","NA","May 26,2026","A","C","C","A","-0.89%",".11"
"ALHC","Alignment Healthcare","Medical Services","13.79","0.00%","-6.30%","-24.38%","30.56%","20.97%","400","3,167.16","81.49","2.15","NA","37.98%","May 26,2026","C","A","B","B","-3.44%",".74"
"BAND","Bandwidth","Communication - Infrastructure","69.05","0.00%","5.83%","44.83%","5.28%","6.81%","18.75","2,080.17","36.23","NA","25.17%","NA","May 26,2026","D","A","D","C","12.68%","2.64"
"COLM","Columbia Sportswear","Textile - Apparel","65.52","1.81%","4.40%","6.14%","11.56%","9.23%","85.71","3,384.50","17.15","NA","4.61%","NA","May 26,2026","C","F","F","F","-2.37%","1"
"DVA","DaVita","Medical - Outpatient and Home Healthcare","189.45","0.00%","-2.10%","28.16%","6.44%","8.74%","19.09","12,477.91","12.9",".64","39.80%","20.25%","May 26,2026","A","B","B","A","-1.39%",".9"
"DEC","Diversified Energy Company PLC","Alternative Energy - Other","15.11","7.97%","-6.07%","-11.55%","33.13%","18.45%","1.49","1,052.31","3.31","NA","-3.93%","NA","May 26,2026","A","D","A","A","-1.89%","NA"
"EFC","Ellington Financial","REIT and Equity Trust","13.50","11.50%","0.59%","2.49%","4.28%","4.64%","30.95","1,701.59","6.96","NA","7.14%","NA","May 26,2026","F","F","D","F","-0.15%","5.74"
"FMX","Fomento Economico Mexicano","Beverages - Soft drinks","117.80","2.01%","-1.86%","-0.78%","6.23%","2.57%","41.54","41,129.63","23.02",".77","92.91%","29.94%","May 26,2026","B","C","D","B","-1.51%",".9"
"FRSH","Freshworks","Internet - Software","10.57","0.00%","6.94%","10.97%","8.49%","14.29%","0","2,684.18","15.61",".52","-6.06%","30.00%","May 26,2026","D","D","B","D","7.89%","3.08"
"GILT","Gilat Satellite Networks","Satellite and Communication","16.00","0.00%","9.15%","-7.09%","48.94%","0.00%","400","1,267.68","24.53","NA","9.38%","NA","May 26,2026","D","F","B","F","-3.70%","2.7"
"INVX","Innovex International, Inc.","Oil and Gas - Mechanical and and Equipment","26.88","0.00%","-11.11%","-3.54%","-34.85%","3.43%","47.83","1,836.57","31.06","NA","-28.33%","NA","May 26,2026","C","B","C","B","-0.93%","1.88"
"KVUE","Kenvue Inc.","Consumer Products - Staples","17.40","4.80%","-1.43%","-0.86%","5.26%","5.93%","18.52","33,177.75","14.91","1.31","7.41%","11.37%","May 26,2026","C","D","C","D","-2.04%","2.17"
"KN","Knowles","Communication - Components","37.38","0.00%","2.05%","18.20%","0.00%","0.00%","17.39","3,200.82","28.78","NA","17.12%","NA","May 26,2026","D","D","D","F","-1.47%","5.21"
"PBI","Pitney Bowes","Office Automation and Equipment","16.91","2.48%","5.57%","3.67%","6.81%","12.85%","0","2,180.61","9.94",".72","20.00%","13.76%","May 26,2026","A","A","C","A","1.90%","1.16"
"PDLB","Ponce Financial Group","Financial - Miscellaneous Services","18.76","0.00%","1.67%","7.27%","3.03%","24.65%","33.33","456.67","1.79","NA","777.50%","NA","May 26,2026","C","D","C","C","0.37%","2.29"
"PBAM","Private Bancorp of America","Banks - Southwest","72.60","0.00%","-0.67%","-2.92%","0.00%","0.00%","18.29","415.96","8.87","NA","18.64%","NA","May 26,2026","D","D","F","F","0.14%","2.38"
"PRLB","Proto Labs","Rubber - Plastics","75.28","0.00%","6.17%","16.25%","15.32%","14.43%","35","1,802.64","36.6","NA","24.70%","NA","May 26,2026","D","C","D","D","1.38%","3.3"
"WTTR","Select Water Solutions, Inc.","Waste Removal Services","18.09","1.56%","-7.00%","9.20%","53.57%","21.37%","700","2,476.94","62.55","NA","38.10%","NA","May 26,2026","B","D","A","B","-1.16%","1.77"
"SHO","Sunstone Hotel Investors","REIT and Equity Trust - Other","10.84","3.33%","1.88%","9.40%","2.25%","3.55%","22.73","2,015.67","11.93","2.53","5.81%","4.70%","May 26,2026","C","D","C","C","-0.82%","2.04"
"EL","The Estee Lauder Companies","Cosmetics","84.87","1.57%","0.71%","12.17%","8.24%","4.29%","37.88","32,181.66","36.93",".91","59.60%","40.38%","May 26,2026","D","B","D","D","-2.11%","2.17"
"THG","The Hanover Insurance Group","Insurance - Property and Casualty","185.94","2.04%","-4.58%","-0.34%","8.55%","1.97%","26.81","6,514.54","10.14","NA","-3.82%","NA","May 26,2026","A","C","C","A","-0.64%",".97"
"TNET","TriNet","Outsourcing","48.05","2.54%","6.78%","2.72%","9.96%","9.72%","29.84","2,098.75","9.93","NA","-2.75%","NA","May 26,2026","A","B","D","A","0.59%",".42"
"UVE","Universal Insurance Holdings","Insurance - Property and Casualty","36.65","1.73%","-5.03%","-6.75%","-2.63%","6.82%","43.88","1,033.27","8","NA","-25.32%","NA","May 26,2026","A","C","F","B","-1.46%",".64"
"VNCE","Vince Holding","Textile - Apparel","4.48","0.00%","4.75%","-10.18%","0.00%","0.00%","1900","56.66","11.92","NA","-15.91%","NA","May 26,2026","B","F","F","D","2.56%",".19"
"COCO","Vita Coco Company","Beverages - Soft drinks","76.29","0.00%","-1.20%","12.55%","2.32%","1.76%","47.06","4,290.87","42.63","1.8","47.90%","23.66%","May 26,2026","F","C","D","F","-2.91%","6.51"
"WK","Workiva","Internet - Software","53.08","0.00%","-1.05%","-9.09%","7.80%","4.58%","16.67","2,793.62","17.15","NA","62.92%","NA","May 26,2026","D","A","B","B","6.89%","3.02"
"AIIXY","Aixtron SE - Unsponsored ADR","Electronics - Semiconductors","129.63","0.13%","15.88%","29.53%","16.35%","24.74%","NA","8,050.10","77.16","NA","NA","NA","May 23,2026","F","F","A","F","-0.17%","NA"
"ALH","Alliance Laundry Holdings Inc.","Retail - Home Furnishings","25.08","0.00%","1.94%","-0.71%","2.80%","1.00%","19.23","5,014.87","19.65","1.18","26.47%","16.67%","May 23,2026","D","A","C","B","-1.14%","NA"
"TEAM","Atlassian","Internet - Software","116.22","0.00%","25.98%","21.07%","16.13%","12.82%","33.59","27,307.96","19.66",".9","48.91%","21.86%","May 23,2026","F","B","F","D","15.35%","4.41"
"CBOE","Cboe Global Markets","Securities and Exchanges","312.61","0.86%","-6.66%","2.02%","6.52%","6.39%","9.79","34,908.32","25.05","1.49","24.84%","16.78%","May 23,2026","D","A","A","C","-3.10%","7.28"
"LIEN","CHICAGO ATL BDC","Financial - SBIC & Commercial Industry","9.96","13.60%","1.11%","8.11%","10.07%","6.54%","22.22","228.21","6.1","NA","13.10%","NA","May 23,2026","F","F","B","F","0.20%","3.86"
"GTX","GARRETT MOTION","Automotive - Original Equipment","31.37","0.98%","-1.59%","26.63%","7.02%","8.05%","16.67","6,132.29","17.9","1.09","20.39%","16.43%","May 23,2026","B","B","D","B","-1.62%","1.66"
"GELHY","Geely Automobile","Automotive - Foreign","48.23","NA","NA","NA","5.73%","6.14%","NA","NA","NA","NA","36.34%","NA","May 23,2026","D","A","NA","NA","NA","NA"
"GSBC","Great Southern Bancorp","Financial - Savings and Loan","70.80","2.40%","1.16%","4.18%","0.00%","0.00%","24.41","781.59","12.29","NA","-5.65%","NA","May 23,2026","C","F","F","F","0.57%","2.34"
"HELE","Helen of Troy","Cosmetics","25.87","0.00%","5.81%","13.41%","-0.39%","-1.07%","25.76","631.21","7.88","NA","-3.10%","NA","May 23,2026","B","B","F","B","0.07%",".35"
"LITE","Lumentum","Communication - Components","886.56","0.00%","-9.71%","-10.00%","6.80%","12.30%","5.8","66,515.89","104.17","NA","298.54%","NA","May 23,2026","F","B","B","C","-0.66%","26.73"
"MCFT","MasterCraft Boat","Leisure and Recreation Products","22.94","0.00%","-0.64%","-0.64%","12.13%","17.91%","25","379.16","13.62","NA","85.87%","NA","May 23,2026","C","C","C","B","-3.08%","1.27"
"NKSH","National Bankshares","Banks - Southeast","34.92","4.26%","-1.10%","-3.32%","0.00%","0.00%","20","224.10","10.83","NA","23.57%","NA","May 23,2026","C","F","F","F","-0.06%","2.6"
"SNEX","StoneX Group","Financial - Miscellaneous Services","113.59","0.00%","1.10%","7.76%","3.45%","4.17%","29.38","8,983.16","18.89","NA","52.67%","NA","May 23,2026","B","A","D","A","1.11%",".06"
"SNX","TD SYNNEX CORP","Computers - IT Services","269.82","0.73%","10.09%","14.50%","0.96%","2.31%","45.09","21,004.59","15.72","1.08","26.08%","14.60%","May 23,2026","B","D","A","B","6.12%",".32"
"NVT","nVent Electric","Electronics - Miscellaneous Components","171.02","0.50%","1.41%","5.08%","9.57%","14.93%","15.96","27,005.70","36.7","1.58","35.82%","23.20%","May 23,2026","D","D","C","F","1.29%","6.24"
"CAL","Caleres","Shoes and Retail Apparel ","14.17","1.92%","7.85%","8.41%","4.67%","3.43%","85","491.27","9.27","NA","31.93%","NA","May 22,2026","A","C","F","A","-0.75%",".18"
"CHGG","Chegg","Internet - Software","1.32","0.00%","-15.48%","16.96%","27.27%","23.81%","200","146.67","NA","NA","-633.33%","NA","May 22,2026","F","C","A","D","-12.67%",".46"
"CMPR","Cimpress","Consumer Services - Miscellaneous","98.74","0.00%","-3.74%","5.13%","11.75%","5.18%","266.67","2,388.31","25.9","NA","556.90%","NA","May 22,2026","B","B","B","A","-1.29%",".65"
"EXPD","Expeditors International of Washington","Transportation - Services","158.61","0.97%","-0.31%","7.31%","10.09%","4.37%","28.57","20,663.69","23.74","2.65","11.93%","8.97%","May 22,2026","D","C","C","D","-0.61%","1.85"
"RBB","RBB Bancorp","Banks - West","23.81","2.68%","0.67%","-1.32%","0.00%","0.00%","46.67","405.11","10.18","NA","28.42%","NA","May 22,2026","C","D","F","D","0.63%","1.66"
"TNK","TEEKAY TANK LTD","Transportation - Shipping","72.28","1.42%","-8.88%","-12.59%","88.36%","58.06%","31.79","2,430.43","5.12","NA","97.56%","NA","May 22,2026","B","D","A","B","0.09%","2.42"
"CHEF","The Chef's Warehouse","Food - Miscellaneous","76.77","0.00%","0.10%","-2.90%","0.00%","3.23%","73.91","3,121.12","32.29","NA","24.74%","NA","May 22,2026","C","C","F","D","-1.76%",".73"
"VSH","Vishay Intertechnology","Semiconductor - Discretes","56.61","0.77%","10.16%","75.96%","46.75%","52.98%","66.67","7,084.31","69.09","NA","1,600.00%","NA","May 22,2026","D","B","B","C","-0.36%","2.22"
"WMG","Warner Music Group","Film and Television Production and Distribution","30.96","2.41%","-9.16%","12.72%","7.13%","3.44%","46.67","16,451.75","20.75",".46","120.29%","44.82%","May 22,2026","D","B","A","C","-2.50%","2.31"
"DOW","Dow","Chemical - Diversified ","34.89","4.15%","-6.28%","-16.23%","0.00%","0.00%","64.1","24,325.02","14.24",".25","352.13%","55.96%","May 21,2026","B","D","B","C","-2.93%",".62"
"OSG","Octave Specialty Group, Inc.","Insurance - Multi line","5.35","0.00%","-2.32%","25.11%","350.00%","14.29%","1750","246.67","12.18","NA","177.59%","NA","May 21,2026","D","D","B","D","-0.72%",".84"
"PCTY","Paylocity Holding","Internet - Software","120.57","0.00%","1.69%","4.86%","3.89%","4.87%","18.93","6,153.82","14.45","NA","11.02%","NA","May 21,2026","C","C","C","C","3.65%","3.56"
"SMCAY","Smc","Electronics - Miscellaneous Products","20.81","0.44%","4.67%","-8.73%","9.20%","NA","9.09","27,783.17","22.9","2.18","9.20%","10.49%","May 21,2026","D","F","D","F","2.40%","4.97"
