Symbol,Company,Industry,Price,Dividend Yield(%),Price Movers: 1 Week(%),Price Movers: 4 Week(%),EPS F1 Est: 4 Week Change,EPS F2 Est: 4 Week Change,Last EPS Surprise,Market Cap (mil),P/E (F1),PEG,Projected Earnings Growth (1 Yr)(%),Projected Earnings Growth (3-5 Yrs)(%),Date Added,Value Score,Growth Score,Momentum Score,VGM Score,Price Movers: 1 Day(%),Price / Sales
"AHT","Ashford Hospitality Trust","REIT and Equity Trust - Other","3.37","0.00%","3.21%","-25.79%","-115.41%","-158.61%","-115.91","22.70","NA","NA","-70.45%","NA","Nov 27,2025","D","F","F","F","-1.94%",".02"
"ASH","ASHLAND INC","Chemical - Specialty","56.94","3.14%","5.02%","8.18%","-4.08%","-3.52%","-7.69","2,418.49","13.43",".87","16.57%","15.49%","Oct 10,2025","C","C","C","C","0.69%","1.33"
"ASHTY","Ashtead Group","Industrial Services","255.67","2.18%","3.33%","-4.36%","-1.78%","-6.81%","-20.17","27,047.66","17.7","2","-1.08%","8.87%","Oct 04,2025","B","B","D","B","1.07%","2.5"
"ASPN","Aspen Aerogels","Building Products - Miscellaneous","3.36","0.00%","3.87%","-60.44%","-7.81%","-1,000.00%","66.67","266.12","NA","NA","-972.34%","NA","Nov 11,2025","C","B","C","B","1.90%",".75"
"ASTH","Astrana Health, Inc.","Medical - Outpatient and Home Healthcare","23.57","0.00%","2.40%","-26.18%","-60.08%","-52.83%","-97.87","1,296.89","46.54","1.38","-44.44%","33.66%","Nov 11,2025","B","A","B","A","-0.04%",".45"
"AESI","Atlas Energy Solutions Inc.","Oil and Gas - Integrated - United States","8.65","11.60%","5.77%","-30.37%","-240.74%","-250.79%","-333.33","1,068.73","NA","NA","-183.64%","6.80%","Sep 27,2025","D","D","D","F","3.36%",".96"
"ATHM","Autohome","Internet - Services","23.98","7.15%","1.19%","-5.71%","-2.35%","-7.58%","-7.14","2,775.66","12.25","NA","-16.02%","NA","Oct 25,2025","F","F","A","F","1.24%","2.95"
"AVDL","Avadel Pharmaceuticals","Medical - Drugs","21.44","0.00%","-6.69%","13.76%","-15.19%","-1.48%","-100","2,098.64","130.98","NA","131.37%","NA","Nov 05,2025","F","A","A","B","0.42%","8.44"
"AVVIY","Aviva","Insurance - Life Insurance","17.26","3.77%","2.93%","-1.95%","-9.88%","-5.88%","NA","26,840.93","12.03","NA","18.70%","NA","Nov 29,2025","C","B","F","C","0.57%","NA"
"BMRRY","B&M European Value Retail","Consumer Products - Discretionary","8.67","2.68%","0.02%","-4.69%","-3.88%","-2.24%","NA","2,246.75","7.21","1.39","-27.49%","5.20%","Oct 10,2025","A","A","C","A","-0.09%","NA"
"OZK","Bank OZK","Banks - Northeast","46.34","3.91%","2.93%","2.29%","-0.48%","-1.09%","-4.79","5,233.72","7.43","NA","0.81%","NA","Nov 29,2025","C","D","C","D","0.04%","1.87"
"BBWI","Bath & Body Works, Inc.","Retail - Miscellaneous","19.08","4.60%","17.24%","-28.88%","-15.21%","-31.38%","-12.5","3,564.20","6",".64","-11.85%","9.32%","Nov 25,2025","B","D","F","D","0.23%",".48"
"BMWKY","Bayerische Motoren Werke Aktiengesellschaft - Unsponsored ADR","Automotive - Original Equipment","34.53","NA","NA","NA","-3.68%","-2.40%","NA","NA","NA","NA","5.95%","NA","Nov 11,2025","F","D","NA","NA","NA","NA"
"BZH","Beazer Homes USA","Building Products - Home Builders","22.98","0.00%","7.22%","2.10%","-18.79%","15.63%","33.75","680.61","15.56",".97","-19.23%","16.00%","Nov 27,2025","B","A","D","A","-0.61%",".29"
"BRBR","BellRing Brands","Food - Miscellaneous","30.88","0.00%","3.76%","2.52%","-12.85%","-10.50%","-5.56","3,696.67","15.28","4.06","-6.91%","3.77%","Nov 27,2025","D","A","D","A","0.98%","1.6"
"BWMX","Betterware de Mexico SAPI de C","Consumer Products - Discretionary","14.55","7.29%","3.38%","-0.62%","0.00%","0.00%","2.27","536.98","8.46","NA","-5.03%","NA","Oct 28,2025","A","B","C","A","1.12%",".74"
"OTF","Blue Owl Technology Finance Corp.","Financial - SBIC & Commercial Industry","14.05","10.07%","3.65%","-3.07%","-8.16%","-8.55%","-8.57","6,513.90","10.3","NA","-24.16%","NA","Nov 12,2025","F","D","A","F","1.76%","6.57"
"BCC","Boise Cascade","Building Products - Wood","76.02","1.15%","6.07%","8.16%","-5.60%","-9.99%","0","2,824.16","21.89","6.31","-63.64%","3.47%","Nov 29,2025","C","C","B","C","0.67%",".43"
"BUR","Burford Capital","Financial - Miscellaneous Services","9.49","1.31%","10.00%","-3.82%","-29.46%","-9.05%","-130","2,094.76","11.47","NA","25.76%","NA","Nov 08,2025","C","C","F","C","0.42%","4.43"
"CAE","CAE","Aerospace - Defense Equipment","26.84","0.00%","2.95%","-4.28%","-6.34%","-4.50%","21.43","8,636.78","30.84","2.03","3.57%","15.20%","Nov 29,2025","D","C","A","C","1.55%","2.5"
"PMTS","CPI Card Group","Financial - Miscellaneous Services","13.32","0.00%","11.93%","-13.62%","-44.85%","-36.51%","-25.4","153.85","12.01","NA","-31.10%","NA","Nov 06,2025","A","C","F","B","-1.24%",".3"
"CABO","Cable One","Cable Television","118.26","0.00%","7.39%","-21.11%","1.17%","-30.44%","-44.11","660.39","3.56","NA","-1,572.01%","NA","Nov 26,2025","A","D","F","C","3.69%",".43"
"CBT","Cabot","Chemical - Diversified ","63.94","2.88%","1.39%","-7.28%","-9.37%","-8.65%","-1.16","3,309.88","8.63","2.93","0.00%","2.95%","Nov 08,2025","B","A","B","A","-1.93%",".89"
"CBNK","Capital Bancorp","Banks - Northeast","27.86","1.73%","1.13%","0.02%","-5.76%","-9.72%","-18.18","459.28","8.5","NA","19.78%","NA","Nov 01,2025","C","F","C","D","-1.21%","1.52"
"KMX","CarMax","Automotive - Retail and Wholesale - Parts","39.23","0.00%","9.43%","-7.75%","-14.35%","-20.83%","-37.86","5,677.03","13.32",".87","-11.31%","15.35%","Oct 03,2025","B","A","F","A","1.20%",".22"
"CSL","Carlisle Companies","Diversified Operations","322.76","1.38%","2.82%","-2.15%","-3.13%","-4.22%","2.56","13,290.80","16.62","1.11","-5.25%","15.00%","Nov 29,2025","D","B","D","D","0.63%","2.65"
"CRI","Carter's","Shoes and Retail Apparel ","31.82","3.13%","5.49%","1.62%","-3.33%","-8.01%","-5.13","1,163.05","10.48","NA","-47.50%","NA","Nov 29,2025","C","F","D","F","-1.15%",".41"
"CASS","Cass Information Systems","Computer - Services","42.52","2.95%","0.96%","6.25%","0.00%","0.00%","9.52","549.54","15.97","NA","89.21%","NA","Nov 18,2025","D","F","A","D","0.05%","2.87"
"CMG","Chipotle Mexican Grill","Retail - Restaurants","34.67","0.00%","9.14%","8.93%","-1.91%","-9.03%","3.57","45,645.04","29.74","3.53","3.57%","8.44%","Nov 29,2025","F","B","F","D","1.44%","3.87"
"CI","Cigna Group","Medical - HMOs","276.42","2.18%","-0.29%","13.45%","-0.18%","-7.33%","1.69","74,068.65","9.36","1.01","8.42%","9.29%","Nov 27,2025","B","D","B","D","-0.38%",".28"
"CLH","Clean Harbors","Waste Removal Services","229.98","0.00%","4.85%","8.10%","-1.66%","-6.82%","-6.75","12,158.95","31.38","NA","-2.29%","NA","Nov 29,2025","D","B","D","C","0.21%","2.04"
"CVLT","CommVault Systems","Computer - Software","121.52","0.00%","3.12%","-11.29%","-0.04%","0.43%","-9.52","5,445.65","31.59","NA","7.12%","NA","Nov 01,2025","F","B","D","D","0.19%","4.97"
"CPS","CooperStandard","Automotive - Original Equipment","30.87","0.00%","1.23%","3.41%","-177.87%","-14.82%","-148","551.16","NA","NA","70.59%","NA","Nov 05,2025","B","A","D","A","1.07%",".2"
"CVLG","Covenant Logistics Group","Transportation - Truck","20.42","1.40%","4.40%","-1.14%","0.00%","0.00%","-2.22","499.44","12.95","NA","-22.22%","NA","Oct 11,2025","A","A","C","A","-0.10%",".44"
"CCAP","Crescent Capital BDC","Financial - SBIC & Commercial Industry","14.29","11.71%","3.76%","1.63%","-2.32%","-4.85%","-2.13","530.84","8.02","NA","-25.42%","NA","Nov 26,2025","C","B","B","B","0.49%","3.07"
"XRAY","Dentsply Sirona","Medical - Dental Supplies","11.25","5.64%","7.18%","-10.07%","-12.96%","-20.86%","-17.78","2,262.15","6.97",".82","-2.40%","8.53%","Nov 11,2025","B","C","C","B","0.44%",".62"
"DSNKY","Daiichi Sankyo Co., Ltd. - Sponsored ADR","Medical - Drugs","24.54","0.59%","3.97%","3.23%","0.00%","0.00%","NA","46,601.02","20.22","1.18","19.61%","17.08%","Nov 27,2025","D","A","A","A","-0.61%","3.62"
"DNZOY","Denso","Automotive - Original Equipment","13.12","1.86%","-1.21%","-6.43%","-2.56%","-11.81%","-13.79","38,133.83","11.49","NA","20.00%","NA","Nov 29,2025","A","B","A","A","-0.83%",".78"
"DIOD","Diodes","Electronics - Semiconductors","46.22","0.00%","3.29%","-13.40%","-12.21%","-9.70%","-2.63","2,143.47","40.18","NA","-12.21%","NA","Nov 26,2025","C","C","A","B","0.22%","1.5"
"DKNG","DraftKings","Gaming","34.03","0.00%","10.57%","8.40%","-37.90%","-25.08%","-10.81","16,506.14","43.06",".86","173.33%","50.31%","Nov 07,2025","F","A","F","C","2.98%","3.02"
"DD","DuPont de Nemours","Chemical - Diversified ","40.02","2.01%","3.19%","-51.29%","-22.31%","-52.80%","4.81","16,662.65","12.02","1.9","-18.67%","6.31%","Oct 30,2025","C","C","D","C","0.84%","1.33"
"EDNMY","EDENRED","Technology Services","10.80","4.23%","-0.37%","-24.48%","-0.78%","-9.29%","NA","5,181.65","8.54","2.09","16.51%","4.08%","Nov 27,2025","B","F","A","C","0.00%","NA"
"EPC","Edgewell Personal Care","Consumer Products - Staples","17.70","3.36%","1.88%","-7.89%","-8.97%","-8.69%","-17.07","829.85","7.13","NA","-0.79%","NA","Nov 18,2025","A","B","B","A","0.17%",".37"
"EIG","Employers Holdings","Insurance - Accident and Health","40.17","3.21%","1.04%","4.51%","-74.51%","-32.00%","-280.33","895.79","61.31","NA","-82.57%","NA","Nov 05,2025","C","C","B","D","0.63%",".99"
"ENR","Energizer","Consumer Products - Staples","17.70","6.58%","-0.22%","-21.52%","-4.71%","-2.85%","-6.25","1,247.47","5.08","NA","1.99%","NA","Nov 21,2025","A","D","A","B","0.72%",".42"
"ENTG","Entegris","Electronics - Semiconductors","77.22","0.52%","4.72%","-15.76%","-3.37%","-7.52%","0","11,694.42","28.37","NA","-9.33%","NA","Nov 29,2025","F","C","A","D","2.74%","3.63"
"EOSE","Eos Energy Enterprises","Industrial Services","14.50","0.00%","21.76%","-6.11%","-96.50%","-5.83%","-1593.1","4,338.05","NA","NA","38.24%","NA","Oct 16,2025","F","D","F","F","5.91%","68.31"
"ETD","Ethan Allen Interiors Inc.","Retail - Home Furnishings","23.90","6.60%","2.69%","-2.19%","-13.16%","-15.91%","-2.27","601.55","14.33","NA","-19.12%","NA","Nov 29,2025","B","C","B","B","-0.08%",".99"
"EXPI","eXp World Holdings","Real Estate - Operations","11.24","1.76%","2.34%","10.84%","-175.00%","-86.36%","-75","1,802.80","NA","NA","18.18%","NA","Nov 11,2025","D","B","C","C","-1.30%",".39"
"FFIV","F5","Internet - Software","241.68","0.00%","2.08%","-5.49%","-0.52%","-0.32%","6.9","13,892.71","15.96","5.93","-5.19%","2.69%","Nov 29,2025","F","B","B","C","0.39%","4.5"
"FMC","FMC","Agriculture - Operations","14.03","16.24%","12.08%","-5.80%","-11.55%","-36.22%","4.71","1,785.11","4.72",".65","-12.93%","7.31%","Nov 05,2025","C","F","F","F","2.44%",".49"
"FARM","Farmer Brothers","Food - Natural Foods Products","1.58","0.00%","4.55%","-8.52%","-38.64%","-118.75%","-111.11","34.78","NA","NA","-125.93%","NA","Nov 29,2025","B","A","F","A","3.21%",".1"
"GSM","Ferroglobe","Mining - Miscellaneous","4.43","1.26%","11.87%","-8.66%","-96.55%","-77.23%","-140","826.75","NA","NA","-303.57%","NA","Nov 28,2025","C","D","C","D","5.73%",".6"
"FGBI","First Guaranty Bancshares","Banks - Southeast","5.12","0.84%","-6.08%","-26.98%","0.00%","0.00%","-575","73.54","NA","NA","-317.28%","NA","Aug 29,2025","D","F","A","D","-0.21%",".32"
"INBK","First Internet Bancorp","Banks - Northeast","19.59","1.26%","-1.30%","7.38%","0.00%","0.00%","-316.67","165.85","NA","NA","-260.56%","NA","Oct 29,2025","F","F","A","F","0.21%",".47"
"MYFW","First Western Financial","Banks - Midwest","23.81","0.00%","4.51%","5.46%","0.00%","0.00%","-15.79","236.55","16.57","NA","68.97%","NA","Oct 28,2025","F","C","D","F","1.76%","1.3"
"FISV","Fiserv","Financial Transaction Services","62.46","0.00%","1.04%","-7.83%","-7.88%","-16.72%","-22.73","33,414.67","7.1","2.37","-1.59%","3.00%","Nov 01,2025","B","C","F","C","1.10%","1.58"
"FOXF","Fox Factory Holdings","Automotive - Domestic","15.29","0.00%","6.33%","-33.11%","-41.59%","-34.99%","-58.93","618.24","14.68","NA","-24.06%","NA","Nov 07,2025","A","D","D","D","0.68%",".42"
"GEO","The Geo Group","Government Services","15.90","0.00%","4.72%","-7.13%","-5.03%","-28.95%","13.64","2,193.75","18.54","NA","13.33%","NA","Nov 12,2025","B","B","C","A","1.16%",".87"
"GBNXF","Gibson Energy","Oil and Gas - Integrated - Canadian","18.33","6.77%","1.57%","6.92%","-3.73%","-9.79%","-9.09","2,988.51","19.61","NA","36.76%","NA","Nov 06,2025","C","D","B","D","2.76%",".39"
"GBTG","Global Business Travel Group, Inc.","Internet - Software","7.76","0.00%","8.44%","-1.91%","-18.34%","-34.48%","-450","4,036.39","45.06","NA","189.47%","NA","Nov 13,2025","D","A","C","B","0.13%","1.6"
"GIC","Global Industrial Company","Industrial Services","28.66","3.63%","4.11%","0.77%","0.00%","0.00%","-17.24","1,102.47","15.56",".97","17.20%","16.00%","Oct 31,2025","B","C","C","C","0.25%",".83"
"GLP","Global Partners","Oil and Gas - Refining and Marketing - Master Limited Partnerships","43.47","6.87%","4.66%","-2.72%","-26.94%","-17.00%","-39.45","1,495.13","20.27","NA","-9.96%","NA","Nov 12,2025","B","B","D","B","0.80%",".08"
"GVH","Globavend Holdings Limited","Internet - Commerce","3.80","0.00%","7.18%","-26.65%","-41.28%","NA","NA","0.29","3.84","NA","-94.39%","NA","Nov 27,2025","A","A","F","A","-0.51%","NA"
"GLNG","Golar LNG Limited","Oil and Gas - Integrated - International","36.75","2.71%","2.38%","-9.99%","-19.74%","-25.04%","-6.52","3,862.56","40.26","NA","-46.82%","NA","Nov 08,2025","F","C","D","F","0.33%","11.83"
"GDEN","Golden Entertainment","Gaming","29.50","3.33%","1.66%","48.61%","-36.04%","31.44%","-125","785.74","150.1","NA","-88.30%","NA","Nov 07,2025","B","D","B","C","0.30%","1.22"
"GRRR","GORILLA TECH GP","Technology Services","13.12","0.00%","4.88%","-13.30%","-12.50%","-22.50%","-7.69","277.11","16.38","NA","113.70%","NA","Nov 22,2025","F","A","C","D","5.93%","NA"
"GVA","Granite Construction","Building Products - Heavy Construction","107.41","0.48%","3.54%","4.49%","-1.31%","-11.27%","5.47","4,693.66","17.86","NA","24.90%","NA","Nov 27,2025","D","A","A","A","0.92%","1.11"
"GECC","Great Elm Capital Group","Financial - Investment Management","7.65","19.17%","4.47%","-1.78%","-6.77%","-5.57%","-16.67","108.07","5.34","NA","14.17%","NA","Nov 27,2025","F","F","F","F","0.52%","2.32"
"GSBC","Great Southern Bancorp","Financial - Savings and Loan","60.70","2.86%","2.14%","8.01%","0.00%","0.00%",".65","673.15","9.83","NA","16.35%","NA","Nov 28,2025","C","F","B","D","-0.12%","1.91"
"GBX","The Greenbrier Companies","Transportation - Equipment and Leasing","44.98","2.88%","2.37%","6.49%","0.00%","0.00%","6.78","1,387.37","10.47","1.93","-35.51%","5.42%","Oct 31,2025","A","B","D","A","-0.43%",".43"
"GFF","Griffon","Diversified Operations","75.33","1.17%","3.96%","1.34%","-6.75%","-6.57%","-1.28","3,467.33","12.71","1.1","4.42%","11.60%","Nov 28,2025","C","C","B","C","-0.23%","1.38"
"GRFS","Grifols","Medical - Drugs","8.80","1.61%","5.36%","-5.55%","-5.34%","-5.58%","-17.39","6,084.86","9.08",".38","292.00%","23.96%","Nov 26,2025","A","C","B","B","0.80%","NA"
"ASR","Grupo Aeroportuario del Sureste","Transportation - Services","304.16","12.52%","1.24%","-0.13%","-6.44%","-5.72%","-27","9,058.50","15.39","NA","-9.66%","NA","Nov 12,2025","F","D","C","F","0.33%","5.04"
"GGAL","Grupo Financiero Galicia","Banks - Foreign","52.96","3.02%","16.10%","-9.40%","0.00%","0.00%","-55.56","7,899.92","18.47","NA","-75.89%","NA","Aug 29,2025","B","B","F","B","4.87%",".52"
"SUPV","Grupo Supervielle","Banks - Foreign","11.17","1.66%","16.84%","-9.50%","-44.94%","-8.03%","-1533.33","984.02","45.88","41.33","-83.97%","1.11%","Nov 27,2025","D","F","F","F","2.55%",".7"
"HPQ","HP","Computer - Micro Computers","24.60","4.74%","1.92%","-11.75%","-7.13%","-7.31%","2.2","22,825.42","7.92","4.45","-0.96%","1.78%","Nov 29,2025","B","A","A","A","1.83%",".41"
"HWKN","Hawkins","Chemical - Specialty","130.53","0.58%","2.37%","-8.34%","-9.52%","-9.72%","-12.9","2,716.15","32.56","2.03","-0.99%","16.00%","Nov 05,2025","F","B","B","C","-0.78%","2.6"
"HELE","Helen of Troy","Cosmetics","19.50","0.00%","2.71%","1.72%","0.00%","0.00%","-41.18","436.40","4.62","NA","-42.82%","NA","Oct 15,2025","A","C","B","B","-0.58%",".24"
"HGV","Hilton Grand Vacations","Hotels and Motels","42.74","0.00%","9.40%","3.33%","-19.64%","-3.05%","-40.59","3,663.81","19.82","4.76","-20.88%","4.16%","Oct 24,2025","D","F","F","F","0.68%",".73"
"HOFT","Hooker Furniture","Furniture","11.31","8.57%","-2.23%","18.17%","-15.00%","0.00%","-158.33","115.35","NA","NA","-21.05%","14.00%","Nov 27,2025","F","B","F","D","-0.65%",".31"
"HUBG","Hub Group","Transportation - Services","39.65","1.30%","4.47%","4.72%","-1.44%","-2.68%","0","2,358.69","21.06","1.35","-4.19%","15.59%","Nov 29,2025","C","C","D","D","-0.54%",".63"
"IPOOF","INPLAY OIL CP","Oil and Gas - Exploration and Production - Canadian","9.18","8.34%","2.36%","6.68%","-1,225.00%","-29.68%","-285.71","257.48","81.29","NA","-121.43%","NA","Oct 31,2025","D","D","D","F","1.68%","1.24"
"IREN","IREN Limited","Financial - Miscellaneous Services","46.06","0.00%","13.13%","-21.30%","70.65%","-68.03%","-342.86","13,552.49","60.9","NA","1,875.00%","NA","Oct 29,2025","F","F","F","F","-1.32%","19.49"
"IFNNY","Infineon Technologies","Electronics - Semiconductors","41.42","0.58%","14.66%","6.64%","-14.14%","-4.84%","-12.24","55,162.11","25.76","3.78","6.49%","6.81%","Nov 13,2025","F","F","D","F","4.79%","3.46"
"IR","Ingersoll Rand","Manufacturing - General Industrial ","80.29","0.10%","2.29%","5.25%","-1.57%","-2.70%","0","31,743.17","24.44","5","0.00%","4.89%","Nov 28,2025","F","C","C","F","0.59%","4.26"
"NSP","Insperity","Staffing Firms","35.53","6.79%","2.64%","-19.83%","-46.56%","-15.47%","-384.62","1,333.60","31.37","NA","-68.44%","NA","Nov 07,2025","D","F","C","F","-0.23%",".2"
"JAKK","JAKKS Pacific","Toys - Games - Hobbies","16.56","6.09%","4.78%","-3.35%","-20.25%","-5.14%","-22.32","185.16","12.64","NA","-65.70%","NA","Nov 25,2025","C","F","B","F","-2.55%",".32"
"JELD","Jeld-Wen","Building Products - Wood","2.71","0.00%","19.73%","-38.48%","-740.00%","-231.25%","-266.67","228.10","NA","NA","-182.05%","NA","Nov 27,2025","D","D","D","F","-0.37%",".07"
"JACK","Jack In The Box","Retail - Restaurants","19.62","0.00%","17.25%","22.88%","-14.87%","-12.69%","-34.78","372.46","5.25",".98","-15.32%","5.33%","Nov 22,2025","A","F","F","D","1.28%",".25"
"KDDIY","KDDI","Wireless Non-US ","17.06","1.01%","-1.32%","8.11%","0.00%","0.00%","NA","71,989.10","14.57","NA","6.31%","NA","Nov 29,2025","C","B","C","B","-0.64%","1.86"
"KT","KT","Wireless Non-US ","18.33","3.59%","2.97%","-1.02%","-4.80%","-3.03%","NA","9,468.65","7.12",".14","268.57%","50.91%","Nov 28,2025","A","A","C","A","0.05%",".48"
"KELYA","Kelly Services","Staffing Firms","8.68","3.47%","4.47%","-22.93%","-26.47%","-35.92%","-57.14","305.33","5.46",".42","-32.48%","13.00%","Nov 12,2025","A","B","B","A","0.35%",".07"
"KMPR","Kemper","Insurance - Multi line","41.11","3.14%","4.44%","-9.49%","-24.87%","-9.30%","-75.19","2,384.03","9.75","NA","-29.03%","NA","Nov 19,2025","A","C","C","B","-0.90%",".49"
"KMTUY","Komatsu","Manufacturing - Construction and Mining","33.03","1.99%","0.27%","-1.85%","-5.90%","-10.70%","0","31,229.30","12.88","4.82","-18.01%","2.67%","Nov 29,2025","C","B","A","B","-0.99%","1.16"
"LGIH","LGI Homes","Building Products - Home Builders","52.67","0.00%","5.56%","27.47%","-5.43%","-10.94%","-9.57","1,200.57","14.92","NA","-57.95%","NA","Oct 17,2025","D","F","C","F","-1.25%",".67"
"LEGH","Legacy Housing","Real Estate - Operations","19.91","0.00%","2.78%","-11.24%","-19.11%","-20.80%","-38.6","475.70","10.95","NA","-26.61%","NA","Nov 14,2025","D","C","B","C","-1.58%","2.64"
"LGGNY","Legal & General Group","Insurance - Multi line","16.31","4.70%","4.79%","4.66%","-5.04%","-6.29%","NA","18,686.47","12.42","NA","2.33%","NA","Nov 27,2025","D","C","C","D","0.49%","NA"
"LMB","Limbach","Building Products - Miscellaneous","69.31","0.00%","5.63%","-25.12%","-1.69%","-7.35%","-3.67","822.60","16.26","NA","20.83%","NA","Nov 28,2025","D","D","B","D","-0.74%","1.36"
"LION","Lionsgate Studios Corp.","Media Conglomerates","7.39","0.00%","4.78%","16.02%","-42.31%","2.17%","-107.69","2,161.38","NA","NA","-290.00%","NA","Nov 19,2025","C","A","F","A","1.77%",".78"
"LPX","LouisianaPacific","Building Products - Wood","83.06","1.37%","5.48%","-5.85%","-5.11%","-12.39%","-2.7","5,711.46","30.49","NA","-54.25%","NA","Nov 08,2025","D","B","B","B","0.63%","2.02"
"MDU","MDU Resources Group","Utility - Gas Distribution","20.94","2.63%","4.00%","11.16%","0.54%","-0.34%","28.57","4,356.34","23.05","3.05","3.33%","7.56%","Nov 18,2025","D","D","A","D","0.76%","2.32"
"MGM","MGM Resorts International","Gaming","35.66","0.00%","8.42%","10.18%","-9.40%","-20.34%","-35.14","9,652.04","16.55","2.62","-17.76%","6.33%","Nov 05,2025","A","C","F","C","1.47%",".56"
