Symbol,Company,Industry,Price,Dividend Yield(%),Price Movers: 1 Week(%),Price Movers: 4 Week(%),EPS F1 Est: 4 Week Change,EPS F2 Est: 4 Week Change,Last EPS Surprise,Market Cap (mil),P/E (F1),PEG,Projected Earnings Growth (1 Yr)(%),Projected Earnings Growth (3-5 Yrs)(%),Date Added,Value Score,Growth Score,Momentum Score,VGM Score,Price Movers: 1 Day(%),Price / Sales
"MONDY","MONDI PLC UNS","Paper and Related Products","23.11","4.04%","3.07%","2.20%","0.00%","0.00%","NA","5,118.18","21.67","1.52","-40.22%","14.29%","Aug 15,2025","B","C","D","B","-0.81%","NA"
"MBUU","Malibu Boats","Leisure and Recreation Products","28.97","0.00%","6.77%","1.87%","-7.38%","-7.90%","-7.69","545.84","25.12","NA","-28.48%","NA","Nov 29,2025","C","B","D","B","-1.56%",".66"
"MRMD","MariMed Inc.","Medical - Products","0.09","0.00%","5.91%","-26.56%","-50.00%","-50.00%","0","35.34","NA","NA","-200.00%","NA","Nov 12,2025","B","C","D","C","NA",".22"
"HZO","MarineMax","Retail - Miscellaneous","23.56","0.00%","0.47%","-5.61%","-39.87%","NA","73.33","511.31","19.22","NA","100.00%","NA","Nov 18,2025","A","A","F","A","-2.91%",".22"
"MSBI","Midland States Bancorp","Banks - Northeast","16.74","7.87%","2.72%","11.07%","-18.43%","-2.83%","-60.66","350.43","9.19","NA","268.57%","NA","Nov 07,2025","B","F","D","D","0.68%",".73"
"MOH","Molina Healthcare","Medical - HMOs","145.69","0.00%","4.73%","-3.14%","-9.33%","-11.84%","-53.65","8,035.69","10.63","NA","-38.41%","NA","Oct 23,2025","A","C","B","B","-0.05%",".18"
"MPAA","Motorcar Parts of America","Automotive - Replacement Parts","13.30","0.00%","2.09%","-22.74%","-22.82%","NA","NA","257.77","11.46","NA","82.54%","NA","Nov 13,2025","A","A","D","A","0.46%",".33"
"MOV","Movado Group","Retail - Jewelry","21.27","6.69%","8.84%","14.99%","-22.92%","-37.67%","-21.05","463.56","18.86","NA","-0.89%","NA","Nov 29,2025","D","F","F","F","-1.69%",".7"
"MVBF","Mvb Financial","Banks - Northeast","27.14","2.51%","3.84%","5.79%","-98.26%","-13.00%","-182.76","340.53","1353","NA","-98.69%","NA","Nov 26,2025","D","F","C","F","0.22%","1.62"
"MYE","Myers Industries","Rubber - Plastics","18.19","2.99%","4.39%","4.21%","0.00%","0.00%","4","675.59","17.88","NA","-2.88%","NA","Oct 24,2025","B","B","C","A","0.11%",".82"
"EDU","New Oriental Education & Technology Group","Schools","52.99","1.13%","-0.99%","-14.15%","0.00%","0.00%","-11.98","8,081.60","14.38","1.01","12.30%","14.28%","Nov 04,2025","B","F","A","C","0.55%","1.62"
"NXRT","NexPoint Residential Trust","REIT and Equity Trust - Residential","31.51","6.41%","0.54%","3.72%","-2.21%","-6.38%","15.94","806.84","10.26","NA","-2.82%","NA","Nov 27,2025","D","C","B","C","0.13%","3.19"
"NINOY","Nikon","Electronics - Manufacturing Machinery","11.94","0.93%","-0.18%","-1.02%","NA","NA","300","3,709.47","21.39","NA","333.33%","NA","Nov 12,2025","D","D","A","C","-5.16%",".8"
"NE","Noble Corporation PLC","Oil and Gas - Drilling","31.50","6.53%","1.83%","4.33%","0.00%","0.00%","-34.48","4,863.89","37.8","NA","-64.78%","NA","Oct 07,2025","C","A","B","A","0.62%","1.41"
"NOMD","Nomad Foods Limited","Food - Miscellaneous","12.16","5.56%","0.33%","8.23%","-1.05%","-3.85%","3.64","1,876.12","6.47","NA","-2.07%","NA","Oct 14,2025","A","D","B","C","0.49%",".56"
"NSC","Norfolk Southern","Transportation - Rail","293.54","1.85%","2.03%","3.07%","-1.05%","-1.97%","3.77","65,541.09","23.85","2.68","3.38%","8.90%","Nov 29,2025","F","C","B","F","0.71%","5.36"
"NTIC","Northern Technologies International","Chemical - Diversified ","7.42","0.54%","-1.20%","0.13%","-7.14%","NA","-175","70.54","28.61","NA","NA","NA","Nov 20,2025","D","F","A","D","-0.40%",".84"
"SMR","NuScale Power","Electronics - Power Generation","18.39","0.00%","7.53%","-55.43%","-225.83%","-2.00%","-1581.82","5,969.54","NA","NA","-490.48%","22.33%","Nov 13,2025","F","F","D","F","5.04%","93.43"
"OMRNY","Omron","Electronics - Miscellaneous Components","25.55","1.93%","5.50%","-8.67%","-6.20%","-8.33%","-70.37","5,274.20","21.13",".41","124.07%","52.18%","Nov 08,2025","C","D","A","C","1.76%",".96"
"ONEW","OneWater Marine","Leisure and Recreation Products","11.81","0.00%","7.81%","-21.76%","-27.78%","NA","-100","198.90","16.99","NA","63.64%","NA","Oct 17,2025","A","A","C","A","-2.96%",".11"
"OPRA","Opera Limited","Internet - Content","13.45","5.73%","5.01%","-7.60%","0.00%","0.00%","15.79","1,219.00","11.84","NA","27.78%","NA","Nov 28,2025","C","B","D","B","1.87%","2.09"
"OUTKY","Outokumpu","Steel - Producers","2.37","1.90%","0.00%","-1.25%","-600.00%","-82.35%","NA","2,242.10","NA","NA","-320.00%","NA","Nov 14,2025","F","F","F","F","0.00%",".36"
"OC","Owens Corning","Building Products - Miscellaneous","113.99","2.44%","8.67%","-11.05%","-8.69%","-24.33%",".82","9,307.39","9.3","9.12","-23.44%","1.02%","Oct 16,2025","B","A","B","A","1.51%",".86"
"CNXN","PC Connection","Retail - Computer Hardware","57.75","1.03%","0.83%","-4.81%","-1.31%","-3.80%","-3.96","1,465.23","17.07","1.71","4.62%","10.00%","Nov 29,2025","C","B","A","B","-0.46%",".51"
"MYPS","PLAYSTUDIOS","Gaming","0.65","0.00%","5.04%","-30.97%","-121.43%","-800.00%","-250","80.96","NA","NA","-166.67%","30.00%","Nov 07,2025","D","C","C","D","NA",".33"
"PZZA","Papa John's International","Retail - Restaurants","41.35","4.37%","4.52%","-17.20%","-19.61%","-15.16%","-20","1,379.45","29.55","4.45","-39.32%","6.64%","Oct 21,2025","C","C","F","C","0.50%",".66"
"BTU","Peabody Energy","Coal","26.75","1.10%","3.34%","-0.66%","-43.33%","-3.60%","-205.26","3,312.38","NA","NA","-115.64%","NA","Oct 31,2025","C","B","F","C","0.96%",".84"
"PRGO","Perrigo","Medical - Products","13.89","8.69%","5.62%","-35.63%","-5.27%","-5.79%","6.67","1,837.28","4.79","NA","8.56%","NA","Nov 08,2025","B","F","B","D","-0.52%",".43"
"PSNY","Polestar Automotive Holding UK PLC","Automotive - Foreign","0.60","0.00%","-8.73%","-34.15%","-4.30%","-25.00%","NA","1,193.11","NA","NA","0.00%","NA","Nov 15,2025","F","B","B","D","NA","NA"
"POST","Post Holdings","Food - Miscellaneous","101.10","0.00%","4.64%","0.10%","-6.00%","-6.61%","8.85","5,425.66","13.98","NA","2.90%","NA","Nov 29,2025","B","B","F","B","1.18%",".67"
"PROV","Provident Financial","Financial - Savings and Loan","15.33","3.65%","1.12%","-2.23%","0.00%","0.00%","-13.79","99.25","14.33","NA","15.05%","NA","Nov 01,2025","D","C","B","D","0.46%","1.65"
"RCMT","RCM Technologies","Staffing Firms","19.75","0.00%","0.26%","-15.24%","-2.52%","-3.77%","-11.76","145.10","8.44","NA","14.29%","NA","Nov 22,2025","B","F","A","C","-0.51%",".47"
"RLJ","RLJ Lodging Trust","REIT and Equity Trust - Other","7.54","7.96%","0.27%","10.88%","-1.90%","-3.05%","17.39","1,139.18","5.6","NA","-14.01%","NA","Nov 29,2025","A","F","A","C","-0.92%",".84"
"METC","Ramaco Resources","Coal","15.07","2.19%","-2.85%","-48.32%","0.00%","0.00%","24.24","1,035.58","NA","NA","-1,009.09%","NA","Nov 28,2025","F","D","B","F","0.26%","1.79"
"RHI","Robert Half Inc.","Staffing Firms","27.25","8.73%","-0.84%","3.25%","-1.88%","-6.89%","0","2,736.08","20.68","NA","-46.31%","NA","Oct 25,2025","B","D","A","B","-0.84%",".5"
"ROOT","Root","Insurance - Property and Casualty","79.77","0.00%","7.08%","0.46%","-9.96%","-8.39%","18.6","1,254.52","37.28","NA","25.43%","NA","Nov 14,2025","C","B","F","C","-0.75%",".87"
"STWD","Starwood Property Trust","REIT and Equity Trust","18.28","10.47%","2.69%","0.88%","-8.92%","-7.12%","-18.18","6,791.88","10.88","NA","-16.34%","NA","Oct 23,2025","F","D","C","F","0.16%","3.76"
"SGA","Saga Communications","Broadcast Radio and Television","11.90","8.47%","-1.91%","-3.67%","-133.33%","-26.03%","-138.1","75.99","NA","NA","-115.15%","NA","Nov 11,2025","B","D","A","B","0.68%",".69"
"SAR","Saratoga Investment Corp","Financial - SBIC & Commercial Industry","23.29","12.91%","3.34%","3.20%","0.00%","0.00%","-13.43","374.10","9.8","NA","-37.80%","NA","Oct 10,2025","B","F","A","C","0.00%","2.88"
"SSL","Sasol","Oil and Gas - Integrated - International","6.51","0.00%","-4.41%","2.69%","-20.32%","-20.71%","NA","4,220.94","4.36",".57","-22.80%","7.68%","Nov 26,2025","A","A","F","A","-0.31%","NA"
"SE","Sea Limited","Internet - Software","137.13","0.00%","5.84%","-11.03%","-6.26%","-3.48%","-21.33","81,892.45","38.65","NA","114.29%","NA","Nov 20,2025","F","A","C","C","3.54%","3.89"
"SA","Seabridge Gold","Mining - Gold","28.25","0.00%","18.55%","17.20%","-175.00%","0.00%","-666.67","2,914.30","NA","NA","65.38%","NA","Nov 25,2025","F","D","F","F","4.29%","NA"
"SDRL","Seadrill Limited","Oil and Gas - Drilling","30.34","0.00%","1.19%","-3.30%","-58.73%","NA","-165.38","1,903.66","NA","NA","-133.00%","NA","Nov 13,2025","D","F","C","F","0.66%","1.4"
"SIEGY","Siemens","Industrial Services","131.43","1.51%","4.54%","-6.39%","-4.84%","-13.05%","-24.22","212,224.00","20.84","2.97","20.91%","7.01%","Nov 18,2025","D","F","C","D","0.39%","2.43"
"SDHC","Smith Douglas Homes Corp.","Building Products - Home Builders","19.72","0.00%","11.55%","11.16%","-3.26%","-11.73%","-146.15","999.23","18.67","12.88","-42.54%","1.45%","Nov 07,2025","F","C","F","F","0.26%","1"
"SW","Smurfit Westrock PLC","Paper and Related Products","35.65","4.83%","5.65%","-3.33%","-22.85%","-8.49%","-14.71","18,636.83","17.33","NA","-0.96%","NA","Nov 19,2025","B","A","F","A","-0.25%",".6"
"SDXAY","Sodexo","Business - Services","10.43","3.70%","-2.68%","-5.14%","0.00%","0.00%","NA","7,763.50","9.57","NA","-6.78%","NA","Nov 27,2025","A","A","A","A","-1.22%","NA"
"SON","Sonoco","Containers - Paper and Packaging","42.22","5.03%","2.73%","3.94%","-0.35%","-1.44%",".52","4,159.35","7.4",".77","35.07%","9.59%","Nov 28,2025","B","D","C","D","0.86%",".58"
"SPMC","Sound Point Meridian Capital, Inc.","Financial - Investment Management","15.19","19.65%","3.95%","-7.85%","-2.22%","-6.14%","-3.57","312.99","6.93","NA","NA","NA","Nov 26,2025","F","D","A","F","1.87%","3.81"
"SFM","Sprouts Farmers Market","Food - Natural Foods Products","86.04","0.00%","2.42%","6.14%","-0.57%","-2.97%","4.27","8,160.53","15.91",".96","40.53%","16.51%","Nov 29,2025","B","A","B","A","0.62%",".94"
"STRR","Star Equity Holdings, Inc.","Diversified Operations","10.15","0.00%","4.10%","-7.39%","-114.29%","-28.57%","-93.75","34.87","NA","NA","95.35%","NA","Nov 21,2025","F","A","B","B","-0.20%",".23"
"SNCY","Sun Country Airlines","Transportation - Airline","13.91","0.00%","13.69%","11.56%","-5.19%","-2.86%","-33.33","722.19","12.51",".44","4.76%","28.19%","Nov 06,2025","A","D","F","C","0.66%",".65"
"SMCI","Super Micro Computer","Computer- Storage Devices","32.97","0.00%","5.16%","-34.85%","-17.51%","-8.46%","36.84","20,207.47","15.76",".56","4.37%","28.01%","Nov 08,2025","C","C","C","C","3.11%",".96"
"SLVM","Sylvamo","Paper and Related Products","47.77","3.80%","1.43%","16.67%","-4.00%","-0.93%","-8.28","1,868.19","13.16","NA","-50.21%","NA","Nov 28,2025","A","C","C","B","-1.02%",".54"
"TGNA","TEGNA","Broadcast Radio and Television","19.46","2.56%","-2.25%","-0.76%","-2.17%","-4.35%","-5.71","3,143.83","12.35","NA","-48.53%","NA","Nov 29,2025","B","F","A","C","-0.05%","1.09"
"TFII","TFI International","Transportation - Services","89.51","2.06%","1.79%","-2.50%","-6.62%","-7.42%",".84","7,182.74","20.69","4.96","-26.43%","4.17%","Nov 01,2025","D","B","D","B","0.81%",".89"
"TAK","Takeda Pharmaceutical Co.","Medical - Drugs","14.50","3.83%","0.84%","7.29%","-3.53%","-6.90%","0","45,884.03","8.79","NA","1.86%","NA","Nov 26,2025","B","B","C","B","-0.69%","1.54"
"TMHC","Taylor Morrison Home","Building Products - Home Builders","63.58","0.00%","3.18%","5.77%","0.00%","0.00%","9.33","6,126.38","8.06","NA","-5.93%","NA","Nov 29,2025","C","D","B","C","-1.07%",".73"
"CC","Chemours","Chemical - Diversified ","12.89","2.74%","15.75%","-4.48%","-14.78%","-11.40%","-16.67","1,917.12","13.05","NA","-19.01%","NA","Oct 18,2025","A","B","D","A","2.57%",".33"
"RMR","The RMR Group","Real Estate - Operations","15.45","11.80%","-2.06%","-1.42%","-6.31%","NA","0","488.94","14.66","NA","-7.96%","NA","Nov 25,2025","B","F","A","C","-0.97%",".7"
"TDW","Tidewater","Oil and Gas - Integrated - United States","54.75","0.00%","0.50%","6.78%","-21.33%","-32.54%","15.22","2,677.40","19.02","NA","-16.47%","NA","Nov 14,2025","C","B","B","B","2.58%","1.97"
"TRMLF","Tourmaline Oil Corp.","Oil and Gas - Exploration and Production - Canadian","45.93","3.17%","4.29%","4.44%","-9.87%","-9.85%","-23.4","17,763.79","18.61","1.2","-3.52%","15.51%","Oct 17,2025","F","C","C","F","3.45%","3.96"
"THS","TreeHouse Foods","Food - Miscellaneous","23.96","0.00%","1.27%","31.26%","-3.64%","0.00%","-18.87","1,206.44","15.02","NA","-16.75%","NA","Oct 25,2025","C","C","A","C","0.80%",".36"
"TREX","Trex","Building Products - Wood","35.34","0.00%","12.66%","-27.61%","-17.38%","-33.65%","-8.93","3,751.77","19.15","NA","-12.44%","NA","Nov 07,2025","D","A","D","B","0.14%","3.18"
"TROX","Tronox","Chemical - Diversified ","3.98","4.83%","31.43%","18.29%","-45.19%","-110.29%","-119.05","656.41","NA","NA","-1,262.50%","NA","Aug 08,2025","D","F","D","F","4.28%",".23"
"USNA","USANA Health Sciences","Medical - Drugs","19.66","0.00%","1.02%","-6.15%","0.00%","0.00%","0","362.88","11.47",".96","-33.20%","12.00%","Oct 14,2025","A","B","B","A","-0.90%",".4"
"UNF","Unifirst","Uniform and Related","176.33","0.81%","5.83%","11.79%","0.00%","0.00%","6.05","3,126.07","24.35","NA","-14.16%","NA","Nov 28,2025","B","A","B","A","0.41%","1.29"
"UBAB","United Bancoproration of Alabama","Banks - Southeast","52.75","2.65%","-1.40%","-0.66%","-21.87%","NA","NA","170.65","9.84","NA","-29.93%","NA","Nov 25,2025","B","D","A","C","0.00%","1.75"
"PRKS","UTD PARKS&RESRT","Leisure and Recreation Services","35.99","0.00%","7.89%","-25.43%","-14.65%","-11.08%","-28.13","1,968.73","10.44","NA","-10.36%","NA","Nov 12,2025","A","D","D","C","2.27%","1.18"
"UTI","Universal Technical Institute","Schools","23.22","0.00%","1.59%","-22.54%","-16.71%","-13.49%","30.77","1,252.98","28.86","1.92","-29.20%","15.00%","Nov 25,2025","C","A","C","A","-0.43%","1.5"
"USIO","Usio","Financial Transaction Services","1.44","0.00%","4.35%","-2.04%","-53.85%","-9.38%","-300","39.32","72","NA","-83.33%","NA","Sep 25,2025","D","F","D","F","-0.35%",".47"
"VVV","Valvoline","Oil and Gas - Refining and Marketing","30.96","0.00%","0.32%","-5.15%","-11.39%","-14.59%","-6.25","3,981.31","18.78","NA","5.03%","NA","Nov 27,2025","D","A","F","B","-0.13%","2.33"
"VG","Venture Global, Inc.","Oil and Gas - Exploration and Production - United States","7.04","0.91%","2.90%","-12.95%","-5.83%","-12.56%","-27.27","18,262.90","8.1",".34","61.40%","24.07%","Nov 29,2025","C","A","F","A","4.63%","1.68"
"VEOEY","Veolia Environnement","Waste Removal Services","17.09","3.11%","3.44%","2.91%","-4.69%","-5.63%","NA","24,611.77","13.9","1.42","46.99%","9.79%","Nov 29,2025","A","D","NA","NA","-0.15%","NA"
"VTSI","VirTra","Electronics - Military","5.02","0.00%","3.12%","-18.42%","-54.55%","-55.26%","-160","56.05","33.07","NA","25.00%","NA","Nov 13,2025","D","B","B","B","1.22%","2.25"
"VOD","Vodafone Group","Wireless Non-US ","12.22","3.84%","2.97%","3.49%","-11.96%","-11.02%","NA","29,793.92","13.55",".34","10.84%","39.37%","Nov 29,2025","A","A","F","A","-0.08%","NA"
"WNC","Wabash National","Automotive - Original Equipment","8.84","3.79%","1.56%","5.24%","-30.72%","-29.51%","0","341.96","NA","NA","-263.93%","NA","Nov 29,2025","C","D","D","D","-2.20%",".21"
"WSO","Watsco","Manufacturing - General Industrial ","343.76","3.46%","2.90%","-5.87%","-3.56%","-4.60%","-5.46","14,049.44","27.79","NA","-6.32%","NA","Nov 01,2025","F","C","D","F","0.23%","1.89"
"WFG","West Fraser Timber Co.","Building Products - Wood","61.60","2.08%","2.98%","0.82%","0.00%","0.00%","-52.91","4,678.43","NA","NA","-486.76%","NA","Oct 30,2025","D","F","A","D","0.59%",".82"
"WSC","WillScot Holdings Corporation","Real Estate - Operations","20.27","1.42%","12.15%","-9.20%","-5.59%","-18.13%","3.45","3,593.43","17.12","1.77","-29.45%","9.65%","Nov 11,2025","C","D","C","D","-2.13%","1.55"
"XOMA","XOMA Royalty Corporation","Medical - Biomedical and Genetics","31.44","0.00%","1.20%","-2.58%","74.87%","-2.76%","-1650","397.87","29.48","NA","127.32%","NA","Nov 15,2025","F","D","A","D","-0.50%","8.45"
"ELF","e.l.f. Beauty","Cosmetics","78.98","0.00%","8.74%","-37.64%","-16.74%","-15.62%","-11.76","4,542.53","25.96","4.1","-13.57%","6.34%","Nov 12,2025","F","A","D","D","1.25%","3.28"
