Symbol,Company,Industry,Price,Dividend Yield(%),Price Movers: 1 Week(%),Price Movers: 4 Week(%),EPS F1 Est: 4 Week Change,EPS F2 Est: 4 Week Change,Last EPS Surprise,Market Cap (mil),P/E (F1),PEG,Projected Earnings Growth (1 Yr)(%),Projected Earnings Growth (3-5 Yrs)(%),Date Added,Value Score,Growth Score,Momentum Score,VGM Score,Price Movers: 1 Day(%),Price / Sales
"SBLK","Star Bulk Carriers","Transportation - Shipping","19.20","2.29%","1.42%","-6.24%","-0.36%","-4.66%","0","2,260.85","6.99","NA","-67.68%","NA","Jan 02,2026","B","F","F","F","0.00%","2.15"
"SUN","Sunoco","Oil and Gas - Refining and Marketing - Master Limited Partnerships","52.59","7.02%","-0.21%","-3.99%","0.00%","0.00%","-58.44","10,720.00","7.12","NA","NA","NA","Jan 02,2026","A","A","D","A","0.00%",".49"
"TCMD","Tactile Systems Technology","Medical - Instruments","27.56","0.00%","-1.26%","8.17%","0.00%","0.00%","125","647.73","30","NA","14.29%","NA","Jan 02,2026","C","B","F","B","0.00%","2.08"
"GAP","The Gap","Retail - Apparel and Shoes","25.16","2.58%","-3.58%","-3.43%","0.30%","0.35%","6.9","9,521.20","11.97","2.84","-2.73%","4.21%","Jan 02,2026","B","F","B","D","0.00%",".62"
"USCB","USCB Financial","Banks - Southeast","18.05","2.17%","-3.21%","0.33%","2.84%","2.73%","7.14","333.59","8.48","NA","40.32%","NA","Jan 02,2026","B","D","A","B","0.00%","2.13"
"ULTA","Ulta Beauty","Retail - Miscellaneous","621.17","0.00%","-0.58%","13.31%","4.42%","4.80%","12.72","26,839.56","23.72","3.19","0.67%","7.43%","Jan 02,2026","D","F","D","F","0.00%","2.24"
"CNM","Core & Main","Manufacturing - Tools & Related Products","53.08","0.00%","-4.10%","4.19%","28.17%","24.66%","0","10,160.77","17.71","1.7","38.03%","10.41%","Jan 01,2026","C","C","A","B","0.00%","1.31"
"PHIN","PHINIA Inc.","Automotive - Original Equipment","63.69","1.72%","2.23%","15.49%","12.52%","12.52%","35.9","2,409.97","10.57","NA","33.42%","NA","Jan 01,2026","A","B","B","A","0.00%",".7"
"SBFG","SB Financial Group","Banks - Northeast","22.03","2.78%","1.23%","2.63%","0.00%","0.00%","9.68","140.27","9.09","NA","37.43%","NA","Jan 01,2026","B","D","F","D","0.00%","1.57"
"TX","Ternium","Steel - Producers","38.93","4.71%","0.08%","-1.06%","34.96%","51.56%","-87.18","7,656.12","6","NA","83.85%","NA","Jan 01,2026","A","F","A","B","0.00%",".49"
"WTS","Watts Water Technologies","Manufacturing - General Industrial ","277.20","0.75%","-2.72%","0.77%","0.04%","0.12%","9.17","9,206.07","24.56","2.68","15.91%","9.16%","Jan 01,2026","F","D","B","D","0.00%","3.91"
"WDC","Western Digital","Computer- Storage Devices","184.65","0.29%","-4.06%","7.00%","0.42%","6.78%","11.95","58,898.99","22.5",".99","55.38%","22.71%","Jan 01,2026","F","D","B","D","0.00%","4.91"
"ZM","Zoom Communications, Inc.","Internet - Software","83.32","0.00%","-1.71%","-0.33%","0.28%","-0.02%","6.29","25,550.55","14.48","5.04","7.58%","2.87%","Jan 01,2026","D","C","C","C","0.00%","5.32"
"ALX","Alexander's","REIT and Equity Trust - Other","215.49","8.26%","-0.10%","0.81%","0.00%","0.00%","16.4","1,113.08","18.61","NA","-15.60%","NA","Dec 31,2025","F","F","D","F","0.00%","5.16"
"BTE","Baytex Energy","Oil and Gas - Exploration and Production - Canadian","3.26","1.99%","2.22%","0.94%","0.00%","0.00%","200","2,481.61","49.69","NA","14.29%","NA","Dec 31,2025","B","D","F","D","0.00%",".91"
"DV","DoubleVerify","Internet - Software","11.14","0.00%","0.79%","5.73%","0.00%","0.00%","144.44","1,843.07","10.52",".5","193.75%","21.05%","Dec 31,2025","B","A","F","B","0.00%","2.51"
"EPAM","EPAM Systems","Computers - IT Services","203.16","0.00%","-2.01%","1.68%","0.00%","0.00%","1.99","11,318.11","16.34","2","5.06%","8.17%","Dec 31,2025","C","C","F","D","0.00%","2.14"
"PODD","Insulet","Medical - Products","282.07","0.00%","-1.59%","-10.03%","0.32%","0.70%","9.73","19,995.40","46","1.58","50.93%","29.02%","Dec 31,2025","D","B","D","C","0.00%","7.93"
"KFRC","Kforce","Staffing Firms","31.13","5.05%","-0.29%","4.00%","0.00%","0.00%","10.53","560.92","13.56","NA","-20.52%","NA","Dec 31,2025","A","C","F","A","0.00%",".42"
"MTZ","MasTec","Building Products - Heavy Construction","227.22","0.00%","-2.74%","-0.80%","0.00%","0.00%","7.36","17,150.69","26.52","NA","61.77%","NA","Dec 31,2025","D","C","F","D","0.00%","1.25"
"NIC","Nicolet Bankshares","Banks - Northeast","119.71","1.06%","-2.62%","-6.23%","10.69%","10.69%","13.68","1,795.11","11.72","NA","23.24%","NA","Dec 31,2025","D","F","B","D","0.00%","3.27"
"OTSKY","Otsuka Holdings Co., Ltd. - Unsponsored ADR","Medical - Drugs","28.30","0.99%","-3.05%","-5.22%","0.00%","0.00%","NA","30,431.67","14.38","NA","NA","NA","Dec 31,2025","C","F","B","F","0.00%","NA"
"PRAA","PRA Group","Financial - Miscellaneous Services","17.39","0.00%","0.97%","2.67%","0.00%","0.00%","6","690.18","7.86","NA","-18.99%","NA","Dec 31,2025","B","F","D","F","0.00%",".59"
"SGI","Somnigroup International Inc.","Retail - Home Furnishings","89.49","0.67%","-0.86%","-1.04%","0.00%","0.00%","11.76","18,740.56","26.34","1.4","5.49%","18.84%","Dec 31,2025","D","B","F","D","0.00%","2.75"
"SHOO","Steven Madden","Shoes and Retail Apparel ","41.93","2.02%","-2.62%","-3.37%","0.00%","0.00%","-2.27","3,025.48","19.61","NA","-37.45%","NA","Dec 31,2025","C","F","A","F","0.00%","1.28"
"ALFVY","Alfa Laval","Engineering - R and D Services","50.58","1.51%","-0.33%","1.55%","6.05%","6.05%","11.54","20,763.45","21.24","2.5","33.73%","8.51%","Dec 30,2025","D","C","B","D","0.00%","3.06"
"BMRC","Bank of Marin Bancorp","Banks - West","25.62","3.84%","-2.29%","-3.81%","4.16%","4.81%","11.9","418.62","11.88","NA","-17.78%","NA","Dec 30,2025","D","F","A","F","0.00%","2.64"
"CZWI","Citizens Community Bancorp","Financial - Savings and Loan","17.65","2.02%","-1.11%","-0.17%","0.00%","0.00%","0","172.14","10.18","NA","2.22%","NA","Dec 30,2025","C","F","C","F","0.00%","1.75"
"EVTC","Evertec","Financial Transaction Services","28.83","0.69%","-0.95%","-4.78%","0.00%","0.00%","3.37","1,861.29","7.8",".98","9.45%","7.95%","Dec 30,2025","A","F","D","D","0.00%","2.06"
"FUTU","Futu Holdings","Financial - Miscellaneous Services","174.97","0.00%","-0.28%","-3.90%","7.22%","7.60%","NA","22,848.19","15.36",".48","90.22%","31.85%","Dec 30,2025","D","C","B","C","0.00%","8.55"
"IHS","IHS Holding","Communication - Infrastructure","7.42","0.00%","2.90%","1.77%","0.00%","0.00%","340","2,502.99","12.86","NA","115.92%","NA","Dec 30,2025","A","C","F","C","0.00%","1.42"
"IVR","Invesco Mortgage Capital","REIT and Equity Trust","8.46","17.12%","-2.55%","2.19%","0.00%","0.00%","3.57","596.65","3.82","NA","-17.71%","NA","Dec 30,2025","B","F","A","D","0.00%","2.03"
"SMNEY","Siemens Energy AG Unsponsored ADR","Alternative Energy - Other","143.70","0.00%","-2.05%","2.67%","1.90%","4.50%","214.29","112,023.25","30.7","NA","158.19%","NA","Dec 30,2025","D","A","C","C","0.00%","2.59"
"SUBCY","Subsea 7","Oil and Gas - Field Services","20.78","5.77%","-2.40%","3.65%","3.73%","4.19%","32.35","6,095.14","9.67","NA","125.37%","NA","Dec 30,2025","A","B","A","A","0.00%",".87"
"VALE","VALE","Mining - Iron","13.24","6.93%","-0.91%","-3.91%","3.46%","2.72%","28.57","59,143.27","6.45","NA","9.89%","NA","Dec 30,2025","A","F","D","D","0.00%","1.58"
"BG","BUNGE GLOBAL SA","Agriculture - Products","91.88","3.14%","0.44%","-5.63%","1.91%","2.75%","1.79","17,224.60","10.04","1.96","-18.39%","5.13%","Dec 27,2025","B","D","B","B","0.00%",".29"
"M","Macy's","Retail - Regional Department Stores","22.53","3.31%","-1.21%","-1.21%","8.03%","11.75%","169.23","5,862.72","10.19","NA","-18.18%","NA","Dec 27,2025","A","F","D","D","0.00%",".26"
"SAIC","Science Applications International","Computers - IT Services","101.82","1.47%","-2.08%","-1.11%","2.28%","4.15%","24.64","4,542.53","10.29","NA","7.23%","NA","Dec 27,2025","A","D","C","B","0.00%",".62"
"EXPD","Expeditors International of Washington","Transportation - Services","150.94","1.03%","-1.68%","-0.99%","0.24%","1.83%","17.14","19,970.46","24.95","2.95","3.50%","8.47%","Dec 26,2025","D","F","D","F","0.00%","1.79"
"JJSF","J & J Snack Foods","Food - Miscellaneous","90.59","3.54%","-0.33%","-0.91%","0.00%","0.00%","49.06","1,748.04","20.31","NA","4.22%","NA","Dec 26,2025","B","D","F","C","0.00%","1.1"
"MODG","TOPGOLF CALLAWY","Leisure and Recreation Products","11.68","0.00%","-1.68%","-1.19%","0.00%","0.00%","76.19","2,145.92","NA","NA","-169.57%","NA","Dec 26,2025","B","C","C","A","0.00%",".53"
"ISSC","Innovative Solutions and Support","Aerospace - Defense Equipment","17.92","0.00%","-2.97%","89.78%","7.38%","NA","183.33","336.23","23.67","NA","-3.61%","NA","Dec 25,2025","D","B","A","B","0.00%","3.99"
"ALLT","Allot","Internet - Software","9.46","0.00%","5.13%","4.13%","0.00%","0.00%","150","476.29","39.32","NA","450.00%","NA","Dec 24,2025","F","C","F","F","0.00%","4.83"
"CANG","Cango","Internet - Services","1.43","NA","NA","NA","106.63%","106.63%","195","NA","NA","NA","-308.11%","NA","Dec 24,2025","C","C","NA","NA","NA","NA"
"ZUMZ","Zumiez","Retail - Apparel and Shoes","25.95","0.00%","-5.79%","-4.44%","73.81%","59.80%","70.37","441.54","35.69","NA","911.11%","NA","Dec 24,2025","C","D","A","C","0.00%",".48"
"ANIP","ANI Pharmaceuticals","Medical - Biomedical and Genetics","78.59","0.00%","-3.94%","-4.59%","-0.81%","0.15%","17.24","1,773.70","9.77","NA","45.38%","NA","Dec 23,2025","B","A","F","A","0.00%","2.15"
"AVPT","AvePoint","Internet - Software","13.35","0.00%","2.21%","5.31%","0.00%","-8.65%","42.86","2,997.31","36.31","NA","22.22%","NA","Dec 23,2025","F","A","F","F","0.00%","7.61"
"CHGG","Chegg","Internet - Software","0.95","0.00%","2.42%","3.51%","0.00%","0.00%","100","101.62","5.17","NA","-118.67%","NA","Dec 23,2025","B","A","D","A","NA",".23"
"FA","First Advantage Corporation","Internet - Software","14.34","0.00%","-5.16%","4.61%","0.00%","0.00%","7.14","2,529.89","11.38","NA","21.95%","NA","Dec 23,2025","C","B","C","B","0.00%","1.73"
"NRDS","NerdWallet, Inc.","Financial - Miscellaneous Services","13.19","0.00%","-3.28%","-13.14%","0.00%","0.00%","70","985.26","14.57","NA","720.00%","NA","Dec 23,2025","B","A","C","A","0.00%","1.24"
"ONON","On Holding ","Retail - Apparel and Shoes","47.50","0.00%","-0.02%","-0.06%","-4.31%","37.58%","47.06","29,187.79","27.29","1.16","-13.64%","23.51%","Dec 23,2025","F","A","F","D","0.00%","8.58"
"OWLT","Owlet","Electronics - Miscellaneous Products","15.67","0.00%","6.02%","18.52%","71.59%","48.39%","113.04","276.45","NA","NA","66.67%","NA","Dec 23,2025","F","D","B","F","0.00%","2.77"
"RSSS","Research Solutions","Commercial Printing","2.88","0.00%","3.16%","-2.00%","0.00%","0.00%","0","96.63","21","NA","75.00%","NA","Dec 23,2025","D","B","D","C","0.00%","1.96"
"SDVKY","Sandvik","Manufacturing - Tools & Related Products","32.92","1.10%","-0.80%","4.50%","5.46%","9.94%","-6.25","40,529.21","20.91","1.32","15.93%","15.80%","Dec 23,2025","D","D","A","C","0.00%","3.41"
"FIGS","FIGS","Retail - Apparel and Shoes","11.41","0.00%","-4.30%","2.43%","0.00%","0.00%","150","1,868.70","105.18","NA","450.00%","NA","Dec 20,2025","F","D","F","F","0.00%","3.22"
"GLBE","Globale Online","Internet - Commerce","37.98","0.00%","-1.06%","-3.25%","2.16%","0.00%","16.67","6,671.93","41.64","NA","175.56%","NA","Dec 20,2025","F","B","F","F","0.00%","7.51"
"IMPUY","Impala Platinum","Mining - Miscellaneous","16.03","0.42%","-3.63%","23.47%","0.00%","0.00%","NA","NA","11.79","NA","2,560.00%","NA","Dec 20,2025","C","D","D","D","0.00%","NA"
"KRP","Kimbell Royalty","Oil and Gas - Royalty Trust - United States","11.91","11.90%","1.91%","-7.62%","0.00%","0.00%","46.15","1,268.76","18.87","NA","126.67%","NA","Dec 20,2025","D","D","C","D","0.00%","3.99"
"LSPD","Lightspeed POS","Internet - Software","11.86","0.00%","-1.23%","6.53%","0.00%","0.00%","45.45","1,642.68","26.99","1.45","0.00%","18.56%","Dec 20,2025","F","A","F","D","0.00%","1.42"
"MAMA","Mama's Creations, Inc.","Food - Miscellaneous","13.04","0.00%","-1.32%","15.50%","18.18%","4.35%","400","548.41","103.77","NA","44.44%","NA","Dec 20,2025","D","A","C","B","0.00%","3.62"
"OII","Oceaneering International","Oil and Gas - Field Services","24.42","0.00%","-1.11%","-11.78%","0.00%","0.00%","30.95","2,397.60","13.02","NA","68.42%","NA","Dec 20,2025","B","C","C","B","0.00%",".85"
"PJT","PJT Partners","Financial - Miscellaneous Services","167.94","0.60%","-2.50%","-2.07%","0.00%","0.00%","49.19","4,064.18","20.9","NA","36.45%","NA","Dec 20,2025","C","A","F","B","0.00%","2.45"
"PANL","Pangaea Logistics Solutions","Transportation - Shipping","6.61","2.91%","-1.15%","-4.31%","0.00%","0.00%","466.67","447.02","17.64","NA","-53.85%","NA","Dec 20,2025","B","D","D","C","0.00%",".75"
"SLP","Simulations Plus","Computer - Software","18.09","0.00%","-4.95%","-11.03%","3.16%","1.39%","0","367.23","18.6","NA","-4.85%","NA","Dec 20,2025","F","C","B","D","0.00%","4.64"
"APH","Amphenol","Electronics - Connectors","137.14","0.74%","-2.03%","-3.10%","0.59%","0.00%","17.72","165,418.86","33.83",".87","74.07%","38.67%","Dec 19,2025","F","B","D","D","0.00%","7.89"
"APPN","Appian","Internet - Software","34.15","0.00%","-3.01%","-10.08%","0.00%","0.00%","540","2,614.82","45.12","NA","257.14%","NA","Dec 19,2025","F","A","A","C","0.00%","3.79"
"FSRL","First Reliance Bancshares","Banks - Southeast","12.55","0.00%","2.17%","-5.69%","0.00%","0.00%","17.86","96.12","9.43","NA","35.37%","NA","Dec 19,2025","C","F","D","D","0.00%","1.42"
"HNRG","Hallador Energy","Alternative Energy - Other","19.23","0.00%","-2.31%","-2.96%","0.00%","0.00%","816.67","834.43","29.98","NA","462.96%","NA","Dec 19,2025","D","B","C","C","0.00%","1.8"
"JBSS","John B. Sanfilippo & Son","Food - Miscellaneous","70.33","1.27%","-2.30%","-1.85%","0.00%","0.00%","24.22","822.09","11.89","NA","18.09%","NA","Dec 19,2025","A","D","C","B","0.00%",".73"
"MDB","MongoDB","Internet - Software","398.94","0.00%","-3.63%","5.79%","2.12%","0.08%","67.09","34,159.31","87.69","3.99","30.87%","21.97%","Dec 19,2025","F","A","A","C","0.00%","14.74"
"PSX","Phillips 66","Oil and Gas - Refining and Marketing","130.11","3.72%","0.49%","-7.45%","0.78%","-0.34%","21.74","51,992.94","10.55",".34","0.65%","30.71%","Dec 19,2025","B","D","B","B","0.00%",".39"
"UNFI","United Natural Foods","Food - Miscellaneous","33.75","0.00%","-0.38%","-1.29%","7.37%","NA","43.59","2,051.57","16.5","NA","187.32%","NA","Dec 19,2025","A","B","D","A","0.00%",".06"
"AA","Alcoa","Metal Products - Distribution","55.79","0.75%","-0.91%","20.75%","28.86%","10.41%","86.67","13,761.35","11.53",".21","164.44%","55.44%","Dec 18,2025","B","F","A","C","0.00%","1.07"
"COLL","Collegium Pharmaceutical","Medical - Drugs","45.64","0.00%","-6.62%","-2.38%","0.00%","0.00%","19.68","1,463.59","6.26","NA","17.05%","NA","Dec 18,2025","A","D","D","B","0.00%","1.93"
"JRVR","James River Group","Insurance - Multi line","6.09","0.63%","-0.47%","6.71%","0.00%","0.00%","23.08","292.34","5.09","NA","198.13%","NA","Dec 18,2025","C","F","C","F","0.00%",".45"
"KE","Kimball Electronics","Electronics - Miscellaneous Products","28.44","0.00%","-4.00%","-5.60%","0.00%","0.00%","104.17","677.09","20.46","1.02","21.43%","20.00%","Dec 18,2025","A","A","A","A","0.00%",".46"
"PLAB","Photronics","Semiconductor Equipment - Photomasks","32.71","0.00%","-4.96%","33.22%","7.41%","NA","27.66","1,890.07","14.71","NA","8.46%","NA","Dec 18,2025","B","F","A","C","0.00%","2.23"
"PSTL","Postal Realty Trust","REIT and Equity Trust - Other","15.86","6.01%","1.13%","6.18%","2.79%","3.03%","6.45","420.65","11.68","NA","12.07%","NA","Dec 18,2025","D","D","B","D","0.00%","4.61"
"STX","Seagate Technology","Computer - Integrated Systems","282.54","1.07%","-3.46%","3.67%","0.00%","0.00%","10.59","58,811.77","24.46","1","39.01%","24.58%","Dec 18,2025","F","C","B","D","0.00%","6.15"
"SCBFF","Standard Chartered","Banks - Foreign","24.74","1.00%","3.20%","10.47%","0.00%","0.00%","13.33","56,163.31","10.34","NA","37.20%","NA","Dec 18,2025","C","F","F","F","0.00%","1.41"
"ASYS","Amtech Systems","Semiconductor - General","13.03","0.00%","0.56%","45.76%","186.67%","NA","433.33","180.18","29.19","NA","760.00%","NA","Dec 17,2025","D","A","A","B","0.00%","2.27"
"CIEN","Ciena","Communication - Components","242.76","0.00%","-2.67%","19.49%","19.89%","23.51%","18.18","32,941.70","44.79","1.07","97.73%","41.75%","Dec 17,2025","F","A","A","B","0.00%","6.91"
"FG","F&G Annuities & Life, Inc.","Insurance - Life Insurance","29.99","3.24%","-2.37%","-7.16%","0.00%","0.00%","19.61","4,153.01","5.23","NA","-3.72%","NA","Dec 17,2025","A","F","B","B","0.00%",".75"
"UI","Ubiquiti","Wireless Equipment","567.39","0.58%","-3.13%","-2.66%","0.00%","0.00%","39.52","33,477.48","42.9","NA","17.70%","NA","Dec 17,2025","F","B","C","D","0.00%","12.14"
"BKV","BKV Corporation","Alternative Energy - Other","27.08","0.00%","-0.80%","-5.33%","0.00%","0.00%","284.62","2,630.07","10.56","NA","385.45%","NA","Dec 16,2025","C","B","D","B","0.00%","3.29"
"CVE","Cenovus Energy","Oil and Gas - Integrated - Canadian","17.37","3.38%","1.14%","-7.69%","3.40%","2.12%","30","31,880.07","11.91","NA","26.23%","NA","Dec 16,2025","A","B","C","A","0.00%",".88"
"FUJIY","Fujifilm","Semiconductor Equipment - Photomasks","10.58","1.16%","-2.49%","0.26%","0.00%","0.00%","341.18","26,295.56","14","1.74","7.04%","8.03%","Dec 16,2025","B","C","F","C","0.00%","1.21"
"OMCL","Omnicell","Medical Info Systems","44.45","0.00%","-1.05%","14.36%","-3.49%","0.50%","41.67","2,032.91","25.24","2.68","-1.17%","9.42%","Dec 16,2025","C","F","F","F","0.00%","1.73"
"PAHC","Phibro Animal Health","Medical - Products","36.60","1.28%","-1.01%","-8.36%","0.18%","0.17%","23.73","1,514.34","13.52","1.06","32.06%","12.80%","Dec 16,2025","B","B","C","A","0.00%","1.08"
