Symbol,Company,Industry,Price,Dividend Yield(%),Price Movers: 1 Week(%),Price Movers: 4 Week(%),EPS F1 Est: 4 Week Change,EPS F2 Est: 4 Week Change,Last EPS Surprise,Market Cap (mil),P/E (F1),PEG,Projected Earnings Growth (1 Yr)(%),Projected Earnings Growth (3-5 Yrs)(%),Date Added,Value Score,Growth Score,Momentum Score,VGM Score,Price Movers: 1 Day(%),Price / Sales
"BABA","Alibaba","Internet - Commerce","170.43","0.56%","1.18%","-8.14%","-12.90%","-8.28%","-3.29","406,651.91","25.93","2.04","-27.08%","12.70%","Oct 15,2025","D","C","F","D","-3.36%","2.92"
"AMRN","Amarin","Medical - Biomedical and Genetics","16.29","0.00%","-15.73%","-2.03%","0.00%","-14.40%","-87.5","336.92","22.01","NA","118.50%","NA","Nov 01,2025","D","A","A","B","-2.44%","1.49"
"AOUT","American Outdoor Brands","Leisure and Recreation Products","6.87","0.00%","-9.96%","-19.76%","0.00%","0.00%","-62.5","86.95","NA","NA","-110.53%","NA","Oct 11,2025","B","F","A","C","-2.59%",".41"
"COLD","Americold Realty Trust","REIT and Equity Trust - Other","12.89","7.14%","-6.96%","2.26%","-0.53%","-6.53%","5.88","3,671.04","9.22","3.8","-4.76%","2.43%","Sep 23,2025","C","B","C","B","1.20%","1.4"
"ARCB","ArcBest","Transportation - Truck","74.32","0.65%","-2.94%","2.19%","-5.68%","-4.37%","-8.11","1,689.06","16.9","1.4","-29.94%","12.05%","Oct 07,2025","B","B","F","B","-1.74%",".42"
"ARKAY","Arkema","Chemical - Diversified ","59.39","5.10%","-3.13%","-5.60%","-8.38%","-7.81%","-5.52","4,516.87","11.94",".65","-44.11%","18.28%","Jul 05,2025","A","C","C","B","-1.50%",".44"
"ASH","ASHLAND INC","Chemical - Specialty","48.90","3.39%","-2.41%","0.27%","-2.35%","-0.30%","-9.57","2,235.02","12.06","11.38","-21.57%","1.06%","Oct 10,2025","C","A","F","B","-1.95%","1.2"
"ASHTY","Ashtead Group","Industrial Services","269.99","2.09%","-4.96%","0.43%","0.00%","0.00%","-20.17","28,404.18","18.18","NA","0.68%","NA","Oct 04,2025","C","C","B","C","-0.88%","2.62"
"AESI","Atlas Energy Solutions Inc.","Oil and Gas - Integrated - United States","12.38","8.08%","13.98%","7.10%","-145.46%","-74.70%","-100","1,531.89","NA","NA","-125.45%","NA","Sep 27,2025","C","C","D","D","-0.17%","1.32"
"ATHM","Autohome","Internet - Services","25.20","6.75%","-3.75%","-12.22%","-6.60%","-5.79%","5.66","2,943.88","13.03","NA","-16.45%","NA","Oct 25,2025","C","F","F","F","-1.33%","3.12"
"AVTR","Avantor","Medical Services","11.82","0.00%","-28.52%","-19.75%","-2.81%","-7.26%","-4.35","8,059.05","12.79","3.96","-7.07%","3.23%","Oct 30,2025","C","C","C","C","-4.58%","1.23"
"AYTU","Aytu BioPharma","Medical - Biomedical and Genetics","2.27","0.00%","-3.70%","12.18%","0.00%","0.00%","-1200","23.13","NA","NA","-32.35%","NA","Oct 11,2025","D","A","C","B","1.38%",".35"
"BMRRY","B&M European Value Retail","Consumer Products - Discretionary","9.38","8.26%","-0.68%","-31.70%","-23.89%","-27.17%","NA","2,357.42","7.27","1.4","-24.56%","5.20%","Oct 10,2025","A","A","F","A","-3.60%","NA"
"BASFY","BASF","Chemical - Diversified ","12.28","3.61%","-2.37%","-3.16%","-2.53%","0.59%","-54.55","43,840.69","15.95","NA","-18.95%","NA","Oct 15,2025","B","B","A","A","-2.14%",".63"
"TBBB","BBB Foods Inc.","Consumer Products - Staples","27.32","0.00%","-1.10%","14.17%","-3.50%","0.00%","-225","3,119.97","NA","NA","-476.92%","39.61%","Oct 28,2025","F","B","D","D","-4.91%",".92"
"BBAR","BBVA Banco Frances","Banks - Foreign","16.57","1.80%","50.05%","83.43%","0.00%","0.00%","-35.14","3,384.20","13.36","NA","-24.85%","NA","Sep 09,2025","B","F","B","D","-2.19%",".82"
"BAX","Baxter International","Medical - Products","18.47","3.68%","-16.66%","-17.52%","-2.81%","-5.91%","15","9,486.58","7.75","2.39","25.93%","3.24%","Nov 01,2025","B","D","C","D","-14.54%",".86"
"BNTC","Benitec Biopharma","Medical - Biomedical and Genetics","16.36","0.00%","2.28%","17.86%","0.00%","0.00%","-50","429.46","NA","NA","-144.44%","NA","Oct 07,2025","F","F","A","F","0.00%","NA"
"BWMX","Betterware de Mexico SAPI de C","Consumer Products - Discretionary","14.48","7.09%","8.40%","7.98%","-9.09%","-20.09%","2.27","540.34","8.52","NA","-5.03%","NA","Oct 28,2025","A","B","F","B","-0.92%",".75"
"BCC","Boise Cascade","Building Products - Wood","70.49","1.25%","-3.88%","-11.35%","-12.90%","-8.88%","-2.96","2,631.92","19.1","5.51","-61.44%","3.47%","Jul 10,2025","C","F","D","D","-1.64%",".4"
"BNTGY","Brennt","Chemical - Diversified ","11.06","2.52%","-4.88%","-9.97%","-24.05%","-20.90%","-68.18","7,980.90","18.42","NA","-25.00%","NA","Oct 21,2025","B","D","D","D","0.00%",".46"
"BRLT","Brilliant Earth Group","Retail - Jewelry","2.41","0.00%","-3.89%","19.32%","14.47%","25.00%","200","240.40","33.24","NA","-41.67%","NA","Oct 31,2025","C","A","A","A","0.82%",".57"
"BBU","Brookfield Business Partners","Business - Services","35.29","0.71%","0.26%","4.98%","0.00%","0.00%","-11.11","3,129.37","7.56","NA","1,034.00%","NA","Oct 01,2025","A","B","D","A","-0.80%",".1"
"BRKR","Bruker","Instruments - Scientific","38.94","0.51%","-8.34%","4.51%","-1.25%","-4.25%","-3.03","5,907.95","19.77","5.48","-18.26%","3.61%","Aug 06,2025","F","F","D","F","-3.55%","1.72"
"BLDR","Builders FirstSource","Building Products - Retail","116.17","0.00%","-10.07%","-12.55%","0.00%","0.00%","11.24","12,846.15","17.29","13","-41.87%","1.33%","Aug 05,2025","C","B","A","A","-3.12%",".82"
"YOU","CLEAR Secure","Internet - Software","30.47","1.64%","-3.76%","-1.08%","0.00%","-0.19%","13.04","4,050.25","28.21","NA","-40.00%","NA","Oct 31,2025","F","A","B","B","0.00%","4.85"
"CSLLY","CSL Limited","Medical - Biomedical and Genetics","57.62","2.64%","-17.66%","-13.85%","-2.66%","-4.20%","NA","55,908.85","16.6","1.93","4.20%","8.62%","Oct 30,2025","C","B","C","B","4.63%","NA"
"WHD","Cactus","Oil and Gas - Integrated - United States","44.17","1.27%","10.22%","12.93%","-4.30%","-3.69%","15.52","3,526.28","18.61","9.26","-22.80%","2.01%","Oct 30,2025","D","C","C","D","2.11%","3.24"
"CAL","Caleres","Shoes and Retail Apparel ","11.04","2.54%","-14.35%","-18.85%","0.00%","0.00%","-31.37","373.63","6.69","NA","-50.00%","NA","Aug 30,2025","A","B","A","A","-6.95%",".14"
"CNI","Canadian National Railway","Transportation - Rail","95.91","2.72%","-2.77%","-1.24%","-2.46%","-3.29%","3.91","59,341.69","17.83","2.2","3.86%","8.11%","Oct 24,2025","F","C","C","D","0.14%","4.83"
"CBNK","Capital Bancorp","Banks - Northeast","27.80","1.73%","-5.47%","-8.48%","-2.89%","-4.83%","-18.18","460.94","8.27","NA","23.08%","NA","Nov 01,2025","B","D","F","D","-0.20%","1.52"
"KMX","CarMax","Automotive - Retail and Wholesale - Parts","41.91","0.00%","-2.90%","-9.12%","-1.26%","-0.60%","-37.86","6,154.28","12.23",".8","4.89%","15.35%","Oct 03,2025","A","A","A","A","-1.39%",".23"
"CSL","Carlisle Companies","Diversified Operations","325.05","1.35%","-3.80%","-1.90%","-3.28%","-6.15%","2.56","13,896.13","16.79","1.12","-4.16%","15.00%","Oct 28,2025","D","B","D","C","-1.69%","2.77"
"CARR","Carrier Global","Building Products - Air Conditioner and Heating","59.49","1.51%","3.03%","-0.08%","-6.43%","-11.03%","21.82","50,103.06","22.5","2.35","3.13%","9.56%","Oct 15,2025","F","F","F","F","-3.13%","2.27"
"CASS","Cass Information Systems","Computer - Services","39.53","3.14%","0.18%","0.77%","0.00%","-4.92%","9.52","522.43","15.03","NA","89.21%","NA","Oct 08,2025","C","C","A","C","0.77%","2.73"
"CHA","Chagee Holdings Limited - Sponsored ADR","Beverages - Soft drinks","15.65","0.00%","-11.23%","-9.31%","-14.65%","-7.22%","411.11","2,872.56","11.68","NA","NA","NA","Aug 05,2025","B","B","C","B","-2.01%","NA"
"CMG","Chipotle Mexican Grill","Retail - Restaurants","31.69","0.00%","-22.18%","-19.22%","-3.19%","-12.17%","3.57","42,492.65","27.13","2.66","4.46%","10.19%","Oct 31,2025","F","A","B","C","-18.18%","3.6"
"CLH","Clean Harbors","Waste Removal Services","210.51","0.00%","-11.61%","-5.30%","-2.31%","-7.44%","-6.75","11,247.94","28.85","NA","-1.62%","NA","Nov 01,2025","C","B","B","B","-1.20%","1.89"
"KOF","Coca Cola Femsa","Beverages - Soft drinks","85.95","4.19%","2.75%","5.37%","1.66%","2.00%","2.03","144,453.23","14.03","1.08","-1.13%","13.02%","Sep 17,2025","F","B","A","C","1.00%","9.76"
"CCOI","Cogent Communications","Wireless National","41.25","9.84%","-5.88%","-0.45%","0.00%","0.00%","-30.11","2,028.79","NA","NA","-4.91%","11.90%","Nov 01,2025","F","F","A","F","-6.47%","2.02"
"CVLT","CommVault Systems","Computer - Software","139.22","0.00%","-18.10%","-25.11%","-4.96%","-4.27%","-3.19","6,138.82","35.59","NA","7.12%","NA","Nov 01,2025","F","B","C","D","-1.80%","5.6"
"COMP","Compass","Internet - Software","7.71","0.00%","-3.00%","-1.46%","0.00%","-7.44%","0","NA","NA","NA","61.29%","NA","Nov 01,2025","F","A","B","B","-2.23%","NA"
"STZ","Constellation Brands","Beverages - Alcohol","131.38","3.11%","-7.76%","-8.28%","0.35%","-0.84%","7.72","22,996.82","11.39",".39","-16.26%","28.94%","Sep 27,2025","B","B","A","A","-1.60%","2.24"
"CORT","Corcept Therapeutics","Medical - Drugs","73.47","0.00%","-0.99%","-15.47%","-7.19%","-14.45%","26.09","7,741.66","68.99","NA","-13.01%","NA","Oct 02,2025","F","C","D","F","0.29%","10.81"
"CNM","Core & Main","Manufacturing - Tools & Related Products","52.18","0.00%","-3.97%","-1.58%","0.00%","0.00%","0","10,301.64","23.26","2.04","5.16%","11.38%","Oct 11,2025","D","D","B","D","-1.54%","1.33"
"CNR","Core Natural Resources, Inc.","Coal","79.00","0.51%","-9.00%","-11.41%","-162.73%","-5.94%","-153.44","4,066.25","NA","NA","-124.83%","NA","Oct 08,2025","D","D","C","D","-3.22%","1.24"
"CVLG","Covenant Logistics Group","Transportation - Truck","20.17","1.39%","-0.80%","-5.67%","-12.99%","-20.83%","-2.22","504.65","13.1","NA","-22.22%","NA","Oct 11,2025","B","C","C","B","-1.30%",".44"
"CBRL","Cracker Barrel Old Country Store","Retail - Restaurants","33.70","2.97%","-8.82%","-24.17%","-4.21%","-1.74%","-5.13","750.46","22.81","NA","-53.16%","NA","Sep 20,2025","A","A","C","A","-3.32%",".22"
"CCRN","Cross Country Healthcare","Staffing Firms","12.26","0.00%","-5.39%","-7.84%","0.00%","-10.15%","-114.29","401.64","89.71","8.97","-69.57%","10.00%","Oct 07,2025","C","A","B","A","-0.17%",".34"
"DHLGY","DHL Group Sponsored ADR","Transportation - Services","46.01","3.17%","1.27%","1.39%","1.17%","-1.11%","13.89","55,212.00","13.3","1.95","13.82%","6.82%","Oct 17,2025","B","B","A","A","-0.37%",".61"
"DIN","Dine Brands Global","Retail - Restaurants","24.72","8.25%","-13.53%","-11.67%","-2.96%","-2.23%","-21.48","380.18","6.29","NA","-26.40%","NA","Oct 17,2025","A","D","C","B","-4.24%",".45"
"DSCSY","DISCO CORP","Manufacturing - Material Handling","33.22","0.81%","-1.51%","-4.34%","0.00%","0.00%","25","36,025.94","43.14","NA","2.67%","NA","Oct 22,2025","F","A","B","D","-7.73%","13.16"
"DRD","DRDGOLD Limited","Mining - Gold","25.23","1.46%","-0.35%","-8.31%","0.00%","NA","NA","2,181.36","17.77","NA","-0.70%","NA","Oct 21,2025","D","A","A","A","5.33%","NA"
"DSDVY","DSV","Transportation - Services","106.13","0.28%","-3.47%","4.33%","-6.36%","-1.29%","14.81","51,036.75","26.7","1.45","6.42%","18.43%","Oct 25,2025","D","A","C","C","-2.40%","1.56"
"DTRUY","Daimler Truck Holding AG - Sponsored ADR","Automotive - Foreign","19.98","0.00%","-1.96%","-4.03%","0.00%","0.00%","NA","30,640.53","9.29","NA","NA","NA","Oct 14,2025","B","C","B","B","-0.99%","NA"
"PLAY","Dave & Buster's Entertainment","Retail - Restaurants","14.69","0.00%","-15.28%","-17.05%","-2.84%","-7.75%","-54.55","509.25","34.36","NA","-83.00%","NA","Oct 04,2025","A","D","A","A","-6.59%",".24"
"DE","Deere & Company","Manufacturing - Farm Equipment","461.63","1.40%","-0.85%","0.78%","-0.08%","-2.15%","2.81","124,792.16","24.86","2.97","-27.52%","8.37%","Oct 21,2025","F","D","B","F","-1.71%","2.81"
"DCOM","Dime Community Bancshares","Banks - Southeast","26.25","3.81%","-3.97%","-11.58%","-3.47%","-4.24%","-8.96","1,152.14","10.48","NA","71.92%","NA","Oct 24,2025","B","C","D","C","0.65%","1.72"
"DFH","Dream Finders Homes","Building Products - Home Builders","19.80","0.00%","-13.77%","-23.33%","-6.69%","-1.33%","0","1,839.06","8.88","5.77","-33.23%","1.54%","Sep 16,2025","D","F","C","F","-7.54%",".39"
"DTI","Drilling Tools International Corp.","Oil and Gas - Field Services","2.23","0.00%","-8.20%","4.67%","0.00%","-9.09%","-150","79.53","NA","NA","-116.13%","9.00%","Oct 24,2025","D","F","B","F","0.45%",".49"
"DD","DuPont de Nemours","Chemical - Diversified ","81.65","2.01%","0.22%","0.59%","-3.40%","-4.97%","5.66","34,188.22","19.82","2.47","1.23%","8.01%","Oct 30,2025","D","B","D","D","-0.84%","2.71"
"EDNMY","EDENRED","Technology Services","14.30","3.19%","-1.67%","18.00%","-4.14%","-5.41%","NA","6,861.58","11.22","1.16","17.43%","9.63%","Oct 28,2025","B","F","F","D","-4.84%","NA"
"EGBN","Eagle Bancorp","Banks - Northeast","16.75","3.94%","-1.12%","-16.70%","-30.43%","-7.55%","-640","508.68","NA","NA","-286.24%","NA","Oct 28,2025","F","F","B","F","0.60%",".79"
"EMN","Eastman Chemical","Chemical - Diversified ","59.52","5.58%","-5.33%","-7.22%","-1.33%","-1.43%","-6.98","6,834.83","10.21","6","-26.11%","1.70%","Oct 15,2025","B","D","B","B","-2.23%",".74"
"ENTG","Entegris","Electronics - Manufacturing Machinery","91.57","0.44%","-3.58%","-9.62%","-3.37%","-7.52%","0","13,882.01","33.67","NA","-9.33%","NA","Nov 01,2025","F","C","F","F","-7.45%","4.31"
"EOSE","Eos Energy Enterprises","Industrial Services","16.03","0.00%","-0.28%","15.86%","0.00%","-3.53%","-517.65","4,165.45","NA","NA","68.57%","NA","Oct 16,2025","F","D","A","F","-0.35%","123.07"
"ETD","Ethan Allen Interiors Inc.","Retail - Home Furnishings","24.17","6.45%","-11.07%","-14.93%","-13.16%","-15.91%","-2.27","615.04","14.65","NA","-19.12%","NA","Oct 31,2025","B","C","D","C","-9.86%","1.01"
"FFIV","F5","Internet - Software","253.05","0.00%","-14.96%","-21.55%","-5.81%","-4.66%","10.86","14,537.01","16.8","6.24","-4.68%","2.69%","Oct 31,2025","F","A","C","C","-0.80%","4.71"
"FDS","FactSet Research Systems","Business - Information Services","266.80","1.65%","-6.21%","-4.56%","-1.15%","-0.59%","-2.41","9,983.64","15.42","2.73","1.88%","5.65%","Sep 27,2025","D","B","A","B","0.81%","4.3"
"FGBI","First Guaranty Bancshares","Banks - Southeast","6.56","0.61%","-16.16%","-15.52%","-41.94%","-36.67%","-205","99.19","NA","NA","-317.28%","NA","Aug 29,2025","D","F","B","F","-17.52%",".42"
"INBK","First Internet Bancorp","Banks - Northeast","17.74","1.35%","-10.66%","-18.94%","-351.88%","-11.40%","-316.67","154.57","NA","NA","-260.56%","NA","Oct 29,2025","D","F","D","F","0.57%",".44"
"FNWB","First Northwest Bancorp","Banks - West","9.07","0.00%","17.34%","19.44%","0.00%","-18.75%","-50","85.42","NA","NA","89.33%","NA","Nov 01,2025","F","C","D","D","0.54%",".72"
"MYFW","First Western Financial","Banks - Midwest","23.09","0.00%","-0.09%","1.75%","-4.55%","-4.65%","-15.79","224.39","15.71","NA","68.97%","NA","Oct 28,2025","F","F","F","F","-0.44%","1.23"
"FI","Fiserv","Financial Transaction Services","66.69","0.00%","-47.41%","-48.16%","-11.82%","-23.48%","-22.73","35,869.35","7.41","1.24","2.27%","6.00%","Nov 01,2025","A","C","C","B","-7.66%","1.7"
"FLXS","Flexsteel Industries","Furniture","34.19","2.34%","-4.73%","-23.03%","-8.05%","-12.59%","67.95","182.59","9.66",".8","-15.11%","12.00%","Oct 17,2025","A","A","B","A","-1.39%",".41"
"FLUT","Flutter Entertainment PLC","Gaming","232.59","0.00%","-8.12%","-7.51%","-2.12%","-2.08%","15.69","40,958.99","28.77","NA","11.14%","NA","Nov 01,2025","D","B","F","D","-2.39%","2.75"
"FRPT","Freshpet","Food - Miscellaneous","49.21","0.00%","-6.62%","-5.07%","-1.06%","-6.50%","175","2,400.46","39.37","1.1","62.34%","35.72%","Oct 21,2025","D","A","B","A","-3.84%","2.3"
"GIII","GIII Apparel Group","Textile - Apparel","26.85","0.00%","-3.87%","1.56%","0.00%","0.00%","150","1,133.48","9.91","NA","-38.69%","NA","Sep 19,2025","A","A","C","A","-1.90%",".36"
"GIC","Global Industrial Company","Industrial Services","28.42","3.66%","-19.37%","-21.59%","-6.12%","-5.04%","-17.24","1,094.00","15.45",".97","17.20%","16.00%","Oct 31,2025","C","C","B","C","-1.84%",".82"
"GSBC","Great Southern Bancorp","Financial - Savings and Loan","55.70","3.09%","-2.28%","-8.43%","-0.49%","-5.08%",".65","630.99","9.1","NA","16.35%","NA","Oct 21,2025","B","C","A","B","-1.03%","1.79"
"GTBIF","Green Thumb Industries Inc.","Medical - Products","7.05","0.00%","-10.70%","-21.65%","0.00%","0.00%","-125","1,462.32","73.66","NA","-66.67%","NA","Oct 11,2025","B","D","C","C","-2.56%","1.27"
"GBX","The Greenbrier Companies","Transportation - Equipment and Leasing","41.77","3.06%","-8.89%","-9.63%","-23.42%","NA","6.78","1,293.26","9.83","1.81","-35.51%","5.42%","Oct 31,2025","A","B","C","A","-1.69%",".4"
"OMAB","Grupo Aeroportuario del Centro Norte","Transportation - Services","98.62","2.14%","-3.42%","-3.26%","2.52%","1.36%","7.59","4,195.61","16.69","2.79","20.37%","5.99%","Oct 17,2025","D","A","C","C","-3.66%","5.15"
"GGAL","Grupo Financiero Galicia","Banks - Foreign","59.13","1.20%","54.35%","92.40%","-21.76%","-19.30%","-16.81","8,719.85","20.39","NA","-75.89%","NA","Aug 29,2025","B","B","D","B","-2.32%",".58"
"GPOR","Gulfport Energy","Oil and Gas - Exploration and Production - United States","186.01","0.00%","-1.57%","-2.60%","-9.84%","-14.54%","-15.71","3,266.66","8.89","NA","33.74%","NA","Sep 10,2025","D","B","F","C","0.77%","2.87"
"HOG","HarleyDavidson","Automotive - Domestic","26.98","2.67%","-3.55%","-5.56%","-4.62%","-5.31%","-11.11","3,279.50","7.2",".4","9.01%","17.94%","Oct 31,2025","A","B","D","A","-1.11%",".78"
"HELE","Helen of Troy","Cosmetics","18.63","0.00%","-2.20%","-24.90%","-11.19%","-18.07%","9.26","429.03","4.54","NA","-42.82%","NA","Oct 15,2025","A","C","B","A","-4.73%",".24"
"HGV","Hilton Grand Vacations","Hotels and Motels","41.45","0.00%","-8.76%","-5.18%","0.00%","-6.26%","-40.59","3,691.11","15.41","3.71","-1.47%","4.16%","Oct 24,2025","C","F","A","D","-6.66%",".74"
"HMC","Honda Motor Co.","Automotive - Foreign","30.50","3.59%","-1.65%","1.70%","-8.12%","-1.93%","90.2","47,606.07","9.81","1.17","-11.90%","8.35%","Oct 29,2025","B","D","C","C","-0.38%",".33"
"HRL","Hormel Foods","Food - Meat Products","21.59","5.37%","-10.43%","-13.67%","-3.30%","-6.67%","-14.63","11,874.47","15.53","4.97","-12.03%","3.13%","Oct 30,2025","C","D","C","D","-0.93%",".98"
"HUBG","Hub Group","Transportation - Services","36.83","1.36%","0.82%","4.66%","-2.66%","-5.25%","0","2,254.72","19.82","1.27","-2.62%","15.64%","Oct 07,2025","C","C","F","C","-0.73%",".6"
"ICLR","ICON","Medical Services","171.82","0.00%","-8.15%","-14.32%","-1.02%","-4.69%",".91","13,875.65","13.13","3","-6.50%","4.38%","Oct 28,2025","C","C","D","C","-0.37%","1.71"
"IPOOF","INPLAY OIL CP","Oil and Gas - Exploration and Production - Canadian","8.64","9.10%","-5.86%","-4.96%","-110.00%","-32.90%","-80.77","241.37","31.21","NA","-101.19%","NA","Oct 31,2025","C","D","F","D","0.38%","1.38"
"IREN","IREN Limited","Financial - Miscellaneous Services","60.75","0.00%","4.22%","23.82%","-13.74%","13.12%","-52.94","16,522.81","100.14","NA","1,425.00%","NA","Oct 29,2025","F","A","F","D","-3.64%","32.44"
"IFNNY","Infineon Technologies","Electronics - Semiconductors","39.61","0.62%","2.03%","-1.39%","-2.15%","0.00%","16.67","51,727.54","20.04","2.94","-16.00%","6.81%","Oct 11,2025","D","F","F","F","-0.45%","3.25"
"INGR","Ingredion","Food - Miscellaneous","115.41","2.84%","-3.35%","-3.65%","-3.06%","-5.92%","3.24","7,407.12","10.4",".95","4.23%","11.00%","Oct 23,2025","B","B","D","A","-0.41%","1.01"
"IOSP","Innospec","Chemical - Diversified ","73.58","2.28%","-3.37%","-7.01%","-5.05%","-9.03%","7.69","1,827.22","14.48","NA","-14.19%","NA","Oct 21,2025","D","F","D","F","-0.52%","1.02"
"IP","International Paper","Paper and Related Products","38.64","4.79%","-21.32%","-17.19%","-15.42%","-6.30%","-181.13","20,401.23","29.59",".63","15.93%","46.71%","Nov 01,2025","C","C","C","D","-12.66%",".87"
"LUNR","Intuitive Machines, Inc.","Aerospace - Defense","11.93","0.00%","-7.49%","1.34%","0.00%","-0.07%","-83.33","2,132.11","NA","NA","90.93%","NA","Sep 27,2025","F","F","B","F","-5.41%","9.44"
"ISPR","Ispire Technology Inc.","Tobacco","1.87","0.00%","-16.94%","-17.62%","0.00%","0.00%","-85.71","107.11","NA","NA","72.46%","NA","Sep 24,2025","F","D","A","F","-11.06%",".84"
"JILL","J.Jill","Retail - Apparel and Shoes","15.07","2.12%","-5.51%","-9.86%","0.00%","0.00%","12.5","229.48","6.24","NA","-30.55%","NA","Sep 06,2025","A","D","C","B","-2.01%",".38"
"KDDIY","KDDI","Wireless Non-US ","15.90","2.19%","-0.81%","2.05%","-10.61%","-9.72%","NA","66,586.77","13.48","NA","6.31%","NA","Oct 11,2025","C","A","B","A","0.19%","1.72"
"KFRC","Kforce","Staffing Firms","25.30","6.17%","-8.93%","-16.22%","-3.75%","-5.12%","-1.67","470.55","12.31","NA","-23.13%","NA","Oct 14,2025","A","C","A","A","-1.03%",".35"
"KNSA","Kiniksa Pharmaceuticals International, plc","Medical - Biomedical and Genetics","37.01","0.00%","-3.82%","-0.48%","-7.79%","-10.83%","-30.3","2,742.73","39.1","NA","258.33%","NA","Oct 30,2025","F","A","C","B","-0.24%","4.59"
"KVYO","Klaviyo, Inc.","Internet - Software","26.00","0.00%","-2.98%","-2.05%","0.00%","0.00%","23.08","7,799.59","44.61","NA","16.00%","NA","Aug 09,2025","F","B","F","F","-0.08%","7.23"
"KNF","Knife River Corporation","Building Products - Miscellaneous","60.46","0.00%","-4.95%","-17.11%","0.00%","0.00%","-29.92","3,425.92","22.02","5.1","-22.54%","4.32%","Aug 07,2025","F","F","A","F","-1.19%","1.16"
"KNX","KnightSwift Transportation","Transportation - Truck","45.12","1.60%","-1.09%","9.10%","-9.05%","-12.27%","-15.79","7,323.07","33.24",".9","28.30%","36.93%","Oct 04,2025","C","D","D","D","-2.16%",".98"
"DNUT","Krispy Kreme","Consumer Products - Staples","3.59","0.00%","-11.68%","-3.46%","7.07%","15.22%","-275","614.61","NA","NA","-381.82%","39.71%","Aug 26,2025","F","C","A","C","-4.22%",".4"
"KHNGY","Kuehne & Nagel International","Transportation - Services","38.25","3.23%","-2.00%","0.03%","-5.97%","-10.71%","-8.89","23,094.16","19.68","1.08","-14.16%","18.29%","Sep 27,2025","C","C","F","C","-2.20%",".78"
"LGIH","LGI Homes","Building Products - Home Builders","40.81","0.00%","-11.08%","-21.90%","-6.44%","-11.14%","12.4","940.94","11.24","NA","-56.27%","NA","Oct 17,2025","D","F","A","D","-4.00%",".46"
"LSTR","Landstar System","Transportation - Truck","128.43","1.25%","-3.50%","3.40%","-2.50%","-7.58%","-1.61","4,410.89","28.07","NA","-16.88%","NA","Oct 29,2025","D","B","D","C","0.68%",".92"
"LEN","Lennar","Building Products - Home Builders","123.77","1.62%","-2.52%","-3.27%","-3.82%","-2.28%","-5.66","31,563.89","15","5.76","-40.48%","2.61%","Sep 30,2025","D","F","B","F","-0.04%",".91"
