Symbol,Company,Industry,Price,Dividend Yield(%),Price Movers: 1 Week(%),Price Movers: 4 Week(%),EPS F1 Est: 4 Week Change,EPS F2 Est: 4 Week Change,Last EPS Surprise,Market Cap (mil),P/E (F1),PEG,Projected Earnings Growth (1 Yr)(%),Projected Earnings Growth (3-5 Yrs)(%),Date Added,Value Score,Growth Score,Momentum Score,VGM Score,Price Movers: 1 Day(%),Price / Sales
"CIGI","Colliers International Group","Real Estate - Operations","108.50","0.28%","5.31%","-8.84%","0.00%","0.00%","-2.09","5,462.49","14.28","NA","13.83%","NA","Feb 20,2026","C","A","B","A","3.57%",".98"
"CMCO","Columbus McKinnon","Manufacturing - Material Handling","14.90","1.93%","-2.61%","-22.67%","0.00%","0.00%","1.64","417.58","7.67","NA","NA","NA","Feb 14,2026","B","D","A","C","4.16%",".42"
"CWCO","Consolidated Water","Utility - Water Supply","33.63","1.69%","2.03%","-13.08%","-28.98%","-8.53%","41.67","528.73","29.7","NA","-3.45%","NA","Apr 01,2026","F","D","F","F","0.33%","4"
"CNR","Core Natural Resources, Inc.","Coal","101.66","0.38%","-4.51%","13.82%","0.00%","0.00%","-97.44","5,315.09","49.87","NA","170.47%","NA","Feb 06,2026","D","C","A","C","-4.95%","1.28"
"CRD.B","Crawford & Company","Building Products - Miscellaneous","9.89","2.96%","3.36%","0.50%","-7.98%","-4.02%","-34.78","493.55","10.14","NA","9.89%","NA","Mar 10,2026","A","A","F","A","0.60%",".38"
"QBTS","D-WAVE QUANTUM","Internet - Software","14.30","0.00%","-9.42%","-20.89%","-14.49%","-35.08%","-140","5,337.85","NA","NA","68.47%","NA","Mar 07,2026","F","A","B","D","11.17%","217.1"
"DLHC","DLH","Staffing Firms","5.65","0.00%","-1.52%","-1.52%","0.00%","0.00%","-28.57","84.35","NA","NA","-611.11%","NA","Dec 18,2025","B","F","A","D","2.46%",".26"
"BOOM","DMC Global","Industrial Services","5.33","0.00%","6.54%","-6.80%","-110.48%","-38.67%","-354.55","106.73","NA","NA","-25.71%","NA","Feb 27,2026","A","C","F","C","2.56%",".18"
"DAIO","Data IO","Electronics - Miscellaneous Components","2.50","0.00%","4.98%","-7.66%","-22.39%","0.00%","-200","23.76","NA","NA","22.64%","NA","Mar 12,2026","D","B","F","D","0.80%","1.11"
"DH","Definitive Healthcare","Internet - Software","1.14","0.00%","10.81%","6.03%","-5.20%","0.00%","0","128.50","7.78","NA","-33.33%","NA","Mar 06,2026","A","D","D","C","6.03%",".53"
"DTEGY","Deutsche Telekom","Diversified Communication Services","37.08","0.00%","-0.96%","-3.03%","-3.47%","-6.94%","NA","181,884.47","14.83","1","10.62%","14.84%","Apr 01,2026","B","D","C","C","0.65%","1.35"
"DSGR","Distribution Solutions Group","Industrial Services","26.71","0.00%","0.38%","-12.09%","-8.50%","NA","-43.75","1,211.93","16.82","NA","25.81%","NA","Mar 14,2026","B","A","B","A","2.14%",".61"
"DKNG","DraftKings","Gaming","22.47","0.00%","-7.25%","-11.57%","-19.26%","2.35%","-28","10,717.96","18.76",".43","74.24%","43.43%","Feb 20,2026","C","A","B","A","3.30%","1.77"
"DFLI","DRAGONFLY EGY","Electronics - Miscellaneous Products","1.77","0.00%","-16.75%","-33.08%","-132.00%","NA","-471.25","21.14","NA","NA","85.75%","NA","Mar 19,2026","D","A","A","B","10.13%",".36"
"DUOL","Duolingo","Technology Services","98.55","0.00%","0.91%","-2.99%","3.08%","3.04%","18.99","4,556.63","32",".69","-64.06%","46.60%","Mar 03,2026","D","B","C","C","4.73%","4.39"
"SSP","The E.W. Scripps Company","Broadcast Radio and Television","3.60","0.00%","7.51%","-4.86%","0.00%","0.00%","-113.04","331.19","4.04","NA","149.20%","NA","Feb 28,2026","A","D","C","C","-1.85%",".15"
"EUDA","EUDA Health Holdings Limited","Medical Info Systems","9.50","0.00%","8.49%","-38.79%","-52.94%","NA","NA","24.92","6.19","NA","98.15%","NA","Mar 24,2026","D","B","F","D","-9.13%","NA"
"EXK","Endeavour Silver","Mining - Silver","9.87","0.00%","3.79%","-21.70%","0.00%","0.00%","-33.33","2,753.28","16.48","NA","2,950.00%","NA","Mar 17,2026","F","C","B","D","8.00%","6.36"
"EOSE","Eos Energy Enterprises","Industrial Services","5.03","0.00%","-2.55%","-18.15%","-22.84%","-208.33%","-320","1,683.59","NA","NA","90.13%","NA","Mar 10,2026","F","C","D","F","12.86%","14.74"
"EXOD","Exodus Movement, Inc.","Internet - Software","6.88","0.00%","-9.72%","-39.98%","-1,200.00%","NA","-18300","193.78","NA","NA","43.59%","NA","Mar 14,2026","F","F","A","F","4.84%","1.59"
"FG","F&G Annuities & Life, Inc.","Insurance - Life Insurance","26.03","3.95%","4.28%","11.49%","0.00%","0.00%","-32.09","3,433.65","4.69","NA","48.35%","NA","Feb 24,2026","A","F","B","C","1.97%",".6"
"FMC","FMC","Agriculture - Operations","16.94","1.86%","16.12%","24.42%","-7.99%","-18.30%","-.83","2,153.27","10.07","1.61","-42.23%","6.24%","Feb 10,2026","C","B","B","B","2.44%",".62"
"FSK","FS KKR Capital Corp.","Financial - SBIC & Commercial Industry","10.18","17.68%","1.39%","-7.03%","-7.79%","-0.37%","-5.45","2,851.08","5.97","NA","-27.35%","NA","Mar 03,2026","B","C","F","C","2.31%","1.88"
"FSLR","First Solar","Solar","200.05","0.00%","2.29%","-0.14%","-5.25%","-3.61%","-7.28","21,168.17","10.62",".34","30.68%","30.93%","Mar 17,2026","C","A","D","A","6.80%","4.06"
"FVRR","Fiverr International","Internet - Commerce","10.17","0.00%","-0.10%","-6.27%","0.00%","0.00%","13.16","360.23","4.51","NA","-24.75%","NA","Feb 24,2026","C","A","B","A","2.04%",".84"
"FLUT","Flutter Entertainment PLC","Gaming","102.80","0.00%","-5.45%","-8.48%","-10.17%","-8.29%","1.16","17,872.04","15.39",".57","-16.62%","26.90%","Feb 27,2026","B","B","C","B","2.46%","1.09"
"FBIN","Fortune Brands Innovations, Inc.","Building Products - Air Conditioner and Heating","38.84","2.67%","-1.49%","-24.15%","0.00%","0.00%","-14","4,670.34","10.72","1.57","0.83%","6.81%","Feb 26,2026","B","C","A","A","4.87%","1.05"
"FWRD","Forward Air","Transportation - Truck","17.29","0.00%","3.08%","-32.21%","0.00%","0.00%","-7.69","527.27","NA","NA","83.45%","NA","Feb 24,2026","D","F","C","F","6.16%",".21"
"GIII","GIII Apparel Group","Textile - Apparel","28.03","1.44%","2.74%","-9.03%","-16.42%","NA","-47.37","1,168.64","10.78","NA","-1.53%","NA","Mar 18,2026","A","A","C","A","2.55%",".4"
"GNNDY","GN Store Nord","Medical - Products","45.97","0.00%","7.71%","10.36%","-2.64%","-2.78%","NA","2,389.45","11.73","NA","98.53%","NA","Feb 13,2026","A","B","D","B","5.99%",".94"
"GETY","Getty Images Holdings, Inc.","Internet - Software","0.80","0.00%","2.30%","0.88%","-125.00%","-111.77%","-540","331.45","NA","NA","96.00%","NA","Mar 21,2026","C","D","F","D","NA",".34"
"ROCK","Gibraltar Industries","Building Products - Miscellaneous","40.59","0.00%","-5.18%","-9.03%","-5.04%","-2.37%","2.7","1,178.04","10.59",".71","-3.83%","15.00%","Jan 23,2026","B","C","A","A","0.94%","1"
"GPK","Graphic Packaging Holding Company","Containers - Paper and Packaging","9.77","4.43%","10.69%","-11.88%","-19.36%","0.20%","-14.71","2,939.67","11.23","NA","-50.56%","NA","Jan 15,2026","A","B","F","B","5.63%",".34"
"GECC","Great Elm Capital Group","Financial - Investment Management","5.11","23.95%","0.80%","-16.50%","-24.39%","NA","-3.13","70.13","5.39","NA","-34.51%","NA","Mar 06,2026","A","A","D","A","1.83%","1.4"
"GGAL","Grupo Financiero Galicia","Banks - Foreign","46.08","4.11%","3.71%","7.03%","-5.17%","-5.64%","-55.56","6,888.29","14.15","NA","-88.03%","NA","Feb 10,2026","B","B","D","B","8.60%",".45"
"SUPV","Grupo Supervielle","Banks - Foreign","9.53","1.98%","7.40%","10.29%","-14.96%","-8.27%","-45.45","825.56","17.46","NA","220.00%","NA","Feb 07,2026","C","F","F","F","12.00%",".56"
"GYRE","Gyre Therapeutics, Inc.","Medical - Biomedical and Genetics","7.21","0.00%","0.43%","-11.77%","-53.70%","-1,800.00%","-50","675.84","55.76","NA","-13.33%","NA","Mar 17,2026","F","D","C","F","1.90%","5.8"
"HOG","HarleyDavidson","Automotive - Domestic","20.33","3.71%","8.65%","9.36%","0.30%","-1.43%","-165.22","2,261.62","17.87","NA","-59.35%","NA","Feb 13,2026","A","F","B","C","4.01%",".54"
"HRMY","Harmony Biosciences","Medical - Biomedical and Genetics","28.26","0.00%","3.36%","-0.92%","0.00%","0.00%","-54.76","1,620.12","8.4",".38","22.88%","22.08%","Mar 24,2026","A","A","C","A","4.13%","1.87"
"HMR","Heidmar Maritime Holdings Corp.","Transportation - Shipping","0.82","0.00%","-1.36%","-13.88%","-45.83%","NA","-220","49.29","6.49","NA","NA","NA","Mar 26,2026","C","B","F","B","NA",".88"
"HRZN","Horizon Technology Finance","Financial - SBIC & Commercial Industry","4.20","17.10%","0.00%","-31.10%","-23.23%","-28.51%","-40","201.26","5.54","NA","-27.62%","NA","Mar 06,2026","A","D","B","C","2.93%","2.1"
"HUBG","Hub Group","Transportation - Services","37.02","1.39%","-0.08%","-16.69%","-0.43%","-0.45%","0","2,203.97","18.16","1.14","-7.33%","15.96%","Mar 14,2026","C","B","C","B","2.13%",".59"
"HYPD","Hyperion DeFi, Inc.","Medical - Biomedical and Genetics","3.26","0.00%","1.17%","14.62%","-6.17%","NA","NA","28.20","1.19","NA","130.74%","NA","Mar 31,2026","F","C","C","F","7.81%","414.08"
"HY","Hyster-Yale, Inc.","Manufacturing - Construction and Mining","33.50","4.43%","2.65%","-15.34%","-134.94%","NA","-71.67","581.93","NA","NA","-8.94%","NA","Mar 07,2026","C","A","F","B","2.30%",".15"
"IPOOF","INPLAY OIL CP","Oil and Gas - Exploration and Production - Canadian","12.40","6.07%","1.11%","9.94%","-47.37%","1.98%","133.33","364.61","NA","NA","-12.50%","NA","Jan 29,2026","D","C","D","D","1.24%","1.74"
"IZEA","IZEA WORLDWIDE","Internet - Software","3.53","0.00%","-6.65%","-2.77%","-44.44%","NA","NA","60.85","23.4","NA","NA","NA","Mar 21,2026","F","F","D","F","1.15%","1.95"
"INVX","Innovex International, Inc.","Oil and Gas - Mechanical and and Equipment","24.38","0.00%","-1.37%","-5.17%","-15.82%","-6.42%","-31.03","1,672.27","18.34","NA","10.83%","NA","Mar 05,2026","C","B","F","C","0.58%","1.71"
"INSE","Inspired Entertainment","Technology Services","6.93","0.00%","10.54%","-14.10%","-42.59%","NA","-172","192.93","23","NA","520.00%","NA","Mar 13,2026","A","D","D","C","2.59%",".63"
"IP","International Paper","Paper and Related Products","35.65","5.18%","-1.22%","-15.10%","-7.12%","-1.76%","-128.57","18,902.66","19.34","NA","1,025.00%","NA","Apr 01,2026","D","B","A","B","2.00%",".76"
"JEF","Jefferies Financial Group","Financial - Miscellaneous Services","41.49","3.88%","1.78%","-7.61%","-15.94%","-4.54%","0","8,524.27","11.34","NA","23.81%","NA","Mar 26,2026","B","A","F","A","4.11%",".76"
"KBH","KB Home","Building Products - Home Builders","51.95","1.93%","-2.25%","-14.49%","-15.10%","-14.31%","0","3,226.14","14.56","7.96","-45.55%","1.83%","Mar 28,2026","B","B","D","B","2.45%",".54"
"KREF","KKR Real Estate Finance Trust","REIT and Equity Trust","6.00","16.34%","-3.47%","-15.12%","0.00%","0.00%","69.23","393.37","15.3","NA","2.56%","NA","Feb 04,2026","F","F","A","F","-2.39%",".9"
"KELYA","Kelly Services","Staffing Firms","8.78","3.39%","2.43%","-4.94%","0.00%","0.00%","-64.44","302.77","8.43",".65","-16.67%","13.00%","Feb 19,2026","A","B","B","A","-1.23%",".07"
"KMPR","Kemper","Insurance - Multi line","30.28","4.19%","-1.07%","-4.17%","0.00%","0.00%","-70.59","1,796.79","7.73","NA","10.00%","NA","Feb 07,2026","A","D","A","B","1.36%",".38"
"KIGRY","Kion Group","Industrial Services","13.32","1.09%","3.14%","-13.43%","-10.92%","-4.23%","NA","6,897.16","12.41","NA","116.33%","NA","Mar 07,2026","A","C","D","B","5.88%",".54"
"KEP","Korea Electric Power","Utility - Electric Power","14.56","0.00%","-10.32%","-19.58%","-41.32%","NA","1.44","18,295.98","4.09",".16","-25.64%","26.13%","Apr 01,2026","A","C","D","B","4.63%",".27"
"KRO","Kronos Worldwide","Chemical - Diversified ","6.42","3.04%","6.31%","18.38%","-257.66%","-69.44%","-176.92","755.90","NA","NA","65.63%","NA","Mar 14,2026","C","A","F","B","2.66%",".41"
"KD","Kyndryl Holdings, Inc.","Technology Services","13.13","0.00%","6.15%","2.10%","-6.90%","-12.21%","-13.33","2,957.87","7.67","NA","43.70%","NA","Feb 19,2026","A","B","F","B","4.54%",".2"
"FSTR","L.B. Foster","Steel - Producers","28.06","0.00%","-0.53%","-11.88%","-8.10%","-8.85%","-66.67","287.58","16.77","NA","140.58%","NA","Mar 05,2026","B","A","B","A","0.04%",".53"
"LGIH","LGI Homes","Building Products - Home Builders","38.73","0.00%","5.84%","-19.39%","0.00%","0.00%","1.04","914.45","16.14","NA","-21.47%","NA","Feb 19,2026","D","C","B","C","4.72%",".54"
"LGN","Legence Corp.","Engineering - R and D Services","59.69","0.00%","6.13%","4.25%","5.19%","16.92%","66.67","5,947.32","43.99","NA","NA","NA","Apr 01,2026","F","A","D","D","4.77%","NA"
"LBTYA","Liberty Global Ltd","Diversified Communication Services","12.26","0.00%","-0.66%","-4.20%","0.00%","0.00%","-1769.57","4,050.50","NA","NA","93.58%","NA","Mar 21,2026","D","D","B","D","-0.17%",".83"
"LLYVK","Liberty Live Holdings, Inc.","Diversified Operations","94.68","0.00%","0.53%","-5.02%","-62.12%","NA","97.58","8,651.69","125.48","NA","1,037.50%","NA","Mar 05,2026","F","B","D","F","4.52%","NA"
"LLYVA","Liberty Live Holdings, Inc.","Diversified Operations","92.25","0.00%","0.58%","-5.06%","-62.12%","NA","97.58","8,424.62","122.19","NA","1,037.50%","NA","Mar 05,2026","F","B","D","F","4.27%","NA"
"LAD","Lithia Motors","Automotive - Retail and Whole Sales","251.57","0.88%","-0.89%","-8.18%","-4.61%","-3.31%","-16.69","5,837.18","7.02",".59","6.37%","11.85%","Mar 26,2026","B","D","D","C","1.56%",".16"
"LYV","Live Nation Entertainment","Film and Television Production and Distribution","153.38","0.00%","-0.12%","-5.90%","-8.62%","-3.29%","1.85","35,809.64","105.29","NA","704.17%","NA","Jan 17,2026","C","C","C","C","2.57%","1.42"
"MGPI","MGP Ingredients","Beverages - Alcohol","18.34","2.61%","2.00%","-0.65%","0.00%","0.00%","28.57","392.87","11.35","NA","-43.16%","NA","Feb 28,2026","B","D","C","C","-0.11%",".73"
"BMA","Macro Bank","Banks - Foreign","77.26","6.21%","9.76%","4.81%","0.00%","0.00%","43.48","4,943.94","16.82",".61","3.84%","27.70%","Feb 10,2026","C","F","D","D","10.45%","1.13"
"MNKD","MannKind","Medical - Biomedical and Genetics","2.57","0.00%","6.99%","-16.24%","0.00%","0.00%","-400","754.85","NA","NA","-350.00%","NA","Mar 03,2026","D","C","F","D","3.38%","2.16"
"MLM","Martin Marietta Materials","Building Products - Concrete and Aggregates","604.78","0.56%","2.17%","-10.37%","-3.70%","-3.08%","-17.74","35,504.50","29.37","2.31","22.64%","12.73%","Mar 11,2026","F","C","D","F","2.63%","5.43"
"MAT","Mattel","Toys - Games - Hobbies","14.50","0.00%","-2.81%","-9.98%","0.00%","0.44%","-26.42","4,390.97","11.08","NA","-7.09%","NA","Feb 13,2026","A","A","B","A","2.61%",".82"
"MATW","Matthews International","Funeral Services","25.87","3.95%","2.91%","-1.60%","0.00%","0.00%","-480","803.67","32.28","NA","-36.51%","NA","Feb 06,2026","D","F","B","D","2.58%",".58"
"MTUS","METALLUS INC","Steel - Speciality","16.55","0.00%","-0.43%","-6.04%","0.00%","0.00%","-460","681.88","17.11","1.14","159.46%","15.00%","Feb 25,2026","C","C","B","C","0.86%",".59"
"MEOH","Methanex","Chemical - Diversified ","58.67","1.24%","1.38%","16.36%","-6.84%","-5.14%","-117.28","4,604.79","16.39","NA","78.82%","NA","Mar 17,2026","B","C","B","B","-4.69%","1.28"
"MVST","Microvast","Technology Services","1.46","0.00%","-6.25%","-29.58%","-70.00%","NA","400","498.05","25","NA","50.00%","NA","Mar 20,2026","C","B","C","C","6.38%","1.16"
"MLR","Miller Industries","Automotive - Original Equipment","46.16","1.84%","0.64%","5.22%","-49.27%","NA","866.67","517.98","21.79","NA","5.56%","NA","Mar 11,2026","B","A","C","A","0.29%",".66"
