Symbol,Company,Industry,Price,Dividend Yield(%),Price Movers: 1 Week(%),Price Movers: 4 Week(%),EPS F1 Est: 4 Week Change,EPS F2 Est: 4 Week Change,Last EPS Surprise,Market Cap (mil),P/E (F1),PEG,Projected Earnings Growth (1 Yr)(%),Projected Earnings Growth (3-5 Yrs)(%),Date Added,Value Score,Growth Score,Momentum Score,VGM Score,Price Movers: 1 Day(%),Price / Sales
"BCBP","BCB Bancorp  NJ","Banks - Northeast","7.89","8.11%","-2.01%","-3.10%","0.00%","-2.79%","17.05","135.93","7.97","NA","217.86%","NA","Jan 08,2026","A","D","A","B","2.36%",".75"
"BMI","Badger Meter","Instruments - Control","146.58","1.09%","-16.10%","-17.19%","-4.77%","-4.53%","-.87","4,319.68","28.81","2.33","6.26%","12.37%","Jan 31,2026","F","A","C","C","-1.30%","4.71"
"BMWKY","Bayerische Motoren Werke Aktiengesellschaft - Unsponsored ADR","Automotive - Original Equipment","34.52","NA","NA","NA","-6.22%","-10.08%","NA","NA","NA","NA","2.14%","NA","Jan 15,2026","D","D","NA","NA","NA","NA"
"BRBR","BellRing Brands","Food - Miscellaneous","24.87","0.00%","-10.25%","-6.32%","-4.35%","-4.16%","-5.56","2,976.25","13.09","5.68","-12.44%","2.31%","Jan 20,2026","C","A","D","A","1.05%","1.28"
"BTAI","BioXcel Therapeutics","Medical - Biomedical and Genetics","1.59","0.00%","-10.50%","1.25%","-3.80%","NA","-41.56","34.77","NA","NA","71.88%","49.10%","Jan 31,2026","F","B","B","D","-3.57%","46.24"
"BCC","Boise Cascade","Building Products - Wood","80.81","1.09%","-6.09%","9.10%","-9.14%","0.00%","0","2,993.45","18.07","NA","-63.95%","NA","Jan 13,2026","B","C","D","C","-0.68%",".46"
"CNMD","CONMED","Medical - Dental Supplies","38.39","2.08%","-11.50%","-8.10%","-2.77%","-3.20%","8.33","1,188.86","8.86","1.69","-5.66%","5.23%","Jan 02,2026","A","B","B","A","-3.57%",".86"
"CZR","Caesars Entertainment","Leisure and Recreation Services","20.70","0.00%","-9.87%","-9.02%","-36.02%","-10.83%","-145.45","4,225.04","104.27","5.62","-160.00%","18.56%","Jan 17,2026","B","F","D","D","0.00%",".37"
"BCAL","California BanCorp","Banks - Southwest","17.99","2.22%","-4.34%","-3.16%","-6.74%","NA","13.64","581.48","10.84","NA","-13.99%","NA","Jan 31,2026","D","D","B","D","-1.58%","2.45"
"GOOS","Canada Goose","Retail - Apparel and Shoes","12.16","0.00%","-3.81%","-4.56%","-2.99%","-2.47%","-150","1,180.38","18.71","NA","-18.75%","NA","Jan 31,2026","D","F","C","F","0.82%","1.2"
"CADL","Candel Therapeutics","Medical - Biomedical and Genetics","5.84","0.00%","-5.87%","4.96%","-8.55%","0.00%","-23.53","320.61","NA","NA","74.71%","31.06%","Jan 31,2026","F","D","C","F","3.31%","NA"
"CE","Celanese","Chemical - Specialty","44.44","0.27%","-5.29%","7.47%","-5.52%","-4.45%","5.51","4,866.40","8.38","NA","-49.34%","NA","Jan 21,2026","A","D","B","C","-1.58%",".5"
"CVE","Cenovus Energy","Oil and Gas - Integrated - Canadian","19.72","2.90%","10.64%","20.51%","-15.26%","-13.51%","30","37,138.85","16.39","NA","23.77%","NA","Jan 29,2026","B","A","F","A","2.93%","1.03"
"CCS","Century Communities","Building Products - Home Builders","62.98","1.84%","-6.04%","7.78%","-38.71%","NA","14.39","1,829.60","13.57","NA","-22.54%","NA","Jan 31,2026","A","A","F","A","-0.03%",".44"
"CRNT","Ceragon Networks","Wireless Non-US ","2.30","0.00%","-0.43%","10.95%","-11.67%","NA","-50","204.54","13.02","NA","-85.37%","NA","Jan 30,2026","B","A","D","A","1.75%",".56"
"CHTR","Charter Communications","Cable Television","206.12","0.00%","-0.60%","-8.25%","-0.52%","-1.24%","-.58","26,673.86","4.8",".57","18.59%","8.38%","Jan 17,2026","A","C","C","B","4.76%",".49"
"CHMG","Chemung Financial Corp","Banks - Southeast","60.77","2.24%","2.77%","7.65%","0.00%","0.00%",".63","291.35","9.38","NA","11.72%","NA","Jan 10,2026","C","D","B","C","2.81%","2.07"
"CHRD","Chord Energy Corporation","Oil and Gas - Exploration and Production - United States","100.24","5.19%","4.61%","7.03%","-37.25%","-33.16%","4.91","5,700.18","24.35","NA","-43.49%","NA","Jan 21,2026","B","C","F","C","1.08%","1.1"
"CIVB","Civista Bancshares","Banks - Midwest","24.13","2.82%","4.32%","10.85%","0.00%","2.26%","22.95","466.02","9.32","NA","-7.17%","NA","Jan 24,2026","C","F","C","D","5.75%","1.83"
"CSGP","CoStar Group","Computers - IT Services","61.50","0.00%","-6.53%","-7.90%","-6.56%","-14.65%","27.78","26,065.10","45.47","1.2","18.31%","37.83%","Jan 10,2026","F","F","B","F","-5.02%","8.53"
"CNS","Cohen & Steers","Financial - Investment Management","64.26","3.86%","-6.11%","2.87%","-2.37%","NA","0","3,277.75","19.47","1.91","6.80%","10.19%","Jan 28,2026","F","F","C","F","0.99%","5.89"
"CBSH","Commerce Bancshares","Banks - Midwest","52.64","2.09%","-2.87%","1.01%","-2.46%","-7.50%","2.02","6,970.31","12.75","2.62","2.23%","4.87%","Jan 09,2026","D","C","A","B","0.40%","3.26"
"CCU","Compania Cervecerias Unidas","Beverages - Alcohol","14.67","1.48%","2.09%","18.57%","0.00%","NA","-250","2,710.30","17.89","4.08","-5.00%","4.39%","Dec 04,2025","D","F","B","F","1.20%",".86"
"CODI","Compass Diversified Holdings","Financial - Investment Funds","6.57","0.00%","13.89%","36.67%","-137.45%","NA","6.9","494.30","NA","NA","-158.33%","NA","Jan 20,2026","D","F","D","F","2.50%",".24"
"CAG","Conagra Brands","Food - Miscellaneous","18.51","7.56%","2.06%","3.00%","-0.25%","-1.31%","2.27","8,854.62","10.75","NA","-25.22%","NA","Jan 10,2026","B","D","C","C","0.85%",".79"
"CRMD","CorMedix","Medical - Biomedical and Genetics","7.76","0.00%","7.80%","-31.04%","-56.37%","-71.51%","18.75","611.40","6.18","NA","1,033.33%","NA","Jan 15,2026","B","A","F","A","3.48%","2.85"
"CORT","Corcept Therapeutics","Medical - Drugs","39.87","0.00%","8.01%","28.19%","-32.60%","-19.07%","-11.11","4,193.85","47.32","NA","-27.64%","NA","Jan 06,2026","D","B","D","D","-2.70%","5.66"
"VTMX","Corporacion Inmobiliaria Vesta, S.A.B. de C.V. Sponsored ADR","Real Estate - Operations","30.94","0.56%","-1.65%","3.31%","-4.76%","NA","-42","2,617.58","15.47","4.02","-32.77%","3.85%","Jan 09,2026","D","F","B","F","-1.96%","9.62"
"CTRA","Coterra Energy","Oil and Gas - Exploration and Production - United States","28.85","3.05%","2.86%","6.61%","-22.68%","-14.38%","-4.65","21,965.74","14.78",".62","26.79%","23.71%","Jan 20,2026","C","C","F","C","0.97%","3.1"
"CVLG","Covenant Logistics Group","Transportation - Truck","24.60","1.14%","-4.51%","17.29%","-7.89%","NA","-3.13","616.16","14.06","NA","14.38%","NA","Jan 14,2026","A","A","B","A","1.77%",".53"
"CCI","Crown Castle Inc.","REIT and Equity Trust - Other","86.81","4.90%","0.85%","-2.19%","-2.18%","-3.13%","7.69","37,803.93","17.88",".54","-38.40%","33.01%","Jan 31,2026","D","D","B","D","2.39%","7.81"
"CULP","Culp","Textile - Home Furnishing","3.52","0.00%","-2.14%","2.81%","0.00%","NA","-66.67","44.57","NA","NA","21.74%","NA","Jan 14,2026","F","C","B","F","-1.61%",".22"
"DHI","D.R. Horton","Building Products - Home Builders","148.84","1.21%","-3.42%","4.44%","-7.70%","-8.14%","4.1","43,119.45","14.13","2.3","-8.99%","6.15%","Jan 23,2026","C","B","F","C","0.17%","1.29"
"DIN","Dine Brands Global","Retail - Restaurants","34.39","2.21%","-2.39%","6.72%","-2.49%","6.17%","-10.98","496.03","7.01","NA","-24.53%","NA","Jan 31,2026","A","D","C","C","0.73%",".57"
"DLHC","DLH","Staffing Firms","5.71","0.00%","1.36%","5.84%","0.00%","0.00%","-400","82.75","NA","NA","-488.89%","NA","Dec 18,2025","A","A","C","A","-0.99%",".24"
"DSNKY","Daiichi Sankyo Co., Ltd. - Sponsored ADR","Medical - Drugs","18.20","1.96%","-3.20%","-8.76%","-8.50%","-6.67%","NA","34,477.18","16.9","1.1","5.88%","15.42%","Jan 30,2026","C","B","B","A","1.79%","2.68"
"DKL","Delek Logistics Partners","Oil and Gas - Production Pipeline - MLB","49.69","9.02%","6.97%","15.28%","-1.87%","-3.92%","-23.42","2,657.44","9.99",".45","22.74%","22.24%","Jan 24,2026","C","D","B","D","2.45%","2.75"
"DVN","Devon Energy","Oil and Gas - Exploration and Production - United States","40.21","2.39%","5.16%","9.04%","-11.39%","-8.02%","11.83","25,223.73","12.02","3.66","-18.26%","3.28%","Jan 27,2026","B","C","C","B","0.28%","1.44"
"DEC","Diversified Energy Company PLC","Alternative Energy - Other","13.39","8.66%","1.47%","-9.25%","-8.92%","-25.52%","NA","NA","7.95","NA","-13.33%","NA","Jan 20,2026","D","B","C","B","1.15%","NA"
"DHC","Diversified Healthcare Trust","REIT and Equity Trust - Other","5.81","0.69%","2.44%","21.03%","0.00%","0.00%","-50","1,406.87","10.19","NA","262.50%","NA","Jan 31,2026","C","C","B","B","5.58%",".91"
"DFH","Dream Finders Homes","Building Products - Home Builders","18.39","0.00%","-3.82%","8.83%","-11.35%","NA","0","1,705.76","9.06","5.88","-34.43%","1.54%","Jan 17,2026","D","F","D","F","0.98%",".37"
"EQT","EQT","Oil and Gas - Exploration and Production - United States","57.73","1.14%","2.92%","5.09%","-17.94%","-10.38%","10.64","36,027.39","16.66",".48","80.75%","34.98%","Jan 29,2026","D","B","B","B","0.66%","4.57"
"EPC","Edgewell Personal Care","Consumer Products - Staples","19.46","3.08%","-2.43%","10.79%","-1.06%","-3.73%","-17.07","909.08","8.37","NA","-7.54%","NA","Nov 18,2025","A","B","D","A","0.53%",".41"
"ENR","Energizer","Consumer Products - Staples","21.83","5.50%","6.38%","8.09%","-0.63%","0.80%","-6.25","1,496.90","6.4","NA","-3.13%","NA","Jan 03,2026","A","C","C","C","2.14%",".51"
"E","Eni","Oil and Gas - Integrated - International","40.92","4.08%","7.48%","9.86%","-4.23%","-1.93%","23.29","69,071.68","12.05","NA","-4.03%","NA","Jan 13,2026","A","C","B","B","1.98%","NA"
"EQNR","Equinor","Oil and Gas - Refining and Marketing","26.85","4.53%","9.04%","13.88%","-4.42%","-4.01%","-35.09","79,066.09","10.21","3.36","-23.77%","3.04%","Dec 12,2025","A","B","F","B","2.55%",".73"
"RACE","Ferrari","Automotive - Original Equipment","333.17","0.00%","0.27%","-8.42%","-0.61%","-1.61%","6.38","80,752.81","30.51","3.62","15.94%","8.42%","Jan 07,2026","F","A","B","C","1.50%","10.32"
"INBK","First Internet Bancorp","Banks - Northeast","21.79","1.10%","-7.93%","6.56%","0.00%","-8.65%","8.47","189.71","5.1","NA","748.48%","NA","Jan 31,2026","D","C","A","D","4.81%",".54"
"FLUT","Flutter Entertainment PLC","Gaming","165.15","0.00%","-6.88%","-21.54%","-8.38%","-5.94%","1161.54","28,938.25","16.72","NA","8.67%","NA","Jan 20,2026","D","B","D","C","1.19%","1.87"
"FWRD","Forward Air","Transportation - Truck","27.88","0.00%","-3.02%","10.44%","-26.83%","-8.86%","-300","871.20","NA","NA","-121.08%","NA","Jan 13,2026","C","A","D","A","0.69%",".35"
"FOXF","Fox Factory Holdings","Automotive - Domestic","18.40","0.00%","-4.25%","8.07%","-3.77%","0.00%","-58.93","769.15","12.42","NA","-24.06%","NA","Jan 08,2026","B","D","D","D","-1.81%",".53"
"ROCK","Gibraltar Industries","Building Products - Miscellaneous","51.26","0.00%","2.17%","5.70%","-7.15%","-7.41%","-6.56","1,514.36","11.85",".79","-7.76%","15.00%","Jan 23,2026","B","B","C","A","2.33%","1.25"
"GPK","Graphic Packaging Holding Company","Containers - Paper and Packaging","14.65","3.00%","-5.34%","-3.39%","-7.12%","-6.52%","7.41","4,323.55","8.17","NA","-25.30%","NA","Jan 15,2026","A","F","B","C","-1.95%",".5"
"GLDD","Great Lakes Dredge & Dock","Building Products - Heavy Construction","14.98","0.00%","-3.05%","16.39%","-2.72%","7.50%","52.94","1,018.63","13.59","1.13","29.76%","12.00%","Jan 31,2026","B","A","A","A","-0.33%","1.22"
"GRFS","Grifols","Medical - Drugs","9.25","1.54%","1.98%","-0.64%","0.00%","0.00%","-17.39","6,359.88","7.71",".32","304.00%","23.96%","Jan 06,2026","A","C","F","C","1.09%","NA"
"PAC","Grupo Aeroportuario Del Pacifico","Transportation - Services","274.91","2.87%","-1.34%","5.65%","0.00%","0.00%","-3.38","13,890.58","20.93","2.05","6.74%","10.19%","Jan 30,2026","F","A","B","B","-1.04%","NA"
"HNVR","Hanover Bancorp","Banks - Northeast","23.10","1.73%","-0.70%","3.63%","-7.25%","-9.84%","-100","166.14","9.02","NA","89.63%","NA","Jan 31,2026","C","F","D","D","0.93%","1.16"
"HELE","Helen of Troy","Cosmetics","16.56","0.00%","-12.20%","-21.41%","-15.86%","-15.52%","0","382.07","4.86","NA","-52.44%","NA","Jan 14,2026","A","D","B","B","-3.52%",".21"
"HESM","Hess Midstream Partners","Energy and Pipeline - Master Limited Partnerships","35.47","8.51%","3.44%","4.46%","-0.12%","1.21%","2.74","7,365.76","12.55","NA","15.66%","NA","Jan 31,2026","D","B","A","B","0.14%","4.57"
"HUBS","HubSpot","Internet - Software","280.00","0.00%","-11.88%","-29.85%","-0.14%","-0.79%","3.1","14,667.95","24.47","1.32","18.35%","18.59%","Jan 20,2026","F","A","B","C","-11.22%","4.91"
"HPP","Hudson Pacific Properties","REIT and Equity Trust - Other","8.62","0.00%","-6.53%","-18.01%","-26.20%","-28.86%","100","467.46","9.98","NA","-70.08%","NA","Jan 31,2026","B","D","F","D","2.19%",".6"
"IPOOF","INPLAY OIL CP","Oil and Gas - Exploration and Production - Canadian","10.76","7.14%","8.46%","20.17%","-42.20%","-25.79%","-285.71","301.02","51.24","NA","-122.62%","NA","Jan 29,2026","C","F","F","F","0.32%","1.45"
"IRT","Independence Realty Trust","REIT and Equity Trust - Residential","16.70","4.07%","-0.65%","-4.46%","-7.61%","-7.46%","-3.33","3,993.19","14.12","2.03","0.00%","6.94%","Jan 23,2026","D","D","C","F","1.58%","6.13"
"NSP","Insperity","Staffing Firms","42.73","5.62%","-13.58%","5.53%","-5.19%","0.00%","-190.91","1,611.10","17.64","NA","-68.44%","NA","Jan 07,2026","C","F","C","F","0.29%",".24"
"IP","International Paper","Paper and Related Products","40.32","4.59%","-6.79%","-0.99%","-15.84%","-6.37%","-128.57","21,290.51","19.04",".47","1,160.00%","40.33%","Jan 02,2026","C","B","C","B","-6.00%",".86"
"JAKK","JAKKS Pacific","Toys - Games - Hobbies","18.27","5.47%","-1.98%","11.37%","0.00%","0.00%","-30.77","205.89","5.89","NA","-68.34%","NA","Jan 20,2026","B","F","A","D","0.59%",".36"
"JD","JD.com","Internet - Commerce","28.48","3.44%","-3.10%","1.29%","-13.74%","-11.27%","13.04","40,798.60","10.01","5.35","-40.61%","1.87%","Jan 16,2026","C","F","F","F","-0.55%",".23"
"JCAP","Jefferson Capital, Inc.","Financial - Miscellaneous Services","21.37","4.49%","-6.05%","-4.83%","0.00%","0.00%","15.63","1,245.67","7.55","NA","NA","NA","Jan 13,2026","C","F","A","D","-1.30%","NA"
"KSPI","Joint Stock Company Kaspi.kz Sponsored ADR","Financial Transaction Services","76.17","0.00%","0.78%","0.83%","0.00%","0.00%","-36.89","15,195.92","6.66","NA","-0.58%","NA","Dec 09,2025","B","D","C","C","-2.09%","2.17"
"KBH","KB Home","Building Products - Home Builders","57.54","1.74%","-4.29%","2.43%","-0.54%","-2.97%","7.26","3,635.01","13.89","7.59","-36.50%","1.83%","Dec 24,2025","B","B","C","A","-0.29%",".58"
"KNTK","KINETIK HLDGS","Oil and Gas - Field Services","40.91","7.63%","3.54%","12.87%","-35.75%","-10.84%","0","6,610.44","35.57","1.06","-64.71%","33.44%","Jan 06,2026","D","C","D","D","0.10%","3.84"
"KNSA","Kiniksa Pharmaceuticals International, plc","Medical - Biomedical and Genetics","43.92","0.00%","3.58%","6.57%","-1.69%","-1.26%","-30.3","3,328.95","28.27","NA","260.00%","NA","Jan 14,2026","D","A","C","B","1.57%","5.57"
"KNF","Knife River Corporation","Building Products - Miscellaneous","67.17","0.00%","-8.28%","-0.98%","-2.55%","8.41%","2.86","3,806.13","21.12","1.13","-26.76%","18.74%","Jan 27,2026","C","B","C","B","1.04%","1.25"
"KRO","Kronos Worldwide","Chemical - Diversified ","5.25","3.81%","-3.76%","21.72%","0.00%","0.00%","-200","604.03","24.5","NA","-148.00%","NA","Dec 04,2025","B","F","D","D","-0.74%",".32"
"LPL","LG Display Co.","Computer - Peripheral Equipment","3.97","0.00%","-9.44%","-4.28%","-1.89%","-39.83%","-241.18","3,970.00","15.27",".56","23.81%","27.49%","Jan 30,2026","A","A","A","A","1.51%",".22"
"LGIH","LGI Homes","Building Products - Home Builders","50.11","0.00%","-5.26%","16.73%","-0.34%","-0.60%","-9.57","1,156.49","11.27","NA","-59.88%","NA","Oct 17,2025","D","F","D","F","0.53%",".65"
"LYTS","LSI Industries","Building Products - Lighting","22.11","0.90%","-4.09%","21.73%","0.00%","-5.11%","17.65","687.46","23.27","NA","20.25%","NA","Jan 29,2026","D","D","B","D","3.58%","1.16"
"LAKE","Lakeland Industries","Security and Safety Services","9.42","1.27%","-0.75%","4.64%","0.00%","0.00%","-511.76","92.37","NA","NA","-303.64%","NA","Dec 10,2025","F","F","F","F","2.44%",".48"
"LW","Lamb Weston","Food - Miscellaneous","45.93","3.31%","4.19%","9.72%","-3.37%","-3.55%","2.99","6,378.75","17.07","7.02","-19.70%","2.43%","Jan 08,2026","C","B","D","B","1.08%",".99"
"LB","LandBridge Company LLC","Oil and Gas - Integrated - United States","57.46","0.70%","-0.07%","21.88%","-10.34%","-15.93%","-62.86","4,473.78","16.56","NA","794.44%","NA","Jan 24,2026","F","B","C","F","1.96%","25.02"
"LAZ","Lazard, Inc.","Financial - Miscellaneous Services","53.72","3.72%","1.24%","10.77%","-4.96%","-3.85%","17.65","6,056.75","14.41","NA","52.87%","NA","Jan 13,2026","C","B","A","B","2.24%","1.91"
"LZ","LegalZoom.com","Industrial Services","8.89","0.00%","3.05%","-8.26%","-0.27%","-0.31%","-15","1,575.93","11.98",".56","20.37%","21.56%","Jan 20,2026","C","A","C","B","-2.25%","2.17"
"LEN","Lennar","Building Products - Home Builders","109.35","1.83%","-3.03%","8.20%","-6.32%","-4.27%","-8.97","27,886.50","17.09","1.6","-20.60%","10.68%","Jan 09,2026","C","D","D","D","0.40%",".82"
"LNNGY","Li Ning Co.","Retail - Apparel and Shoes","65.22","3.41%","-4.15%","10.73%","-1.26%","-1.00%","NA","6,743.25","16.59","NA","-2.96%","NA","Jan 21,2026","C","B","D","B","3.03%","NA"
"LTH","Life Time Group Holdings","Leisure and Recreation Services","29.17","0.00%","1.73%","10.38%","-2.62%","-6.76%","20.59","6,432.34","18.43",".75","56.84%","24.62%","Jan 21,2026","B","A","D","A","1.31%","2.21"
"LMNR","Limoneira Co","Agriculture - Operations","14.40","2.08%","-1.91%","13.74%","0.00%","0.00%","-275","260.92","NA","NA","69.62%","NA","Jan 01,2026","F","C","B","F","1.48%","1.63"
"LINE","Lineage, Inc.","REIT and Equity Trust - Other","35.71","5.91%","2.10%","2.80%","-2.43%","-2.52%","8.97","8,152.22","12.27","NA","-0.91%","NA","Jan 14,2026","C","D","D","D","-0.06%","1.52"
"LYV","Live Nation Entertainment","Film and Television Production and Distribution","145.45","0.00%","6.98%","3.71%","-3.13%","-8.49%","-39.67","34,143.11","69.64","9.6","-106.93%","7.25%","Jan 17,2026","D","D","D","F","0.17%","1.39"
"MHO","MI Homes","Building Products - Home Builders","133.70","0.00%","0.46%","6.58%","-0.70%","NA",".77","3,496.06","9.02","NA","0.61%","NA","Jan 31,2026","B","F","A","D","3.03%",".79"
"MGPI","MGP Ingredients","Beverages - Alcohol","24.91","1.93%","-0.24%","3.33%","-4.26%","0.00%","37.1","530.44","9.51","NA","-52.13%","NA","Jan 13,2026","A","B","D","A","2.74%",".92"
"MNR","Mach Natural Resources LP","Oil and Gas - Exploration and Production - United States","11.69","9.24%","2.45%","6.25%","-7.58%","-6.83%","29.41","1,968.86","10.95","NA","-53.74%","NA","Jan 14,2026","B","C","C","B","2.89%","1.92"
"MDGL","Madrigal Pharmaceuticals","Medical - Drugs","489.31","0.00%","-0.67%","-15.05%","-27.94%","0.00%","-156.57","11,112.92","224.68","4.83","52.88%","46.49%","Jan 28,2026","F","A","C","C","-0.37%","15"
"MCS","The Marcus","Leisure and Recreation Services","15.09","2.12%","-4.62%","-2.84%","-12.16%","-11.18%","-2.33","463.47","28.47","1.9","224.00%","15.00%","Jan 24,2026","B","D","B","C","1.28%",".62"
"MAT","Mattel","Toys - Games - Hobbies","20.89","0.00%","-0.53%","4.69%","-1.29%","-0.60%","-15.24","6,493.10","12.19","2.23","-3.70%","5.46%","Jan 13,2026","D","F","D","F","2.09%","1.24"
"MAX","MediaAlpha","Technology Services","10.23","0.00%","-8.33%","-20.93%","0.00%","-7.64%","23.81","666.71","10.06","NA","-51.61%","NA","Jan 13,2026","A","A","A","A","-2.10%",".59"
"MGTX","MeiraGTx","Medical - Biomedical and Genetics","7.61","0.00%","-6.86%","-2.64%","-6.71%","0.00%","-24","612.54","NA","NA","24.90%","39.86%","Jan 31,2026","F","C","C","F","-0.26%","22.34"
"MTH","Meritage Homes","Building Products - Home Builders","69.51","2.47%","-6.16%","6.32%","-4.85%","-7.25%","7.74","4,893.97","10.53","NA","-6.38%","NA","Jan 16,2026","C","D","D","D","1.13%",".84"
"HYFT","MindWalk Holdings Corp.","Technology Services","1.62","0.00%","-21.74%","-1.10%","0.00%","0.00%","-400","74.78","NA","NA","70.77%","NA","Jan 13,2026","F","B","A","D","-10.45%","5.16"
"MBLY","Mobileye Global Inc.","Automotive - Original Equipment","8.98","0.00%","-11.80%","-11.21%","-40.48%","-35.10%","0","7,307.69","35.92","1.74","-30.56%","20.65%","Jan 28,2026","F","C","F","F","-2.52%","3.86"
"MOH","Molina Healthcare","Medical - HMOs","179.59","0.00%","-6.95%","6.56%","1.66%","-1.23%","-53.65","9,733.78","13.04","NA","-38.23%","NA","Jan 29,2026","A","C","A","A","-1.11%",".22"
"MNY","MoneyHero Limited","Financial - Miscellaneous Services","1.22","0.00%","-2.40%","-3.17%","-142.86%","NA","-400","51.25","NA","NA","85.56%","NA","Jan 31,2026","F","B","F","D","-0.81%",".74"
"NRG","NRG Energy","Utility - Electric Power","152.63","1.15%","1.74%","-3.47%","-6.42%","-11.17%","21.68","29,249.92","15.66","NA","22.29%","NA","Jan 24,2026","C","B","B","B","-0.90%",".98"
