Symbol,Company,Industry,Price,Dividend Yield(%),Price Movers: 1 Week(%),Price Movers: 4 Week(%),EPS F1 Est: 4 Week Change,EPS F2 Est: 4 Week Change,Last EPS Surprise,Market Cap (mil),P/E (F1),PEG,Projected Earnings Growth (1 Yr)(%),Projected Earnings Growth (3-5 Yrs)(%),Date Added,Value Score,Growth Score,Momentum Score,VGM Score,Price Movers: 1 Day(%),Price / Sales
"PMTS","CPI Card Group","Financial - Miscellaneous Services","14.56","0.00%","-3.36%","2.80%","0.00%","0.00%","-25.4","167.17","6.12","NA","-31.10%","NA","Nov 06,2025","A","C","C","B","0.00%",".32"
"CABO","Cable One","Cable Television","109.11","0.00%","-4.75%","-8.62%","0.00%","0.00%","-44.11","635.93","3.8","NA","-1,317.49%","NA","Nov 26,2025","A","D","B","B","0.00%",".42"
"CZR","Caesars Entertainment","Leisure and Recreation Services","23.54","0.00%","-4.53%","1.96%","-3.98%","0.00%","-145.45","4,774.08","75.38","1.92","-143.64%","39.31%","Jan 02,2026","B","F","B","D","0.00%",".42"
"CRC","California Resources","Oil and Gas - Exploration and Production - United States","45.49","3.62%","1.52%","-6.35%","-29.98%","-27.64%","11.45","3,742.76","22.17","NA","5.91%","NA","Jan 02,2026","C","B","F","C","0.00%","1.03"
"CSWC","Capital Southwest","Financial - Investment Management","22.20","10.48%","2.07%","1.28%","0.00%","0.00%","-1.72","1,272.89","9.67","NA","-6.91%","NA","Dec 31,2025","F","F","D","F","0.00%","5.86"
"KMX","CarMax","Automotive - Retail and Wholesale - Parts","39.02","0.00%","-1.38%","-0.67%","-0.75%","-6.80%","59.38","5,479.02","14.67",".96","-19.57%","15.35%","Oct 03,2025","B","A","D","A","0.00%",".21"
"CRI","Carter's","Shoes and Retail Apparel ","33.26","3.08%","2.27%","3.94%","0.00%","0.00%","-5.13","1,182.00","15.26","NA","-47.50%","NA","Jan 02,2026","C","F","F","F","0.00%",".42"
"CHA","Chagee Holdings Limited - Sponsored ADR","Beverages - Soft drinks","12.25","7.48%","-4.75%","-20.34%","0.00%","0.00%","0","2,134.69","7.86","NA","NA","NA","Dec 31,2025","B","B","A","A","0.00%","NA"
"COSO","CoastalSouth Bancshares, Inc.","Banks - Southeast","23.39","0.00%","-4.91%","2.83%","0.00%","0.00%","-5.26","278.51","9.53","NA","NA","NA","Dec 24,2025","F","D","A","D","0.00%","NA"
"CCU","Compania Cervecerias Unidas","Beverages - Alcohol","12.79","1.70%","0.79%","-3.19%","-11.83%","-11.83%","-250","2,357.43","15.56","3.54","-5.00%","4.39%","Dec 04,2025","D","F","F","F","0.00%",".75"
"CNR","Core Natural Resources, Inc.","Coal","89.50","0.45%","-0.67%","5.32%","0.00%","0.00%","143.57","4,535.21","15.81","NA","-114.95%","NA","Jan 02,2026","D","D","B","D","0.00%","1.22"
"XRAY","Dentsply Sirona","Medical - Dental Supplies","11.36","5.60%","1.87%","1.42%","-0.15%","-0.07%","-17.78","2,280.10","7.53",".88","-4.19%","8.53%","Nov 11,2025","B","D","C","B","0.00%",".63"
"DLHC","DLH","Staffing Firms","5.54","0.00%","0.00%","-8.87%","-29.63%","NA","-400","81.89","NA","NA","-488.89%","NA","Dec 18,2025","B","A","D","A","0.00%",".24"
"DTRUY","Daimler Truck Holding AG - Sponsored ADR","Automotive - Foreign","22.14","0.00%","0.27%","0.46%","0.00%","0.00%","NA","33,661.64","12.4","NA","NA","NA","Dec 03,2025","C","C","F","C","0.00%","NA"
"DNZOY","Denso","Automotive - Original Equipment","13.74","1.79%","-0.29%","3.26%","0.00%","0.00%","-13.79","39,705.76","11.97","NA","20.00%","NA","Nov 29,2025","B","D","F","D","0.00%",".81"
"DIOD","Diodes","Electronics - Semiconductors","50.99","0.00%","-1.79%","-4.55%","0.00%","0.00%","-2.63","2,288.65","20.39","NA","-12.21%","NA","Dec 31,2025","C","C","C","C","0.00%","1.6"
"DKNG","DraftKings","Gaming","35.46","0.00%","0.00%","-2.07%","0.00%","0.00%","-8.33","17,153.24","22.33",".44","173.33%","50.31%","Nov 07,2025","F","A","D","B","0.00%","3.14"
"DD","DuPont de Nemours","Chemical - Diversified ","40.69","1.99%","-2.12%","0.95%","-0.35%","-0.56%","4.81","16,842.81","18.8","2.98","-18.67%","6.31%","Oct 30,2025","C","C","C","C","0.00%","1.35"
"EDNMY","EDENRED","Technology Services","11.15","4.09%","4.21%","6.19%","0.00%","0.00%","NA","5,349.57","8.81","2.16","16.51%","4.08%","Dec 31,2025","C","F","D","F","0.00%","NA"
"EPC","Edgewell Personal Care","Consumer Products - Staples","16.72","3.52%","-2.24%","0.83%","-6.13%","-5.30%","-17.07","796.49","7.26","NA","-6.75%","NA","Nov 18,2025","A","B","B","A","0.00%",".36"
"EXK","Endeavour Silver","Mining - Silver","8.87","0.00%","-3.98%","8.17%","0.00%","0.00%","-120","2,776.66","14.1","NA","-1,066.67%","NA","Dec 09,2025","F","A","A","B","0.00%","9.18"
"EOSE","Eos Energy Enterprises","Industrial Services","12.94","0.00%","-4.66%","-26.49%","8.93%","-12.50%","-1593.1","3,303.26","NA","NA","3.52%","NA","Oct 16,2025","F","D","A","F","0.00%","52.02"
"EQNR","Equinor","Oil and Gas - Refining and Marketing","24.36","5.15%","2.07%","1.11%","-7.98%","-14.07%","-35.09","69,584.04","8.69","2.72","-25.00%","3.19%","Dec 12,2025","A","B","F","B","0.00%",".64"
"EG","Everest Group, Ltd.","Insurance - Multi line","336.21","2.36%","0.93%","8.17%","-1.54%","-0.51%","-43.69","14,245.26","6.14",".24","47.03%","25.35%","Dec 13,2025","A","C","D","C","0.00%",".8"
"EXPI","eXp World Holdings","Real Estate - Operations","9.15","2.21%","-4.94%","-18.61%","0.00%","0.00%","-75","1,437.47","301.67","NA","18.18%","NA","Nov 11,2025","D","B","A","B","0.00%",".31"
"XOM","Exxon Mobil","Oil and Gas - Integrated - International","121.76","3.42%","0.94%","2.73%","-3.52%","-1.61%","3.87","507,493.69","17.05","7.41","-11.17%","2.30%","Jan 02,2026","D","B","C","C","0.00%","1.52"
"FMC","FMC","Agriculture - Operations","14.17","2.31%","4.05%","4.36%","-1.15%","4.37%","4.71","1,732.64","5.71",".78","-13.79%","7.31%","Nov 05,2025","C","F","F","F","0.00%",".48"
"FSK","FS KKR Capital Corp.","Financial - SBIC & Commercial Industry","14.90","17.29%","2.07%","-4.76%","0.00%","0.00%","0","NA","7.16","NA","-17.71%","NA","Jan 02,2026","D","F","D","F","0.00%","NA"
"FTAI","FTAI Aviation Ltd.","Aerospace - Defense Equipment","206.39","0.71%","13.61%","11.95%","0.00%","0.00%","-7.56","20,191.48","29.16","NA","1,587.50%","NA","Dec 27,2025","F","C","B","F","0.00%","8.61"
"FARM","Farmer Brothers","Food - Natural Foods Products","1.48","0.00%","-0.68%","-5.19%","0.00%","0.00%","-111.11","31.54","NA","NA","-125.93%","NA","Nov 29,2025","B","A","C","A","0.00%",".09"
"RACE","Ferrari","Automotive - Original Equipment","372.66","0.00%","-1.80%","-6.02%","-4.27%","-5.65%","6.38","89,572.91","33.64","3.93","16.05%","8.55%","Jan 02,2026","F","A","C","C","0.00%","11.44"
"FISV","Fiserv","Financial Transaction Services","66.27","0.00%","-1.15%","1.68%","0.00%","0.00%","-22.73","36,513.15","8.08","2.69","-1.59%","3.00%","Nov 01,2025","B","D","D","C","0.00%","1.73"
"FSI","Flexible Solutions International","Chemical - Specialty","6.88","0.00%","-5.41%","-1.68%","0.00%","0.00%","-180","85.36","13.45","NA","-33.33%","NA","Jan 01,2026","B","C","B","B","0.00%","2.21"
"FLOC","Flowco Holdings Inc.","Oil and Gas - Integrated - International","18.77","1.71%","4.00%","2.74%","0.00%","0.00%","84.37","1,680.13","19.62","NA","-88.35%","NA","Jan 02,2026","D","A","F","C","0.00%","2.24"
"FLO","Flowers Foods","Food - Miscellaneous","10.86","9.10%","0.09%","1.87%","0.00%","0.00%","0","2,297.62","10.76","NA","-18.75%","NA","Dec 30,2025","A","B","B","B","0.00%",".45"
"FOXF","Fox Factory Holdings","Automotive - Domestic","17.34","0.00%","-3.06%","3.95%","-2.22%","0.00%","-58.93","715.22","11.11","NA","-24.06%","NA","Nov 07,2025","A","D","B","C","0.00%",".49"
"GCO","Genesco","Retail - Apparel and Shoes","24.70","0.00%","6.26%","1.60%","-39.49%","-12.33%","-9.2","267.34","26.07","NA","1.06%","NA","Dec 06,2025","C","D","F","D","0.00%",".11"
"GEO","The Geo Group","Government Services","15.86","0.00%","-2.48%","-6.06%","0.00%","0.00%","13.64","2,243.86","12.79","NA","13.33%","NA","Nov 12,2025","B","B","B","A","0.00%",".89"
"GBNXF","Gibson Energy","Oil and Gas - Integrated - Canadian","18.50","6.65%","-1.56%","-0.16%","-5.63%","-3.27%","-9.09","3,031.11","18.41","NA","35.29%","NA","Jan 02,2026","B","A","C","A","0.00%",".39"
"GBTG","Global Business Travel Group, Inc.","Internet - Software","7.57","0.00%","-1.16%","-2.92%","15.79%","6.45%","-450","4,004.98","34.77","NA","178.95%","NA","Nov 13,2025","D","A","A","A","0.00%","1.59"
"GLP","Global Partners","Oil and Gas - Refining and Marketing - Master Limited Partnerships","41.07","7.22%","-2.33%","-8.40%","0.00%","0.00%","-39.45","1,422.71","14.53","NA","-9.96%","NA","Nov 12,2025","B","B","C","B","0.00%",".08"
"GFS","GlobalFoundries","Electronics - Semiconductors","36.26","0.00%","-2.32%","-7.08%","-0.41%","0.00%","7.89","19,307.71","19.12","1.08","5.77%","17.67%","Jan 02,2026","D","C","C","D","0.00%","2.84"
"GVH","Globavend Holdings Limited","Internet - Commerce","1.53","0.00%","-50.35%","-65.25%","0.00%","NA","NA","0.11","1.43","NA","NA","NA","Nov 27,2025","A","B","A","A","0.00%","NA"
"GLNG","Golar LNG Limited","Oil and Gas - Integrated - International","37.69","2.69%","0.16%","-3.90%","0.00%","0.00%","-6.52","3,889.74","43.77","NA","-46.82%","NA","Nov 08,2025","F","C","B","F","0.00%","11.91"
"GOLD","Gold.com Inc.","Financial - Miscellaneous Services","34.79","2.35%","-2.13%","10.70%","0.00%","NA","-76.74","839.14","12.16","NA","29.03%","NA","Nov 13,2025","A","D","A","B","0.00%",".07"
"GRRR","GORILLA TECH GP","Technology Services","12.56","0.00%","-5.62%","-29.50%","0.00%","0.00%","-7.69","219.92","11.74","NA","113.70%","NA","Nov 22,2025","F","B","A","C","0.00%","NA"
"GRFS","Grifols","Medical - Drugs","9.28","1.52%","3.54%","5.17%","-5.51%","-4.88%","-17.39","6,428.64","7.79",".33","304.00%","23.96%","Jan 02,2026","A","C","F","C","0.00%","NA"
"ASR","Grupo Aeroportuario del Sureste","Transportation - Services","325.61","11.70%","-2.11%","6.53%","0.00%","0.00%","-27","9,702.00","14.8","NA","-9.66%","NA","Nov 12,2025","F","F","B","F","0.00%","5.4"
"SUPV","Grupo Supervielle","Banks - Foreign","11.40","1.58%","-2.64%","3.14%","0.00%","0.00%","-1533.33","1,034.80","10.32","9.3","-83.97%","1.11%","Nov 27,2025","C","F","A","D","0.00%",".74"
"HDLMY","Heidelberg Materials AG Unsponsored ADR","Building Products - Miscellaneous","52.32","0.99%","-0.44%","2.70%","-0.45%","-1.04%","NA","46,472.29","15.64","1.28","29.57%","12.20%","Dec 27,2025","D","C","F","D","0.00%","NA"
"HPP","Hudson Pacific Properties","REIT and Equity Trust - Other","10.75","0.00%","5.45%","-20.13%","-68.25%","0.00%","100","587.31","9.26","NA","-70.89%","NA","Jan 02,2026","B","D","D","D","0.00%",".75"
"HUM","Humana","Medical - HMOs","263.17","1.38%","-1.20%","1.23%","-0.42%","-0.63%","11.34","30,805.54","21.1","2.11","5.37%","10.01%","Jan 02,2026","B","B","C","A","0.00%",".24"
"IHICY","IHI CORP","Manufacturing - General Industrial ","17.62","0.44%","-2.72%","-13.44%","-8.24%","-3.03%","-35","18,969.95","22.46","NA","11.43%","NA","Dec 31,2025","D","C","F","F","0.00%","1.76"
"NSP","Insperity","Staffing Firms","38.52","6.20%","0.73%","7.74%","0.00%","0.00%","-190.91","1,459.91","15.15","NA","-68.44%","NA","Nov 07,2025","D","F","A","D","0.00%",".22"
"IP","International Paper","Paper and Related Products","40.27","4.70%","0.05%","0.66%","-1.58%","-0.28%","-181.13","20,799.43","16.59",".36","-75.22%","46.71%","Jan 02,2026","C","D","D","D","0.00%",".89"
"JELD","Jeld-Wen","Building Products - Wood","2.51","0.00%","0.00%","-5.75%","0.00%","0.00%","-211.11","210.16","NA","NA","-182.05%","NA","Nov 27,2025","D","D","F","F","0.00%",".06"
"JACK","Jack In The Box","Retail - Restaurants","19.04","0.00%","-0.84%","-1.97%","0.00%","0.00%","-34.78","358.10","5.05",".95","-15.32%","5.33%","Nov 22,2025","A","F","D","D","0.00%",".24"
"JAPSY","Japan Airlines","Transportation - Airline","9.23","1.90%","-0.76%","-0.11%","0.00%","0.00%","NA","8,032.65","9.89","NA","16.25%","NA","Dec 31,2025","A","B","C","B","0.00%",".62"
"KSPI","Joint Stock Company Kaspi.kz Sponsored ADR","Financial Transaction Services","77.64","0.00%","-0.36%","1.28%","-12.87%","-8.92%","-36.89","15,586.93","6.83","NA","-0.58%","NA","Dec 09,2025","B","D","D","D","0.00%","2.22"
"KBH","KB Home","Building Products - Home Builders","56.85","1.77%","-1.76%","-12.12%","-29.69%","-22.20%","7.26","3,653.38","12.4","2.98","-30.21%","4.16%","Dec 24,2025","D","F","F","F","0.00%",".59"
"KELYA","Kelly Services","Staffing Firms","8.66","3.41%","2.33%","1.27%","0.00%","0.00%","-57.14","310.98","5.07",".39","-32.48%","13.00%","Nov 12,2025","A","B","D","A","0.00%",".07"
"KMPR","Kemper","Insurance - Multi line","40.00","3.16%","-1.07%","3.05%","-5.00%","0.00%","-75.19","2,373.49","8.31","NA","-29.03%","NA","Nov 19,2025","A","C","B","B","0.00%",".49"
"KRO","Kronos Worldwide","Chemical - Diversified ","4.48","4.52%","-3.70%","-7.53%","0.00%","0.00%","-200","508.54","20.63","NA","-148.00%","NA","Dec 04,2025","C","F","A","D","0.00%",".27"
"LGIH","LGI Homes","Building Products - Home Builders","42.15","0.00%","0.00%","-15.12%","0.00%","0.00%","-9.57","991.48","9.63","NA","-59.16%","NA","Oct 17,2025","D","F","C","F","0.00%",".55"
"LAKE","Lakeland Industries","Security and Safety Services","8.82","1.36%","1.14%","-41.92%","-544.00%","-50.78%","-511.76","86.69","NA","NA","-303.64%","NA","Dec 10,2025","F","F","D","F","0.00%",".45"
"LEGH","Legacy Housing","Real Estate - Operations","19.35","0.00%","-1.76%","-3.27%","0.00%","0.00%","-38.6","465.92","9.86","NA","-26.61%","NA","Nov 14,2025","C","C","A","C","0.00%","2.58"
"LFMD","LifeMD","Medical Services","3.52","0.00%","-14.75%","-8.58%","0.00%","0.00%","-66.67","164.14","NA","NA","69.81%","NA","Jan 02,2026","D","A","B","A","0.00%",".65"
"LMNR","Limoneira Co","Agriculture - Operations","12.65","2.38%","-2.13%","-8.78%","-118.18%","244.44%","-275","228.75","NA","NA","69.62%","NA","Jan 01,2026","F","D","F","F","0.00%","1.43"
"LINC","Lincoln Educational Services","Schools","24.04","0.00%","-2.54%","6.43%","0.00%","0.00%","66.67","763.72","28.75","1.92","46.43%","15.00%","Jan 02,2026","F","B","C","D","0.00%","1.54"
"LION","Lionsgate Studios Corp.","Media Conglomerates","9.33","0.00%","2.58%","28.59%","0.00%","0.00%","-42.86","2,645.23","NA","NA","-290.00%","NA","Nov 19,2025","C","A","A","A","0.00%",".95"
"LPX","LouisianaPacific","Building Products - Wood","81.82","1.39%","-2.17%","-1.74%","0.00%","0.00%","-2.7","5,624.41","21.24","NA","-54.25%","NA","Nov 08,2025","D","B","A","B","0.00%","1.99"
"HZO","MarineMax","Retail - Miscellaneous","24.40","0.00%","-2.26%","0.92%","0.00%","0.00%","73.33","529.90","19.92","NA","100.00%","NA","Nov 18,2025","A","A","B","A","0.00%",".23"
"MELI","MercadoLibre","Internet - Commerce","1,996.24","0.00%","0.80%","-5.86%","-1.54%","0.00%","-11.77","102,117.31","33.8","1","5.60%","33.72%","Jan 02,2026","F","A","D","C","0.00%","3.9"
"MLAB","Mesa Laboratories","Medical - Instruments","78.93","0.82%","-2.69%","1.75%","0.00%","0.00%","-5.69","433.50","7.9","NA","-0.20%","NA","Dec 12,2025","C","F","B","D","0.00%","1.77"
"MTUS","METALLUS INC","Steel - Speciality","17.64","0.00%","-4.08%","-0.87%","0.00%","0.00%","64.71","714.69","14.67",".98","7.02%","15.00%","Jan 02,2026","D","D","A","C","0.00%",".63"
"MEOH","Methanex","Chemical - Diversified ","40.64","1.86%","-1.05%","6.26%","0.00%","0.00%","-88.24","3,071.93","10.34","NA","-12.63%","NA","Dec 30,2025","A","C","D","B","0.00%",".86"
"MOH","Molina Healthcare","Medical - HMOs","180.05","0.00%","6.16%","15.26%","-1.08%","0.00%","-53.65","9,405.87","12.81","NA","-38.41%","NA","Oct 23,2025","A","C","C","B","0.00%",".21"
"MPAA","Motorcar Parts of America","Automotive - Replacement Parts","12.26","0.00%","0.57%","-4.93%","0.00%","NA","NA","241.35","10.73","NA","82.54%","NA","Nov 13,2025","A","A","D","A","0.00%",".31"
"MOV","Movado Group","Retail - Jewelry","20.87","6.79%","-0.43%","-1.53%","0.00%","0.00%","-21.05","456.48","18.58","NA","-0.89%","NA","Nov 29,2025","C","F","C","F","0.00%",".69"
"MVBF","Mvb Financial","Banks - Northeast","25.37","2.63%","-1.60%","-5.00%","0.00%","0.00%","-182.76","325.05","13.31","NA","-98.69%","NA","Dec 31,2025","C","F","C","F","0.00%","1.55"
"NAMM","Namib Minerals","Mining - Gold","0.98","0.00%","-5.61%","-22.90%","0.00%","0.00%","NA","54.21",".83","NA","122.58%","NA","Jan 02,2026","B","A","D","A","0.00%","NA"
"NYAX","Nayax Ltd.","Financial Transaction Services","51.00","0.00%","4.05%","7.32%","0.00%","0.00%","-57.14","1,794.13","54.8","NA","631.25%","NA","Jan 02,2026","F","A","F","D","0.00%","4.85"
"NEUP","Neuphoria Therapeutics Inc.","Medical - Biomedical and Genetics","3.90","0.00%","2.37%","-9.13%","-120.00%","NA","-701.82","20.86","NA","NA","-1,669.57%","NA","Dec 09,2025","F","F","F","F","0.00%","NA"
"NXRT","NexPoint Residential Trust","REIT and Equity Trust - Residential","29.62","7.04%","3.40%","-0.89%","0.00%","0.00%","1.27","763.47","10.79","NA","-2.82%","NA","Jan 01,2026","D","C","B","C","0.00%","3.02"
"NICE","Nice","Internet - Software","112.61","0.00%","-0.12%","4.99%","0.00%","0.00%",".32","7,149.76","9.71","1.36","10.43%","7.16%","Jan 02,2026","C","C","D","C","0.00%","2.48"
