Symbol,Company,Industry,Price,Dividend Yield(%),Price Movers: 1 Week(%),Price Movers: 4 Week(%),EPS F1 Est: 4 Week Change,EPS F2 Est: 4 Week Change,Last EPS Surprise,Market Cap (mil),P/E (F1),PEG,Projected Earnings Growth (1 Yr)(%),Projected Earnings Growth (3-5 Yrs)(%),Date Added,Value Score,Growth Score,Momentum Score,VGM Score,Price Movers: 1 Day(%),Price / Sales
"BSET","Bassett Furniture Industries","Furniture","15.05","5.34%","0.13%","-5.25%","-8.26%","-3.60%","-23.33","129.56","14.97",".94","33.33%","16.00%","Feb 13,2026","B","B","D","B","0.47%",".39"
"BDX","Becton, Dickinson and Company","Medical - Dental Supplies","174.49","2.38%","-4.81%","-13.27%","-15.55%","-13.16%","3.19","50,251.23","14.07","12.79","-12.92%","1.10%","Feb 28,2026","D","C","A","C","-0.10%","2.29"
"BLWYY","Bellway","Building Products - Miscellaneous","31.39","3.63%","0.00%","0.00%","0.00%","0.00%","NA","3,677.89","12.71","NA","7.86%","NA","Feb 28,2026","C","D","NA","NA","0.00%","NA"
"BBU","Brookfield Business Partners","Business - Services","35.18","0.73%","-3.37%","-2.68%","-1.26%","-1.14%","9.42","2,985.03","6.2","NA","1,933.33%","NA","Feb 04,2026","A","A","A","A","-1.70%",".11"
"BRCNF","Burcon NutraScience","Food - Miscellaneous","1.76","0.00%","10.24%","12.60%","-1,280.00%","-700.00%","-425","20.01","NA","NA","9.21%","NA","Feb 14,2026","F","B","F","F","0.00%","18.77"
"BFLY","Butterfly Network","Medical Info Systems","3.80","0.00%","27.18%","-4.29%","0.00%","NA","50","957.36","NA","NA","-16.67%","NA","Feb 27,2026","F","A","A","D","-18.84%","9.81"
"BCAL","California BanCorp","Banks - Southwest","18.41","2.18%","-3.43%","1.78%","-6.74%","NA","13.64","591.83","11.03","NA","-13.99%","NA","Jan 31,2026","D","D","F","F","-2.71%","2.5"
"CWH","Camping World","Automotive - Original Equipment","8.06","6.01%","-32.25%","-36.92%","-6.65%","-7.55%","-15.87","851.02","8.78","NA","400.00%","NA","Feb 28,2026","A","B","C","A","-3.37%",".13"
"CVCO","Cavco Industries","Building Products - Mobile Homes and RV Builders","568.85","0.00%","-3.11%","17.33%","-2.61%","-13.79%","-7","4,480.21","24.19","NA","10.31%","NA","Feb 10,2026","F","C","D","D","0.17%","2.03"
"CE","Celanese","Chemical - Specialty","49.70","0.24%","-7.71%","12.38%","-6.50%","-6.63%","-24.72","5,468.67","10.07",".35","24.62%","28.56%","Feb 21,2026","A","C","C","B","1.65%",".57"
"CVE","Cenovus Energy","Oil and Gas - Integrated - Canadian","22.91","2.57%","-1.15%","13.13%","-5.82%","-2.64%","28.57","41,944.29","19.68","NA","-26.62%","NA","Feb 19,2026","B","A","A","A","1.09%","1.18"
"CCS","Century Communities","Building Products - Home Builders","64.97","1.90%","-6.43%","6.75%","-27.56%","NA","14.39","1,953.07","14.49","NA","-22.54%","NA","Jan 31,2026","B","A","C","A","0.46%",".47"
"CRNT","Ceragon Networks","Wireless Non-US ","2.32","0.00%","-1.30%","-1.30%","-16.98%","-28.00%","-33.33","201.87","15.48","NA","66.67%","NA","Feb 18,2026","B","B","C","B","0.44%",".6"
"CRPJY","China Resources Power Holdings","Utility - Electric Power","35.45","3.47%","0.00%","0.00%","-24.41%","-30.77%","NA","12,235.11","6.98","NA","-11.03%","NA","Feb 05,2026","A","C","F","C","0.00%","NA"
"CMG","Chipotle Mexican Grill","Retail - Restaurants","36.62","0.00%","-0.85%","-4.24%","-6.12%","-4.75%","4.17","48,476.19","32.75","2.29","-2.56%","14.31%","Feb 27,2026","F","B","B","D","-2.18%","4.06"
"CHRD","Chord Energy Corporation","Oil and Gas - Exploration and Production - United States","111.57","4.80%","2.84%","8.11%","2.27%","-2.09%","9.4","6,160.02","25.82","NA","-55.93%","NA","Jan 21,2026","C","D","A","C","2.84%","1.26"
"CSGP","CoStar Group","Computers - IT Services","44.21","0.00%","-10.51%","-27.43%","0.26%","5.06%","14.81","18,735.38","32.91",".85","56.32%","38.78%","Feb 28,2026","F","C","D","F","-0.82%","5.77"
"CCB","Coastal Financial","Banks - West","77.46","0.00%","-11.31%","-22.54%","-9.82%","-3.56%","-29.31","1,121.85","13.57","NA","75.88%","NA","Feb 04,2026","C","D","A","C","-4.22%","1.7"
"COHU","Cohu","Electronics - Manufacturing Machinery","30.89","0.00%","-4.31%","5.82%","-25.44%","-4.61%","-314.29","1,416.03","53.29","NA","359.09%","NA","Feb 28,2026","F","C","B","F","-1.72%","3.13"
"COIN","Coinbase Global","Financial - Miscellaneous Services","183.50","0.00%","2.63%","-9.70%","-41.64%","-32.79%","-28.26","46,437.62","53.04","2.52","-17.62%","21.01%","Feb 18,2026","F","C","C","F","-2.88%","6.47"
"CIGI","Colliers International Group","Real Estate - Operations","115.27","0.25%","4.03%","-13.15%","-0.11%","1.00%","-2.09","5,910.16","15.86","NA","13.83%","NA","Feb 20,2026","C","A","D","B","-1.89%","1.06"
"CMCO","Columbus McKinnon","Manufacturing - Material Handling","19.13","1.48%","-0.63%","-9.96%","-22.97%","-42.16%","1.64","545.47","10.02","NA","NA","NA","Feb 14,2026","B","F","A","D","-1.09%",".54"
"CMCSA","Comcast","Cable Television","30.74","4.26%","-1.21%","4.07%","-9.82%","-11.87%","12","111,389.30","8.4","2.41","-14.62%","3.48%","Feb 21,2026","A","C","C","B","0.36%",".9"
"CODI","Compass Diversified Holdings","Financial - Investment Funds","7.57","0.00%","-1.06%","14.00%","0.00%","0.00%","361.54","563.52","NA","NA","-78.57%","NA","Jan 20,2026","F","F","A","F","-10.41%",".3"
"COP","ConocoPhillips","Oil and Gas - Integrated - United States","116.03","2.96%","2.65%","8.86%","-4.22%","3.40%","-5.56","140,204.59","25.93","2.88","-28.90%","9.00%","Feb 28,2026","D","D","F","D","2.49%","2.28"
"CTTAY","Continental","Automotive - Original Equipment","8.27","2.27%","0.09%","10.27%","-4.19%","0.00%","7.69","17,444.52","10.9","NA","17.46%","NA","Feb 24,2026","B","C","D","B","-1.78%",".53"
"CRMD","CorMedix","Medical - Biomedical and Genetics","7.17","0.00%","1.42%","-8.12%","3.18%","0.00%","18.75","561.77","5.5","NA","1,026.67%","NA","Jan 15,2026","B","A","A","A","-2.99%","2.62"
"CNR","Core Natural Resources, Inc.","Coal","86.57","0.49%","-6.66%","-13.94%","-62.50%","-12.98%","-97.44","4,184.40","39.09","NA","170.47%","NA","Feb 06,2026","D","C","C","C","-3.59%","1"
"CTRA","Coterra Energy","Oil and Gas - Exploration and Production - United States","31.16","2.88%","-2.21%","6.03%","-3.26%","-2.27%","-13.33","23,290.54","16.15",".68","-9.13%","23.71%","Jan 20,2026","D","D","C","D","1.93%","3.05"
"DHI","D.R. Horton","Building Products - Home Builders","153.90","1.12%","-2.27%","7.76%","0.00%","0.00%","4.1","46,465.53","15.23","2.48","-8.99%","6.15%","Jan 23,2026","D","B","B","C","0.89%","1.39"
"DLHC","DLH","Staffing Firms","5.72","0.00%","3.27%","5.08%","-31.43%","-833.33%","-28.57","86.96","NA","NA","-611.11%","NA","Dec 18,2025","C","F","F","D","2.56%",".27"
"BOOM","DMC Global","Industrial Services","5.89","0.00%","-31.11%","-31.51%","-218.18%","NA","-354.55","120.66","NA","NA","62.86%","NA","Feb 27,2026","A","C","C","B","0.51%",".2"
"DKNG","DraftKings","Gaming","23.78","0.00%","6.86%","-13.34%","-23.71%","-24.65%","-28","11,752.92","20.97",".48","72.73%","43.43%","Feb 20,2026","C","A","F","A","1.49%","1.94"
"DFH","Dream Finders Homes","Building Products - Home Builders","17.41","0.00%","-11.81%","-1.74%","-9.36%","NA","-6.45","1,676.08","9.82","1.44","-14.02%","6.80%","Jan 17,2026","B","C","C","C","-1.90%",".39"
"DRVN","Driven Brands Holdings","Automotive - Retail and Wholesale - Parts","11.28","0.00%","-35.60%","-29.26%","-1.25%","0.00%","17.24","1,809.00","8.05","NA","0.00%","NA","Feb 28,2026","B","A","A","A","-3.93%",".83"
"DY","Dycom Industries","Building Products - Heavy Construction","422.60","0.00%","-2.26%","15.27%","-13.04%","-13.32%","15.24","12,162.12","33.45","1.38","NA","24.24%","Feb 27,2026","F","A","C","C","-0.12%","2.35"
"SSP","The E.W. Scripps Company","Broadcast Radio and Television","3.78","0.00%","11.86%","23.88%","-1.08%","NA","-113.04","368.53","4.51","NA","149.20%","NA","Feb 28,2026","A","F","F","D","12.47%",".17"
"EPC","Edgewell Personal Care","Consumer Products - Staples","22.69","2.64%","0.09%","16.85%","-17.42%","-10.58%","11.11","1,062.34","11.84","NA","-23.81%","NA","Feb 12,2026","D","F","B","F","-0.26%",".49"
"FG","F&G Annuities & Life, Inc.","Insurance - Life Insurance","22.61","4.41%","-11.11%","-23.19%","-4.42%","-6.11%","-32.09","3,049.13","4.19","NA","48.35%","NA","Feb 24,2026","A","D","A","B","-3.98%",".53"
"FMC","FMC","Agriculture - Operations","14.46","2.17%","0.82%","-6.71%","-19.02%","-22.16%","-.83","1,841.32","7.93","NA","-37.16%","NA","Feb 10,2026","A","B","F","B","0.96%",".53"
"INBK","First Internet Bancorp","Banks - Northeast","20.60","1.18%","-0.59%","-6.93%","-48.07%","-13.75%","8.47","176.56","9.14","NA","436.36%","NA","Jan 31,2026","F","D","F","F","-1.07%",".5"
"MYFW","First Western Financial","Banks - Midwest","25.40","0.00%","-0.82%","0.56%","0.00%","0.00%","-27.66","245.68","11.93","NA","57.04%","NA","Feb 17,2026","F","D","C","F","-0.78%","1.32"
"FVRR","Fiverr International","Internet - Commerce","10.52","0.00%","-7.28%","-35.34%","-27.09%","-25.75%","13.16","388.19","4.88","NA","-24.75%","NA","Feb 24,2026","C","A","A","A","-7.36%",".9"
"FLO","Flowers Foods","Food - Miscellaneous","9.60","10.02%","-1.89%","-13.56%","-8.24%","-8.50%","37.5","2,090.16","10.65","NA","-15.45%","NA","Feb 26,2026","A","B","A","A","-0.30%",".4"
"FLUT","Flutter Entertainment PLC","Gaming","105.21","0.00%","-12.30%","-35.73%","-15.58%","-12.48%","1.16","18,606.55","12.75",".22","4.79%","58.46%","Feb 27,2026","B","B","C","B","-13.80%","1.14"
"FBIN","Fortune Brands Innovations, Inc.","Building Products - Air Conditioner and Heating","52.02","1.91%","0.04%","0.44%","-10.44%","-16.31%","-14","6,520.17","14.94","2.19","0.83%","6.81%","Feb 26,2026","C","B","D","C","0.00%","1.46"
"FWRD","Forward Air","Transportation - Truck","25.70","0.00%","-9.09%","-9.29%","-76.92%","-15.97%","-7.69","790.27","NA","NA","83.45%","NA","Feb 24,2026","D","F","D","F","-1.86%",".32"
"GNNDY","GN Store Nord","Medical - Products","44.83","0.00%","-3.53%","-15.19%","-9.57%","-15.98%","-16.92","NA","10.71","NA","103.92%","NA","Feb 13,2026","D","B","D","C","-1.42%","NA"
"GIS","General Mills","Food - Miscellaneous","45.01","5.39%","1.37%","-2.23%","-2.65%","-4.50%","7.84","24,133.92","12.73","NA","-15.68%","NA","Feb 20,2026","C","D","C","C","0.67%","1.29"
"ROCK","Gibraltar Industries","Building Products - Miscellaneous","44.47","0.00%","-13.85%","-11.28%","0.00%","-3.00%","2.7","1,343.80","10.51",".7","10.46%","15.00%","Jan 23,2026","B","C","C","C","-7.24%","1.14"
"GPK","Graphic Packaging Holding Company","Containers - Paper and Packaging","11.78","3.60%","-2.32%","-16.52%","-38.77%","-42.33%","-14.71","3,609.35","11.14","NA","-38.89%","NA","Jan 15,2026","A","B","D","B","1.07%",".42"
"GFF","Griffon","Diversified Operations","85.11","1.03%","-3.81%","4.65%","-12.38%","-17.55%","8.21","3,970.41","16.44","1.42","-8.14%","11.60%","Feb 10,2026","C","A","B","A","-0.65%","1.57"
"GGAL","Grupo Financiero Galicia","Banks - Foreign","43.62","3.89%","-9.65%","-18.62%","-27.65%","-26.39%","-55.56","6,613.99","12.89","NA","-88.03%","NA","Feb 10,2026","B","A","D","A","-4.57%",".43"
"SUPV","Grupo Supervielle","Banks - Foreign","8.75","2.00%","-14.83%","-23.34%","-44.54%","-39.81%","-1533.33","819.43","14.74","13.28","-123.08%","1.11%","Feb 07,2026","C","F","D","F","-5.36%",".58"
"HTO","H2O America","Waste Removal Services","54.93","3.27%","-2.54%","3.36%","-2.32%","-10.22%","10.43","1,945.29","18.23","2.79","-1.34%","6.55%","Feb 03,2026","C","D","A","B","-0.39%","2.43"
"HPQ","HP","Computer - Micro Computers","18.83","6.32%","2.15%","-2.31%","-6.31%","-8.41%","5.19","17,367.31","6.7","5.27","-8.97%","1.27%","Feb 28,2026","A","B","F","A","0.96%",".31"
"HNVR","Hanover Bancorp","Banks - Northeast","20.90","1.93%","-5.44%","-10.48%","-7.25%","-9.84%","-100","148.74","8.08","NA","89.63%","NA","Jan 31,2026","C","F","F","F","-4.92%","1.04"
"HOG","HarleyDavidson","Automotive - Domestic","17.74","4.00%","-10.49%","-9.09%","-48.42%","-21.12%","-165.22","2,013.31","15.95","NA","-59.35%","NA","Feb 13,2026","A","F","D","D","-2.12%",".48"
"HVT","Haverty Furniture Companies","Retail - Home Furnishings","23.42","5.54%","-9.05%","-5.96%","-10.29%","-5.96%","4.17","387.31","12.7","1.06","64.91%","12.00%","Feb 27,2026","A","C","D","B","-0.42%",".51"
"HELE","Helen of Troy","Cosmetics","17.21","0.00%","-4.75%","6.52%","0.00%","0.00%","0","406.99","5.18","NA","-52.44%","NA","Jan 14,2026","A","D","B","C","-0.56%",".23"
"HRTX","Heron Therapeutics","Medical - Drugs","1.21","0.00%","0.85%","-9.85%","-10.00%","-6.67%","33.33","224.36","NA","NA","14.29%","NA","Feb 27,2026","D","F","C","F","-0.83%","1.45"
"HOPE","Hope Bancorp","Banks - West","11.53","4.97%","-7.40%","-6.01%","-7.84%","-2.17%","3.85","1,443.57","10.27","NA","23.60%","NA","Feb 27,2026","C","F","C","D","-4.41%","1.43"
"HPP","Hudson Pacific Properties","REIT and Equity Trust - Other","7.37","0.00%","13.66%","-16.01%","-16.01%","-20.87%","5","392.63","8.16","NA","-21.24%","NA","Jan 31,2026","A","D","C","C","-5.85%",".47"
"ICLR","ICON","Medical Services","108.27","0.00%","8.47%","-40.01%","-4.10%","-13.20%",".91","8,733.05","8.62","2.6","-7.50%","3.32%","Feb 26,2026","B","C","F","C","1.89%","1.08"
"IPOOF","INPLAY OIL CP","Oil and Gas - Exploration and Production - Canadian","11.60","6.93%","-1.30%","5.48%","-130.16%","-28.37%","-285.71","317.60","NA","NA","-134.52%","NA","Jan 29,2026","D","F","F","F","-0.11%","1.53"
"NSP","Insperity","Staffing Firms","20.89","10.81%","-4.68%","-48.02%","-17.70%","-15.37%","-22.45","837.95","10.23","NA","110.68%","NA","Feb 17,2026","A","A","A","A","-3.18%",".12"
"JAPSY","Japan Airlines","Transportation - Airline","9.63","1.71%","4.07%","8.92%","-3.23%","-9.57%","NA","8,931.96","11.37","NA","12.50%","NA","Feb 28,2026","A","D","D","C","-0.68%",".68"
"KBH","KB Home","Building Products - Home Builders","61.47","1.57%","-2.63%","10.50%","-8.67%","-1.54%","7.26","4,016.58","15.19","8.3","-35.74%","1.83%","Dec 24,2025","B","B","B","A","0.17%",".64"
"KREF","KKR Real Estate Finance Trust","REIT and Equity Trust","7.22","14.39%","2.06%","-16.06%","-32.77%","NA","69.23","446.72","17.38","NA","2.56%","NA","Feb 04,2026","F","F","B","F","-1.00%","1.03"
"KELYA","Kelly Services","Staffing Firms","9.50","3.09%","-1.42%","-10.01%","-39.54%","-9.55%","-64.44","332.19","9.25",".71","-16.67%","13.00%","Feb 19,2026","A","B","C","A","0.73%",".08"
"KMPR","Kemper","Insurance - Multi line","32.23","3.96%","0.00%","-17.99%","-18.96%","-17.15%","-70.59","1,897.66","8.17","NA","10.00%","NA","Feb 07,2026","A","C","C","B","-0.46%",".4"
"KNTK","KINETIK HLDGS","Oil and Gas - Field Services","46.68","7.12%","-0.15%","11.19%","-7.20%","0.00%","1340","7,350.50","37.13","1.11","-56.38%","33.44%","Feb 28,2026","F","D","A","D","-3.21%","4.17"
"KN","Knowles","Communication - Components","27.23","0.00%","-1.34%","12.09%","0.00%","0.00%","2.86","2,307.10","21.74","NA","12.61%","NA","Feb 13,2026","F","A","B","C","-2.69%","3.89"
"KHC","Kraft Heinz Company","Food - Miscellaneous","24.26","6.50%","0.86%","3.66%","-19.51%","-18.44%","9.84","29,131.96","12.08","NA","-21.54%","NA","Feb 28,2026","B","C","F","C","0.16%","1.17"
"KD","Kyndryl Holdings, Inc.","Technology Services","12.82","0.00%","-1.44%","-46.39%","-17.76%","-22.64%","-13.33","2,779.76","6.71","NA","54.62%","NA","Feb 19,2026","A","B","B","A","0.16%",".18"
"LPL","LG Display Co.","Computer - Peripheral Equipment","4.94","0.00%","6.30%","27.46%","0.00%","0.00%","-241.18","5,060.00","19.46",".71","23.81%","27.49%","Jan 30,2026","A","A","B","A","-9.32%",".28"
"LGIH","LGI Homes","Building Products - Home Builders","49.68","0.00%","-6.42%","3.57%","-44.88%","-35.34%","1.04","1,200.61","21.18","NA","-21.47%","NA","Feb 19,2026","D","C","C","D","-0.12%",".7"
"LKQ","LKQ","Automotive - Replacement Parts","32.58","3.62%","-2.90%","0.79%","-4.84%","-3.46%","-9.23","8,447.43","10.81","NA","1.66%","NA","Feb 26,2026","A","C","F","C","1.47%",".61"
"LADR","Ladder Capital Corp","REIT and Equity Trust","10.56","8.87%","-1.05%","-5.47%","-8.68%","2.61%","-8.7","1,319.41","10.2",".65","15.91%","15.67%","Feb 17,2026","F","F","B","F","-1.52%","3.38"
"LB","LandBridge Company LLC","Oil and Gas - Integrated - United States","74.22","0.54%","8.73%","29.66%","0.00%","0.00%","-61.29","5,800.50","21.47","NA","269.15%","NA","Feb 27,2026","F","B","B","D","0.08%","29.13"
"LAZ","Lazard, Inc.","Financial - Miscellaneous Services","50.76","3.95%","-1.42%","-5.81%","-1.02%","-2.85%","17.65","5,653.48","13.79",".4","50.41%","34.20%","Jan 13,2026","B","A","C","A","-4.37%","1.79"
"LEN","Lennar","Building Products - Home Builders","110.30","1.75%","-1.80%","4.58%","-5.77%","-2.05%","-8.97","28,245.41","17.75","1.66","-20.10%","10.68%","Jan 09,2026","D","D","D","D","2.11%",".83"
"LYV","Live Nation Entertainment","Film and Television Production and Distribution","158.86","0.00%","-0.33%","11.48%","-24.43%","-18.17%","1.85","38,070.79","102.29","NA","762.50%","NA","Jan 17,2026","D","C","D","D","2.68%","1.51"
"LZAGY","Lonza Group","Medical - Products","68.19","0.16%","0.10%","2.51%","-6.60%","-14.50%","NA","48,689.78","30.14","1.54","27.07%","19.62%","Feb 05,2026","F","D","D","F","0.74%","NA"
"LPX","LouisianaPacific","Building Products - Wood","83.54","1.32%","4.26%","1.19%","-4.60%","-21.95%","150","5,917.42","28.32","NA","12.83%","NA","Feb 25,2026","F","D","F","F","1.46%","2.18"
"LKNCY","Luckin Coffee","Beverages - Soft drinks","34.62","0.00%","-10.08%","4.82%","-8.27%","-3.44%","-15.79","9,922.40","15.01","NA","26.63%","NA","Feb 10,2026","D","A","A","A","-3.02%","1.44"
"MHO","MI Homes","Building Products - Home Builders","140.26","0.00%","-0.91%","6.33%","-8.09%","6.34%",".77","3,663.14","10.43","NA","-7.53%","NA","Feb 24,2026","C","D","F","D","0.77%",".83"
"MGPI","MGP Ingredients","Beverages - Alcohol","19.07","2.53%","-26.73%","-23.73%","-21.76%","-39.21%","28.57","405.90","9.27","NA","-28.07%","NA","Feb 28,2026","B","D","C","C","-3.94%",".76"
"MNR","Mach Natural Resources LP","Oil and Gas - Exploration and Production - United States","12.83","16.28%","-4.41%","11.38%","-2.81%","-5.78%","29.41","2,192.86","12.55","NA","-54.19%","NA","Feb 28,2026","B","C","A","B","1.01%","2.14"
"BMA","Macro Bank","Banks - Foreign","75.34","5.94%","-16.34%","-24.26%","-6.19%","0.00%","43.48","4,931.80","9.89","1.15","76.07%","8.60%","Feb 10,2026","C","C","B","B","-5.84%","1.13"
"MCS","The Marcus","Leisure and Recreation Services","16.76","1.90%","2.68%","11.53%","-12.58%","-11.70%","-185.71","516.91","36.32","2.42","170.59%","15.00%","Feb 27,2026","B","F","D","D","2.50%",".68"
"MAT","Mattel","Toys - Games - Hobbies","16.44","0.00%","-2.64%","-18.86%","-23.50%","-19.68%","-26.42","5,122.29","12.93","2.37","-7.09%","5.46%","Feb 13,2026","B","A","A","A","-0.76%",".96"
"MATW","Matthews International","Funeral Services","26.54","3.86%","0.19%","0.53%","-29.52%","-22.40%","-480","822.66","33.04","NA","-36.51%","NA","Feb 06,2026","D","F","D","F","-1.27%",".6"
"MTUS","METALLUS INC","Steel - Speciality","17.77","0.00%","-3.30%","-14.79%","-15.11%","-9.82%","-460","709.42","17.8","1.19","159.46%","15.00%","Feb 25,2026","C","B","D","C","-1.73%",".61"
"MBLY","Mobileye Global Inc.","Automotive - Original Equipment","8.36","0.00%","-6.52%","-5.79%","0.50%","4.87%","0","7,118.09","33.67","1.63","-30.56%","20.65%","Jan 28,2026","F","C","A","D","-3.31%","3.76"
"MOH","Molina Healthcare","Medical - HMOs","150.83","0.00%","2.02%","-14.22%","-41.48%","-32.92%","-739.53","7,933.58","19.11","NA","-26.93%","NA","Jan 29,2026","C","F","F","F","5.25%",".17"
"TAP","Molson Coors","Beverages - Alcohol","49.27","3.84%","-1.74%","1.98%","-13.73%","-11.10%","3.42","9,206.62","10.32","NA","-12.36%","NA","Feb 27,2026","A","B","F","B","1.98%",".71"
"NABL","Nable","Technology Services","4.37","0.00%","-7.56%","-27.51%","-9.21%","-10.53%","-40","828.86","9.57","NA","17.95%","NA","Feb 26,2026","B","D","B","C","-2.44%","1.62"
