Date,Type,Rank,Symbol,Company Name,Quant,SA Analyst Ratings,Wall Street Ratings,Market Cap,Div Yield,Valuation,Growth,Profitability,Momentum,EPS Rev.
2024-09-01,top_rated_overall,11,IGIC,International General Insurance Holdings Ltd.,Rating: Strong Buy4.92,Rating: Buy4.00,Rating: Buy4.00,816.90M,0.38%,A-,B+,A,A+,B+
2024-09-01,top_rated_overall,12,BLBD,Blue Bird Corporation,Rating: Strong Buy4.92,Rating: Buy4.00,Rating: Strong Buy4.57,1.66B,-,B,A,A-,A+,A
2024-09-01,top_rated_overall,13,VIRT,"Virtu Financial, Inc.",Rating: Strong Buy4.91,Rating: Buy4.00,Rating: Buy3.77,4.79B,3.13%,B,B+,B-,A+,B+
2024-09-01,top_rated_overall,14,SKYW,"SkyWest, Inc.",Rating: Strong Buy4.90,Rating: Buy4.00,Rating: Buy4.25,3.11B,-,A+,A+,B+,A,A-
2024-09-01,top_rated_overall,15,AER,AerCap Holdings N.V.,Rating: Strong Buy4.89,Rating: Strong Buy4.50,Rating: Strong Buy4.50,18.53B,0.51%,A,B-,A+,A-,A-
2024-09-01,top_rated_overall,16,ACGL,Arch Capital Group Ltd.,Rating: Strong Buy4.88,Rating: Buy4.00,Rating: Buy4.13,42.36B,-,B+,B,A,B,B
2024-09-01,top_rated_overall,17,RGA,"Reinsurance Group of America, Incorporated",Rating: Strong Buy4.87,Rating: Strong Buy5.00,Rating: Buy4.36,14.54B,1.56%,B+,B,A,B,B+
2024-09-01,top_rated_overall,18,RMTI,"Rockwell Medical, Inc.",Rating: Strong Buy4.86,Rating: Buy4.00,Rating: Buy4.00,88.75M,-,A,B+,B+,A,A
2024-09-01,top_rated_overall,19,HMENF,Hemisphere Energy Corporation,Rating: Strong Buy4.85,Rating: Buy4.00,Rating: Strong Buy5.00,132.53M,6.81%,A,B-,A-,A+,A+
2024-09-01,top_rated_overall,20,IBDSF,"Iberdrola, S.A.",Rating: Strong Buy4.83,Rating: Buy4.00,Rating: Strong Buy5.00,88.91B,4.19%,B+,A-,A+,B+,A
2024-09-01,top_rated_overall,21,IBDRY,"Iberdrola, S.A.",Rating: Strong Buy4.82,Rating: Buy4.00,Rating: Strong Buy5.00,88.91B,4.21%,B+,B+,A+,B+,A+
2024-09-01,top_rated_overall,22,CVEO,Civeo Corporation,Rating: Strong Buy4.81,Rating: Strong Buy4.50,Rating: Strong Buy5.00,408.85M,4.39%,A,A+,B-,A,A+
2024-09-01,top_rated_overall,23,TPB,"Turning Point Brands, Inc.",Rating: Strong Buy4.81,Rating: Buy4.00,Rating: Strong Buy5.00,702.19M,0.68%,B-,A,B,A+,A-
2024-09-01,top_rated_overall,24,CUK,Carnival Corporation & plc,Rating: Strong Buy4.78,Rating: Buy3.50,Rating: Strong Buy5.00,20.64B,-,B,A+,A,B,A
2024-09-01,top_rated_overall,25,GAP,"The Gap, Inc.",Rating: Strong Buy4.75,Rating: Buy3.50,Rating: Buy3.65,8.44B,2.67%,A,A-,B+,A-,A-
2024-09-01,top_rated_overall,26,EZPW,"EZCORP, Inc.",Rating: Strong Buy4.73,Rating: Buy3.66,Rating: Strong Buy5.00,668.92M,-,B,B,B-,A-,A-
2024-09-01,top_rated_overall,27,SM,SM Energy Company,Rating: Strong Buy4.71,Rating: Buy4.00,Rating: Buy4.06,5.22B,1.51%,A-,B+,B+,B-,A+
2024-09-01,top_rated_overall,28,ECO,Okeanis Eco Tankers Corp.,Rating: Strong Buy4.63,Rating: Strong Buy4.50,Rating: Strong Buy5.00,970.17M,11.00%,B,B-,A+,B,A+
2024-09-01,top_rated_overall,29,NRG,"NRG Energy, Inc.",Rating: Strong Buy4.52,Rating: Buy4.00,Rating: Buy3.54,17.54B,1.88%,A-,A,A-,A+,B+
2024-09-01,top_rated_overall,30,NCLH,Norwegian Cruise Line Holdings Ltd.,Rating: Strong Buy4.50,Rating: Buy3.66,Rating: Buy3.77,7.87B,-,B-,B,B,B,A-
2024-09-01,top_rated_overall,31,FRFHF,Fairfax Financial Holdings Limited,Rating: Buy4.43,Rating: Buy4.00,Rating: Buy3.85,26.70B,1.24%,B+,A,B+,B-,B-
2024-09-01,top_rated_overall,32,HITI,High Tide Inc.,Rating: Buy4.40,Rating: Strong Buy4.50,Rating: Strong Buy4.80,163.83M,-,A+,A+,B+,B,A-
2024-09-01,top_rated_overall,33,SHIP,Seanergy Maritime Holdings Corp.,Rating: Buy4.35,Rating: Buy4.00,Rating: Strong Buy4.75,237.04M,0.87%,A+,A+,B+,A,B
2024-09-01,top_rated_overall,34,IMAX,IMAX Corporation,Rating: Buy4.17,Rating: Buy3.50,Rating: Buy4.36,1.12B,-,B,A+,B,A-,B
2024-09-01,top_rated_overall,35,LUNMF,Lundin Mining Corporation,Rating: Buy4.14,Rating: Buy4.00,Rating: Buy3.80,8.05B,2.56%,A-,A+,B-,B+,B+
2024-09-01,top_rated_overall,36,STNG,Scorpio Tankers Inc.,Rating: Buy4.13,Rating: Buy3.66,Rating: Strong Buy4.72,3.57B,2.17%,A-,A-,A+,B+,B+
2024-09-01,top_quant,1,PSIX,"Power Solutions International, Inc.",Rating: Strong Buy4.99,Rating: Buy4.00,Rating: Strong Buy5.00,445.34M,-,A,A+,A+,A+,A
2024-09-01,top_quant,2,PSNL,"Personalis, Inc.",Rating: Strong Buy4.99,Rating: Buy4.00,Rating: Buy4.33,308.43M,-,C+,C-,C,A+,A
2024-09-01,top_quant,3,CDNA,"CareDx, Inc",Rating: Strong Buy4.99,Rating: Hold3.00,Rating: Buy3.87,1.62B,-,D,A,B,A+,A-
2024-09-01,top_quant,4,HRTG,"Heritage Insurance Holdings, Inc.",Rating: Strong Buy4.99,Rating: Buy4.00,Rating: Buy4.00,469.94M,-,A+,B+,B+,A+,A
2024-09-01,top_quant,5,JAGGF,Jaguar Mining Inc.,Rating: Strong Buy4.99,Rating: Hold3.00,Rating: Buy4.00,276.27M,-,A,A+,B,A+,A
2024-09-01,top_quant,6,WGS,GeneDx Holdings Corp.,Rating: Strong Buy4.99,Rating: Buy4.00,Rating: Buy4.00,860.33M,-,C+,C,B-,A+,B+
2024-09-01,top_quant,7,INSG,Inseego Corp.,Rating: Strong Buy4.99,Rating: Sell2.00,Rating: Hold3.00,179.20M,-,A-,B-,C,A+,A
2024-09-01,top_quant,8,CLOV,"Clover Health Investments, Corp.",Rating: Strong Buy4.98,Rating: Buy4.00,Rating: Buy3.66,1.31B,-,A,B-,B,A+,A
2024-09-01,top_quant,9,TSM,Taiwan Semiconductor Manufacturing Company Limited,Rating: Strong Buy4.98,Rating: Buy3.95,Rating: Strong Buy4.62,766.39B,1.18%,C-,A-,A+,A,A
2024-09-01,top_quant,10,GTHX,"G1 Therapeutics, Inc.",Rating: Strong Buy4.98,Rating: Buy4.00,Rating: Hold3.40,376.05M,-,C-,C-,C,A+,B+
2024-09-01,top_quant,11,BRK.B,Berkshire Hathaway Inc.,Rating: Strong Buy4.98,Rating: Buy3.55,Rating: Buy4.00,1.03T,-,D+,A-,A+,B-,A+
2024-09-01,top_quant,12,ZETA,Zeta Global Holdings Corp.,Rating: Strong Buy4.98,Rating: Buy4.00,Rating: Strong Buy4.53,5.81B,-,C,A-,C-,A+,B
2024-09-01,top_quant,13,THC,Tenet Healthcare Corporation,Rating: Strong Buy4.98,Rating: Buy3.50,Rating: Strong Buy4.55,15.89B,-,A+,C-,A+,A+,A-
2024-09-01,top_quant,14,ESOA,Energy Services of America Corporation,Rating: Strong Buy4.98,-Rating: Not Covered,Rating: Strong Buy5.00,159.08M,0.63%,A-,A+,C,A+,A+
2024-09-01,top_quant,15,TKNO,"Alpha Teknova, Inc.",Rating: Strong Buy4.97,-Rating: Not Covered,Rating: Buy4.20,263.32M,-,C,A-,B-,A+,A-
2024-09-01,top_quant,16,WF,Woori Financial Group Inc.,Rating: Strong Buy4.97,Rating: Buy4.00,Rating: Strong Buy5.00,9.05B,7.21%,A+,B,A+,B-,B+
2024-09-01,top_quant,17,ROIV,Roivant Sciences Ltd.,Rating: Strong Buy4.97,Rating: Buy4.00,Rating: Buy4.45,9.04B,-,A+,A,A+,B+,A+
2024-09-01,top_quant,18,IAG,IAMGOLD Corporation,Rating: Strong Buy4.97,Rating: Buy4.00,Rating: Hold3.18,2.82B,-,A+,A+,D,A+,A
2024-09-01,top_quant,19,VIRC,Virco Mfg. Corporation,Rating: Strong Buy4.97,Rating: Hold3.00,Rating: Strong Buy5.00,251.70M,0.39%,A,B+,B,A+,A-
2024-09-01,top_quant,20,BNTC,Benitec Biopharma Inc.,Rating: Strong Buy4.97,-Rating: Not Covered,Rating: Buy4.33,93.25M,-,D+,A,B-,A+,A-
2024-09-01,top_quant,21,OPFI,OppFi Inc.,Rating: Strong Buy4.97,Rating: Hold3.00,Rating: Strong Buy4.50,411.43M,-,A+,A+,C,A+,A+
2024-09-01,top_quant,22,PRM,"Perimeter Solutions, SA",Rating: Strong Buy4.96,-Rating: Not Covered,Rating: Buy3.50,1.70B,-,C-,A,A,A+,A+
2024-09-01,top_quant,23,USAP,"Universal Stainless & Alloy Products, Inc.",Rating: Strong Buy4.96,Rating: Hold3.00,Rating: Strong Buy5.00,389.10M,-,C-,A-,C,A+,A+
2024-09-01,top_quant,24,GM,General Motors Company,Rating: Strong Buy4.96,Rating: Buy3.66,Rating: Buy4.00,55.95B,0.84%,A,A,A+,A,B+
2024-09-01,top_quant,25,PGR,The Progressive Corporation,Rating: Strong Buy4.96,Rating: Buy3.50,Rating: Buy3.85,147.71B,0.46%,D,A+,A+,A,B
2024-09-01,top_quant,26,FMCC,Federal Home Loan Mortgage Corporation,Rating: Strong Buy4.96,Rating: Buy4.00,Rating: Hold2.50,3.64B,-,A+,B+,A+,B,C+
2024-09-01,top_quant,27,PTGX,"Protagonist Therapeutics, Inc.",Rating: Strong Buy4.96,-Rating: Not Covered,Rating: Strong Buy4.50,2.53B,-,D+,A-,A+,A+,A
2024-09-01,top_quant,28,TMUS,"T-Mobile US, Inc.",Rating: Strong Buy4.96,Rating: Buy4.00,Rating: Buy4.35,231.86B,1.31%,D,A+,A+,A,B+
2024-09-01,top_quant,29,KB,KB Financial Group Inc.,Rating: Strong Buy4.95,Rating: Strong Buy4.50,Rating: Strong Buy5.00,24.90B,4.10%,A,B,A+,A,A+
2024-09-01,top_quant,30,CURI,CuriosityStream Inc.,Rating: Strong Buy4.95,-Rating: Not Covered,Rating: Buy3.50,84.08M,3.25%,C+,C+,C-,A+,A-
2024-09-01,top_quant,31,DTEGY,Deutsche Telekom AG,Rating: Strong Buy4.95,Rating: Buy4.00,Rating: Buy4.00,141.07B,2.78%,C+,C-,A+,A-,A+
2024-09-01,top_quant,32,RNA,"Avidity Biosciences, Inc.",Rating: Strong Buy4.95,Rating: Strong Buy4.50,Rating: Strong Buy4.80,5.15B,-,C-,A-,C+,A+,B-
2024-09-01,top_quant,33,DFS,Discover Financial Services,Rating: Strong Buy4.95,Rating: Sell2.00,Rating: Hold3.43,34.83B,2.02%,A,A+,A,A-,A-
2024-09-01,top_quant,34,NRIX,"Nurix Therapeutics, Inc.",Rating: Strong Buy4.95,Rating: Buy4.00,Rating: Buy4.38,1.62B,-,C-,A-,D,A+,B
2024-09-01,top_quant,35,QFIN,"Qifu Technology, Inc.",Rating: Strong Buy4.95,Rating: Buy4.00,Rating: Strong Buy4.75,4.11B,4.08%,A,A-,B+,A+,A+
2024-09-01,top_quant,36,APP,AppLovin Corporation,Rating: Strong Buy4.94,Rating: Buy4.12,Rating: Buy4.14,31.04B,-,D+,A-,A+,A+,A-
2024-09-01,top_quant,37,AQST,"Aquestive Therapeutics, Inc.",Rating: Strong Buy4.94,Rating: Buy4.00,Rating: Strong Buy4.50,412.50M,-,D+,A+,B-,A+,B
2024-09-01,top_quant,38,SNCR,"Synchronoss Technologies, Inc.",Rating: Strong Buy4.94,Rating: Hold3.00,Rating: Buy4.33,153.72M,-,B,B+,D,A+,A-
2024-09-01,top_quant,39,DAVE,Dave Inc.,Rating: Strong Buy4.94,Rating: Strong Buy4.50,Rating: Strong Buy4.71,478.23M,-,B+,C+,C-,A+,A-
2024-09-01,top_quant,40,BCS,Barclays PLC,Rating: Strong Buy4.94,Rating: Buy4.00,Rating: Buy3.50,43.67B,3.43%,A-,C+,A+,A,B+
2024-09-01,top_quant,41,YOU,"Clear Secure, Inc.",Rating: Strong Buy4.94,Rating: Buy3.50,Rating: Hold3.25,4.23B,1.15%,D,A+,A,A+,A+
2024-09-01,top_quant,42,SYF,Synchrony Financial,Rating: Strong Buy4.94,Rating: Buy3.50,Rating: Buy3.95,19.86B,1.99%,A+,A-,A+,A-,B
2024-09-01,top_quant,43,AXP,American Express Company,Rating: Strong Buy4.94,Rating: Hold3.42,Rating: Hold3.46,183.88B,1.01%,D,A-,A+,A-,B
2024-09-01,top_quant,44,PBI,Pitney Bowes Inc.,Rating: Strong Buy4.93,Rating: Strong Buy5.00,Rating: Hold3.00,1.27B,2.83%,A-,A+,D+,A+,A-
2024-09-01,top_quant,45,PPC,Pilgrim's Pride Corporation,Rating: Strong Buy4.93,Rating: Hold3.00,Rating: Hold3.14,11.05B,-,A,A,B,A+,A
2024-09-01,top_quant,46,CCL,Carnival Corporation & plc,Rating: Strong Buy4.93,Rating: Hold3.33,Rating: Buy4.21,20.64B,-,B,A+,A,B-,A-
2024-09-01,top_quant,47,EVER,"EverQuote, Inc.",Rating: Strong Buy4.93,-Rating: Not Covered,Rating: Buy4.11,866.58M,-,D,A,D+,A+,A
2024-09-01,top_quant,48,REVG,"REV Group, Inc.",Rating: Strong Buy4.93,Rating: Buy3.50,Rating: Buy3.75,1.65B,0.63%,A-,B+,B-,A+,A-
2024-09-01,top_quant,49,TCEHY,Tencent Holdings Limited,Rating: Strong Buy4.93,Rating: Buy4.00,Rating: Strong Buy4.66,447.17B,0.89%,D,B-,A+,B,A-
2024-09-01,top_quant,50,PRAX,"Praxis Precision Medicines, Inc.",Rating: Strong Buy4.93,-Rating: Not Covered,Rating: Strong Buy4.50,943.79M,-,C-,A,C-,A+,A+
2024-09-01,top_quant,51,MG,"Mistras Group, Inc.",Rating: Strong Buy4.92,-Rating: Not Covered,Rating: Strong Buy5.00,370.49M,-,C+,A+,D+,A+,A
2024-09-01,top_quant,52,IGIC,International General Insurance Holdings Ltd.,Rating: Strong Buy4.92,Rating: Buy4.00,Rating: Buy4.00,816.90M,0.38%,A-,B+,A,A+,B+
2024-09-01,top_quant,53,HLAN,Heartland BancCorp,Rating: Strong Buy4.92,-Rating: Not Covered,Rating: Buy3.50,295.22M,2.08%,D+,C,D+,A+,A+
2024-09-01,top_quant,54,INGN,"Inogen, Inc.",Rating: Strong Buy4.92,Rating: Hold3.00,Rating: Hold3.25,291.03M,-,D,C-,B,A+,A
2024-09-01,top_quant,55,BLBD,Blue Bird Corporation,Rating: Strong Buy4.92,Rating: Buy4.00,Rating: Strong Buy4.57,1.66B,-,B,A,A-,A+,A
2024-09-01,top_quant,56,AFRM,"Affirm Holdings, Inc.",Rating: Strong Buy4.92,Rating: Buy3.71,Rating: Hold3.11,13.69B,-,D,A+,C-,A+,B
2024-09-01,top_quant,57,BAC,Bank of America Corporation,Rating: Strong Buy4.92,Rating: Buy3.76,Rating: Buy3.82,316.20B,2.36%,C,B-,A+,C+,B-
2024-09-01,top_quant,58,RYCEY,Rolls-Royce Holdings plc,Rating: Strong Buy4.91,Rating: Buy4.00,Rating: Buy3.50,51.59B,-,D+,A-,A+,A+,A-
2024-09-01,top_quant,59,PRCT,PROCEPT BioRobotics Corporation,Rating: Strong Buy4.91,Rating: Buy4.00,Rating: Strong Buy4.62,4.10B,-,C,B+,C,A+,A+
2024-09-01,top_quant,60,NWG,NatWest Group plc,Rating: Strong Buy4.91,Rating: Hold3.00,Rating: Strong Buy4.66,37.38B,4.88%,A,C+,A+,A,A
2024-09-01,top_quant,61,BRK.A,Berkshire Hathaway Inc.,Rating: Strong Buy4.91,Rating: Buy3.50,Rating: Buy3.50,1.03T,-,D+,A-,A+,B-,B-
2024-09-01,top_quant,62,TM,Toyota Motor Corporation,Rating: Strong Buy4.91,Rating: Hold3.00,Rating: Buy3.75,254.99B,2.56%,A-,A+,A+,C,A-
2024-09-01,top_quant,63,RNR,RenaissanceRe Holdings Ltd.,Rating: Strong Buy4.91,-Rating: Not Covered,Rating: Buy3.66,13.29B,0.60%,A,A+,A+,C+,A+
2024-09-01,top_quant,64,VIRT,"Virtu Financial, Inc.",Rating: Strong Buy4.91,Rating: Buy4.00,Rating: Buy3.77,4.79B,3.13%,B,B+,B-,A+,B+
2024-09-01,top_quant,65,HTHIY,"Hitachi, Ltd.",Rating: Strong Buy4.90,Rating: Hold3.00,Rating: Strong Buy5.00,113.30B,0.97%,D,A-,C+,A+,A-
2024-09-01,top_quant,66,HYLN,Hyliion Holdings Corp.,Rating: Strong Buy4.90,Rating: Hold3.00,Rating: Hold3.00,324.60M,-,B-,C+,A+,A+,A-
2024-09-01,top_quant,67,DDI,"DoubleDown Interactive Co., Ltd.",Rating: Strong Buy4.90,Rating: Buy4.00,Rating: Strong Buy5.00,721.50M,-,A+,C,A-,A,A+
2024-09-01,top_quant,68,MFG,"Mizuho Financial Group, Inc.",Rating: Strong Buy4.90,Rating: Buy4.00,Rating: Buy4.00,52.78B,3.32%,A+,A+,A+,C-,A
2024-09-01,top_quant,69,BRFS,BRF S.A.,Rating: Strong Buy4.90,Rating: Buy4.00,Rating: Buy3.50,7.26B,-,C+,A-,C+,A+,A+
2024-09-01,top_quant,70,CM,Canadian Imperial Bank of Commerce,Rating: Strong Buy4.90,Rating: Buy4.00,Rating: Hold3.41,55.13B,4.53%,A-,C,A+,B+,B+
2024-09-01,top_quant,71,SKYW,"SkyWest, Inc.",Rating: Strong Buy4.90,Rating: Buy4.00,Rating: Buy4.25,3.11B,-,A+,A+,B+,A,A-
2024-09-01,top_quant,72,CYBR,CyberArk Software Ltd.,Rating: Strong Buy4.89,Rating: Buy3.50,Rating: Strong Buy4.69,12.37B,-,D+,A,B,A,A
2024-09-01,top_quant,73,ANF,Abercrombie & Fitch Co.,Rating: Strong Buy4.89,Rating: Hold3.28,Rating: Buy3.77,7.54B,-,D+,A+,A-,A+,A+
2024-09-01,top_quant,74,DBSDY,DBS Group Holdings Ltd,Rating: Strong Buy4.89,Rating: Buy4.00,Rating: Strong Buy5.00,80.09B,5.39%,A-,C,A+,C,A
2024-09-01,top_quant,75,ENLAY,Enel SpA,Rating: Strong Buy4.89,Rating: Buy3.50,Rating: Hold3.00,77.46B,6.18%,A-,A,A+,C+,A
2024-09-01,top_quant,76,AER,AerCap Holdings N.V.,Rating: Strong Buy4.89,Rating: Strong Buy4.50,Rating: Strong Buy4.50,18.53B,0.51%,A,B-,A+,A-,A-
2024-09-01,top_quant,77,FSFG,"First Savings Financial Group, Inc.",Rating: Strong Buy4.89,-Rating: Not Covered,Rating: Buy4.00,163.83M,2.42%,A-,C+,D,A+,A
2024-09-01,top_quant,78,QTWO,"Q2 Holdings, Inc.",Rating: Strong Buy4.89,Rating: Hold3.00,Rating: Buy4.13,4.47B,-,C,A+,B-,A+,B+
2024-09-01,top_quant,79,SUPV,Grupo Supervielle S.A.,Rating: Strong Buy4.88,Rating: Buy4.00,Rating: Sell2.00,888.71M,2.32%,B+,B+,C,A+,A+
2024-09-01,top_quant,80,TTDKY,TDK Corporation,Rating: Strong Buy4.88,-Rating: Not Covered,Rating: Strong Buy5.00,26.13B,1.11%,C+,A,A-,A+,A
2024-09-01,top_quant,81,BLND,"Blend Labs, Inc.",Rating: Strong Buy4.88,Rating: Hold3.00,Rating: Buy4.16,933.07M,-,C,B+,D,A+,B
2024-09-01,top_quant,82,FCNCA,"First Citizens BancShares, Inc.",Rating: Strong Buy4.88,Rating: Buy4.00,Rating: Buy4.00,29.14B,0.32%,C-,A+,B+,A-,A
2024-09-01,top_quant,83,GWRE,"Guidewire Software, Inc.",Rating: Strong Buy4.88,Rating: Hold3.00,Rating: Buy4.06,12.30B,-,D+,A,B,A,A-
2024-09-01,top_quant,84,ACGL,Arch Capital Group Ltd.,Rating: Strong Buy4.88,Rating: Buy4.00,Rating: Buy4.13,42.36B,-,B+,B,A,B,B
2024-09-01,top_quant,85,ENVA,"Enova International, Inc.",Rating: Strong Buy4.88,-Rating: Not Covered,Rating: Buy4.00,2.26B,-,A,B,B-,A+,B
2024-09-01,top_quant,86,RCL,Royal Caribbean Cruises Ltd.,Rating: Strong Buy4.88,Rating: Buy4.00,Rating: Buy4.37,44.25B,-,D,A,A,A,A
2024-09-01,top_quant,87,UHS,"Universal Health Services, Inc.",Rating: Strong Buy4.87,Rating: Buy4.00,Rating: Buy4.00,15.88B,0.34%,D,C,A,A,B+
2024-09-01,top_quant,88,DAKT,"Daktronics, Inc.",Rating: Strong Buy4.87,Rating: Buy4.00,-Rating: Not Covered,669.64M,-,A-,A+,C+,A,A-
2024-09-01,top_quant,89,NTRA,"Natera, Inc.",Rating: Strong Buy4.87,Rating: Buy4.00,Rating: Strong Buy4.55,14.63B,-,C-,B,B,A,A+
2024-09-01,top_quant,90,MYO,"Myomo, Inc.",Rating: Strong Buy4.87,Rating: Hold3.00,Rating: Strong Buy4.80,135.41M,-,C,B-,C+,A+,A+
2024-09-01,top_quant,91,MURGY,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,Rating: Strong Buy4.87,Rating: Hold3.00,Rating: Buy3.50,72.82B,2.95%,C+,A-,B,C+,A+
2024-09-01,top_quant,92,RSI,"Rush Street Interactive, Inc.",Rating: Strong Buy4.87,Rating: Buy4.00,Rating: Buy4.44,2.11B,-,C+,B,C+,A+,A+
2024-09-01,top_quant,93,RGA,"Reinsurance Group of America, Incorporated",Rating: Strong Buy4.87,Rating: Strong Buy5.00,Rating: Buy4.36,14.54B,1.56%,B+,B,A,B,B+
2024-09-01,top_quant,94,UNLYF,Unilever PLC,Rating: Strong Buy4.86,Rating: Hold3.33,Rating: Strong Buy5.00,160.87B,2.87%,C-,C+,A+,A,A
2024-09-01,top_quant,95,BYRN,Byrna Technologies Inc.,Rating: Strong Buy4.86,Rating: Strong Buy4.50,Rating: Strong Buy4.66,263.98M,-,C,A+,B-,A+,A+
2024-09-01,top_quant,96,RMTI,"Rockwell Medical, Inc.",Rating: Strong Buy4.86,Rating: Buy4.00,Rating: Buy4.00,88.75M,-,A,B+,B+,A,A
2024-09-01,top_quant,97,AMSC,American Superconductor Corporation,Rating: Strong Buy4.86,Rating: Buy4.00,Rating: Strong Buy4.66,800.58M,-,C,A+,C-,A+,A
2024-09-01,top_quant,98,GRBK,"Green Brick Partners, Inc.",Rating: Strong Buy4.86,Rating: Hold3.00,Rating: Hold3.00,3.51B,-,B-,C+,C+,A+,A
2024-09-01,top_quant,99,BSRR,Sierra Bancorp,Rating: Strong Buy4.86,-Rating: Not Covered,Rating: Hold3.40,427.68M,3.09%,C+,C,D+,A+,A-
2024-09-01,top_quant,100,JD,"JD.com, Inc.",Rating: Strong Buy4.86,Rating: Buy4.33,Rating: Buy4.48,39.53B,2.81%,A,C,A+,C-,A-
2024-09-01,top_dividend,1,WLY,"John Wiley & Sons, Inc.",Rating: Strong Buy4.84,Rating: Hold3.00,Rating: Buy4.00,2.61B,2.90%,C-,A+,C+,A,A-
2024-09-01,top_dividend,2,NOC,Northrop Grumman Corporation,Rating: Strong Buy4.81,Rating: Buy3.80,Rating: Buy3.56,76.52B,1.47%,D+,B+,A,B,A
2024-09-01,top_dividend,3,BRX,Brixmor Property Group Inc.,Rating: Strong Buy4.76,Rating: Buy4.00,Rating: Buy3.94,8.25B,3.93%,C+,C,A-,A-,A+
2024-09-01,top_dividend,4,EWBC,"East West Bancorp, Inc.",Rating: Strong Buy4.76,Rating: Hold3.00,Rating: Strong Buy4.66,11.65B,2.53%,C+,C+,B+,B,A
2024-09-01,top_dividend,5,MAIN,Main Street Capital,Rating: Strong Buy4.75,Rating: Hold3.14,Rating: Hold3.16,4.30B,5.80%,A-,B,A+,C-,A
2024-09-01,top_dividend,6,SM,SM Energy Company,Rating: Strong Buy4.71,Rating: Buy4.00,Rating: Buy4.06,5.22B,1.51%,A-,B+,B+,B-,A+
2024-09-01,top_dividend,7,POWL,"Powell Industries, Inc.",Rating: Strong Buy4.69,Rating: Buy3.50,Rating: Hold3.00,2.01B,0.63%,B-,A+,A-,A,A
2024-09-01,top_dividend,8,IBKR,"Interactive Brokers Group, Inc.",Rating: Strong Buy4.67,Rating: Buy3.50,Rating: Buy4.30,54.50B,0.54%,C+,A+,A,B,B
2024-09-01,top_dividend,9,INGR,Ingredion Incorporated,Rating: Strong Buy4.64,Rating: Buy4.00,Rating: Buy4.00,8.74B,2.32%,B,C,B+,A-,A
2024-09-01,top_dividend,10,CINF,Cincinnati Financial Corporation,Rating: Strong Buy4.62,Rating: Buy4.00,Rating: Buy3.77,21.41B,2.28%,C+,B,A-,B-,B
2024-09-01,top_dividend,11,CBT,Cabot Corporation,Rating: Strong Buy4.59,Rating: Hold3.00,Rating: Buy3.80,5.76B,1.58%,B-,C+,B+,A-,A
2024-09-01,top_dividend,12,KFY,Korn Ferry,Rating: Strong Buy4.59,Rating: Hold3.00,Rating: Buy4.40,3.85B,1.66%,C,A,B-,A-,A+
2024-09-01,top_dividend,13,EPRT,"Essential Properties Realty Trust, Inc.",Rating: Strong Buy4.58,Rating: Buy3.83,Rating: Strong Buy4.50,5.61B,3.57%,C,A+,A+,A,B-
2024-09-01,top_dividend,14,UNM,Unum Group,Rating: Strong Buy4.58,Rating: Buy4.00,Rating: Buy3.91,10.31B,2.73%,B+,B+,B,C-,B
