Date,Type,Rank,Symbol,Company Name,Quant,SA Analyst Ratings,Wall Street Ratings,Market Cap,Div Yield,Valuation,Growth,Profitability,Momentum,EPS Rev.
2023-11-01,top_quant,96,PEYUF,Peyto Exploration & Development Corp.,RATING: STRONG BUY4.88,RATING: BUY4.00,RATING: BUY4.00,2.12B,8.12%,A-,A-,D,A-,A
2023-11-01,top_quant,97,LBRT,Liberty Energy Inc.,RATING: STRONG BUY4.87,RATING: HOLD3.00,RATING: BUY3.81,3.41B,0.99%,B+,A+,B-,A,B
2023-11-01,top_quant,98,GHL,"Greenhill & Co., Inc.",RATING: STRONG BUY4.87,-RATING: NOT COVERED,RATING: HOLD3.00,279.41M,2.69%,D,C-,C-,A+,A
2023-11-01,top_quant,99,MAMA,"Mama's Creations, Inc.",RATING: STRONG BUY4.87,RATING: STRONG BUY4.50,RATING: STRONG BUY4.66,127.93M,-,C-,A+,B+,A+,B
2023-11-01,top_quant,100,AUGX,"Augmedix, Inc.",RATING: STRONG BUY4.87,RATING: STRONG BUY4.50,RATING: STRONG BUY4.75,198.65M,-,D+,B+,C,A+,B+
2023-11-01,top_dividend,1,MPC,Marathon Petroleum Corporation,RATING: STRONG BUY4.96,RATING: HOLD3.40,RATING: BUY4.00,57.25B,1.99%,C+,B+,A+,A-,A
2023-11-01,top_dividend,2,IIPR,"Innovative Industrial Properties, Inc.",RATING: STRONG BUY4.96,RATING: BUY4.22,RATING: HOLD3.42,2.26B,8.93%,A,A+,A+,B+,B+
2023-11-01,top_dividend,3,CMCSA,Comcast Corporation,RATING: STRONG BUY4.94,RATING: BUY4.00,RATING: BUY4.00,173.80B,2.64%,C-,C,A+,A-,A-
2023-11-01,top_dividend,4,VLO,Valero Energy Corporation,RATING: STRONG BUY4.92,RATING: HOLD3.42,RATING: BUY3.90,43.04B,3.20%,B+,B-,A,C,A+
2023-11-01,top_dividend,5,MCK,McKesson Corporation,RATING: STRONG BUY4.89,RATING: BUY4.00,RATING: BUY4.26,60.25B,0.49%,C+,C-,A+,A,A+
2023-11-01,top_dividend,6,AVGO,Broadcom Inc.,RATING: STRONG BUY4.85,RATING: HOLD3.18,RATING: BUY4.32,364.31B,2.08%,D,C+,A+,A+,B-
2023-11-01,top_dividend,7,AMGN,Amgen Inc.,RATING: STRONG BUY4.85,RATING: BUY3.71,RATING: BUY3.58,144.42B,3.09%,C-,C-,A+,A,B+
2023-11-01,top_dividend,8,KO,The Coca-Cola Company,RATING: STRONG BUY4.85,RATING: BUY3.55,RATING: BUY4.31,245.31B,3.21%,D+,C-,A+,B,A-
2023-11-01,top_dividend,9,PEP,"PepsiCo, Inc.",RATING: STRONG BUY4.79,RATING: BUY3.60,RATING: BUY3.59,232.03B,2.90%,D+,C+,A+,B-,B+
2023-11-01,top_dividend,10,BELFB,Bel Fuse Inc.,RATING: STRONG BUY4.77,RATING: BUY4.25,RATING: STRONG BUY4.50,665.23M,0.54%,B,A-,A-,A,A+
2023-11-01,top_dividend,11,PCAR,PACCAR Inc,RATING: STRONG BUY4.76,RATING: HOLD3.00,RATING: HOLD3.20,45.41B,1.17%,C,C,A+,A-,B+
2023-11-01,top_dividend,12,CAT,Caterpillar Inc.,RATING: STRONG BUY4.75,RATING: BUY3.62,RATING: HOLD3.44,122.56B,2.08%,C-,B-,A+,B-,B+
2023-11-01,top_dividend,13,CCOI,"Cogent Communications Holdings, Inc.",RATING: STRONG BUY4.72,RATING: BUY4.00,RATING: BUY3.81,3.17B,5.57%,C,A,A+,A-,A
2023-11-01,top_dividend,14,EPRT,"Essential Properties Realty Trust, Inc.",RATING: STRONG BUY4.71,RATING: BUY3.75,RATING: BUY4.45,3.66B,4.75%,B-,A,A+,A-,B+
2023-11-01,top_dividend,15,EMR,Emerson Electric Co.,RATING: STRONG BUY4.68,RATING: BUY4.00,RATING: BUY4.33,52.56B,2.26%,D+,A,A+,B,B+
2023-11-01,top_dividend,16,OVV,Ovintiv Inc.,RATING: STRONG BUY4.68,RATING: BUY4.00,RATING: BUY4.00,13.32B,2.25%,C+,C,A-,B,B+
2023-11-01,top_dividend,17,DE,Deere & Company,RATING: STRONG BUY4.67,RATING: HOLD3.45,RATING: BUY4.00,110.07B,1.32%,D,B-,A+,C+,A-
2023-11-01,top_dividend,18,ELV,"Elevance Health, Inc.",RATING: STRONG BUY4.67,RATING: BUY4.00,RATING: STRONG BUY4.65,105.70B,1.27%,D+,C,A+,B+,B+
2023-11-01,top_dividend,19,AZZ,AZZ Inc.,RATING: STRONG BUY4.67,RATING: HOLD3.00,RATING: STRONG BUY4.50,1.20B,1.42%,C+,C,B-,A-,A+
2023-11-01,top_dividend,20,GFF,Griffon Corporation,RATING: STRONG BUY4.66,RATING: HOLD3.33,RATING: STRONG BUY4.83,2.32B,1.06%,D+,A-,C-,A,A
2023-11-01,top_dividend,21,MLI,"Mueller Industries, Inc.",RATING: STRONG BUY4.66,RATING: BUY4.00,RATING: STRONG BUY5.00,4.50B,1.45%,B+,C,A,A-,A-
2023-11-01,top_dividend,22,VICI,VICI Properties Inc.,RATING: STRONG BUY4.64,RATING: BUY4.25,RATING: STRONG BUY4.50,29.56B,5.43%,B+,A+,A,C+,B-
2023-11-01,top_dividend,23,UNM,Unum Group,RATING: STRONG BUY4.63,RATING: BUY3.50,RATING: BUY3.69,8.51B,3.19%,C+,B,B+,B-,A
2023-11-01,top_dividend,24,FLS,Flowserve Corporation,RATING: STRONG BUY4.62,RATING: HOLD3.00,RATING: BUY4.18,4.95B,2.12%,C-,B+,C+,B+,A-
2023-11-01,top_dividend,25,OSK,Oshkosh Corporation,RATING: STRONG BUY4.62,RATING: BUY4.00,RATING: BUY3.70,6.18B,1.69%,B,A-,C,B,B+
2023-11-01,top_dividend,26,CI,The Cigna Group,RATING: STRONG BUY4.61,RATING: BUY3.85,RATING: BUY4.00,90.90B,1.55%,C-,C-,A+,A,C+
2023-11-01,top_dividend,27,FTAI,FTAI Aviation Ltd.,RATING: STRONG BUY4.61,RATING: BUY4.00,RATING: STRONG BUY4.70,3.96B,3.04%,C-,A,A+,A+,C-
2023-11-01,top_dividend,28,CTRA,Coterra Energy Inc.,RATING: STRONG BUY4.59,RATING: BUY3.80,RATING: BUY3.62,21.17B,2.67%,C,B-,A,C+,B-
2023-11-01,top_dividend,29,APOG,"Apogee Enterprises, Inc.",RATING: STRONG BUY4.54,RATING: HOLD3.00,RATING: HOLD3.20,984.87M,2.15%,B,A+,B,C+,A-
2023-11-01,top_dividend,30,RUSHA,"Rush Enterprises, Inc.",RATING: STRONG BUY4.51,RATING: BUY4.00,RATING: STRONG BUY5.00,3.13B,1.55%,B,C,C,B-,A
2023-11-01,top_growth,1,FNMA,Federal National Mortgage Association,RATING: STRONG BUY4.99,-RATING: NOT COVERED,RATING: SELL2.00,4.34B,-,A+,A+,A+,A+,C+
2023-11-01,top_growth,2,ANF,Abercrombie & Fitch Co.,RATING: STRONG BUY4.99,RATING: HOLD3.00,RATING: BUY3.66,3.30B,-,D+,A,B-,A+,A-
2023-11-01,top_growth,3,APP,AppLovin Corporation,RATING: STRONG BUY4.98,RATING: BUY3.50,RATING: BUY4.09,13.66B,-,C-,A+,A,A+,A
2023-11-01,top_growth,4,RYCEY,Rolls-Royce Holdings plc,RATING: STRONG BUY4.97,RATING: BUY3.66,RATING: STRONG BUY4.66,22.86B,-,C+,A,A+,A+,A-
2023-11-01,top_growth,5,SMCI,"Super Micro Computer, Inc.",RATING: STRONG BUY4.97,RATING: BUY3.73,RATING: BUY4.30,13.49B,-,C-,A,A-,A+,A
2023-11-01,top_growth,6,TM,Toyota Motor Corporation,RATING: STRONG BUY4.96,RATING: HOLD3.28,RATING: BUY3.50,249.53B,1.32%,D+,A+,A+,A+,A+
2023-11-01,top_growth,7,FRO,Frontline plc,RATING: STRONG BUY4.96,RATING: BUY3.85,RATING: BUY3.87,5.05B,11.34%,A-,A+,A+,A+,B
2023-11-01,top_growth,8,IIPR,"Innovative Industrial Properties, Inc.",RATING: STRONG BUY4.96,RATING: BUY4.22,RATING: HOLD3.42,2.26B,8.93%,A,A+,A+,B+,B+
2023-11-01,top_growth,9,COCO,"The Vita Coco Company, Inc.",RATING: STRONG BUY4.96,RATING: BUY3.60,RATING: BUY4.11,1.64B,-,D,A+,B+,A+,A+
2023-11-01,top_growth,10,MOD,Modine Manufacturing Company,RATING: STRONG BUY4.96,RATING: BUY4.00,RATING: STRONG BUY4.75,2.20B,-,C+,A,B-,A+,A+
2023-11-01,top_growth,11,SKYW,"SkyWest, Inc.",RATING: STRONG BUY4.95,RATING: BUY3.50,RATING: HOLD3.40,1.82B,-,B+,A,C-,A+,A
2023-11-01,top_growth,12,TRMD,TORM plc,RATING: STRONG BUY4.94,RATING: BUY3.85,RATING: STRONG BUY5.00,2.52B,22.32%,A+,A+,B+,B+,A+
2023-11-01,top_growth,13,INTR,"Inter & Co, Inc.",RATING: STRONG BUY4.93,RATING: BUY4.00,RATING: HOLD3.33,1.96B,-,D+,A+,B-,A+,B+
2023-11-01,top_growth,14,VST,Vistra Corp.,RATING: STRONG BUY4.93,RATING: BUY3.66,RATING: BUY4.44,12.86B,2.29%,C+,A,A,A+,A
2023-11-01,top_growth,15,FROG,JFrog Ltd.,RATING: STRONG BUY4.93,RATING: HOLD3.00,RATING: BUY4.28,2.78B,-,A+,A+,B-,A-,A-
2023-11-01,top_growth,16,PDD,PDD Holdings Inc.,RATING: STRONG BUY4.92,RATING: BUY4.00,RATING: STRONG BUY4.66,141.39B,-,D,A,A+,A+,B+
2023-11-01,top_growth,17,SCS,Steelcase Inc.,RATING: STRONG BUY4.91,RATING: BUY3.66,RATING: HOLD3.00,1.30B,3.51%,B+,A+,C+,A+,A+
2023-11-01,top_growth,18,FUJHY,Subaru Corporation,RATING: STRONG BUY4.91,RATING: STRONG BUY4.50,RATING: HOLD3.00,13.50B,1.46%,A+,A,B+,A-,A+
2023-11-01,top_growth,19,HSBC,HSBC Holdings plc,RATING: STRONG BUY4.91,RATING: HOLD3.33,RATING: BUY4.00,143.47B,5.74%,A-,A+,A+,B+,A-
2023-11-01,top_growth,20,ENIC,Enel Chile S.A.,RATING: STRONG BUY4.90,RATING: BUY4.00,RATING: BUY3.50,4.22B,10.88%,A+,A+,A,A+,A+
2023-11-01,top_growth,21,MLTX,MoonLake Immunotherapeutics,RATING: STRONG BUY4.90,RATING: BUY4.00,RATING: STRONG BUY4.50,2.74B,-,C,A+,C+,A+,B
2023-11-01,top_growth,22,LI,Li Auto Inc.,RATING: STRONG BUY4.90,RATING: BUY4.14,RATING: STRONG BUY4.62,36.44B,-,C+,A+,A,A+,B+
2023-11-01,top_growth,23,ACGL,Arch Capital Group Ltd.,RATING: STRONG BUY4.89,RATING: HOLD3.00,RATING: BUY4.14,31.73B,-,D+,A,A,A+,A+
2023-11-01,top_growth,24,SPOT,Spotify Technology S.A.,RATING: STRONG BUY4.88,RATING: BUY3.55,RATING: BUY4.00,33.17B,-,D,A+,D+,A+,B+
2023-11-01,top_growth,25,LBRT,Liberty Energy Inc.,RATING: STRONG BUY4.87,RATING: HOLD3.00,RATING: BUY3.81,3.41B,0.99%,B+,A+,B-,A,B
2023-11-01,top_growth,26,BCSF,"Bain Capital Specialty Finance, Inc.",RATING: STRONG BUY4.87,RATING: BUY4.00,RATING: HOLD3.00,1.01B,9.83%,A,A,D+,A+,A
2023-11-01,top_growth,27,ROAD,"Construction Partners, Inc.",RATING: STRONG BUY4.86,RATING: BUY4.00,RATING: STRONG BUY4.66,2.10B,-,C-,A,C-,A+,A+
2023-11-01,top_growth,28,CMPR,Cimpress plc,RATING: STRONG BUY4.86,RATING: BUY3.50,RATING: STRONG BUY4.50,1.66B,-,B,A,C-,A+,A
2023-11-01,top_growth,29,BEKE,KE Holdings Inc.,RATING: STRONG BUY4.85,RATING: BUY4.00,RATING: STRONG BUY4.59,18.92B,-,B,A+,A+,A-,B
2023-11-01,top_growth,30,OPRA,Opera Limited,RATING: STRONG BUY4.85,RATING: BUY4.00,RATING: STRONG BUY5.00,1.06B,3.33%,B+,A+,C,A+,A
2023-11-01,top_growth,31,CAAP,Corporación América Airports S.A.,RATING: STRONG BUY4.84,RATING: STRONG BUY5.00,RATING: HOLD3.33,1.82B,-,A-,A+,A-,B+,A
2023-11-01,top_growth,32,CRBG,"Corebridge Financial, Inc.",RATING: STRONG BUY4.83,RATING: BUY3.66,RATING: BUY4.14,13.41B,5.46%,B+,A+,A-,A,B+
2023-11-01,top_growth,33,COF,Capital One Financial Corporation,RATING: STRONG BUY4.83,RATING: HOLD2.75,RATING: HOLD3.25,40.55B,2.26%,C,A,A+,B,B+
2023-11-01,top_growth,34,IMAX,IMAX Corporation,RATING: STRONG BUY4.83,RATING: BUY3.66,RATING: BUY4.25,1.01B,-,B,A+,B,A-,A
2023-11-01,top_growth,35,RGA,"Reinsurance Group of America, Incorporated",RATING: STRONG BUY4.83,RATING: BUY4.00,RATING: BUY4.07,10.01B,2.14%,D+,A+,C+,B+,A-
2023-11-01,top_growth,36,CXM,"Sprinklr, Inc.",RATING: STRONG BUY4.82,RATING: BUY4.00,RATING: BUY3.84,3.91B,-,D,A+,B-,A,A+
2023-11-01,top_growth,37,PNT,POINT Biopharma Global Inc.,RATING: STRONG BUY4.81,RATING: SELL2.00,RATING: BUY3.60,1.35B,-,B-,A,A+,A+,C+
2023-11-01,top_growth,38,FLR,Fluor Corporation,RATING: STRONG BUY4.81,RATING: BUY3.66,RATING: BUY4.14,5.26B,-,B+,A+,C-,A-,A
2023-11-01,top_growth,39,TKC,Turkcell Iletisim Hizmetleri A.S.,RATING: STRONG BUY4.80,RATING: BUY4.00,RATING: STRONG BUY5.00,3.84B,-,A,A,C+,B,A
2023-11-01,top_growth,40,FUTU,Futu Holdings Limited,RATING: STRONG BUY4.79,RATING: HOLD3.00,RATING: BUY4.12,8.20B,-,C-,A,B-,A,A+
2023-11-01,top_growth,41,EG,"Everest Group, Ltd.",RATING: STRONG BUY4.79,RATING: BUY4.00,RATING: BUY4.36,16.72B,1.74%,C-,A+,A,A-,A-
2023-11-01,top_growth,42,LTMAY,LATAM Airlines Group S.A.,RATING: STRONG BUY4.78,RATING: STRONG SELL1.00,RATING: BUY3.50,4.89B,-,A,A+,D+,B+,A
2023-11-01,top_growth,43,TNK,Teekay Tankers Ltd.,RATING: STRONG BUY4.78,RATING: BUY4.00,RATING: STRONG BUY4.50,1.81B,0.94%,B,A+,B+,A,C
2023-11-01,top_growth,44,CIVI,"Civitas Resources, Inc.",RATING: STRONG BUY4.77,RATING: STRONG BUY5.00,RATING: STRONG BUY4.60,7.22B,2.60%,A,A,A-,B,B+
2023-11-01,top_growth,45,RCL,Royal Caribbean Cruises Ltd.,RATING: STRONG BUY4.76,RATING: HOLD3.33,RATING: BUY4.39,23.67B,-,D+,A,A,A,B+
2023-11-01,top_growth,46,NSANY,"Nissan Motor Co., Ltd.",RATING: STRONG BUY4.76,RATING: HOLD3.33,RATING: STRONG BUY5.00,15.58B,1.70%,B,A,A+,A-,A
2023-11-01,top_growth,47,PATH,UiPath Inc.,RATING: STRONG BUY4.76,RATING: BUY3.81,RATING: BUY3.77,9.82B,-,D+,A+,B+,A-,A
2023-11-01,top_growth,48,KGC,Kinross Gold Corporation,RATING: STRONG BUY4.75,RATING: HOLD3.25,RATING: BUY3.72,6.81B,2.16%,C+,A,A-,A+,A
2023-11-01,top_growth,49,TSLX,"Sixth Street Specialty Lending, Inc.",RATING: STRONG BUY4.74,RATING: HOLD3.40,RATING: BUY4.25,1.80B,8.86%,A,A+,A-,A-,B+
2023-11-01,top_growth,50,VEOEY,Veolia Environnement SA,RATING: STRONG BUY4.72,RATING: STRONG BUY4.50,RATING: HOLD3.00,20.29B,7.83%,A+,A,A,B,A
2023-11-01,top_growth,51,INSW,"International Seaways, Inc.",RATING: STRONG BUY4.72,RATING: STRONG BUY4.50,RATING: STRONG BUY4.85,2.42B,0.97%,B-,A+,B,A-,B
2023-11-01,top_growth,52,CCOI,"Cogent Communications Holdings, Inc.",RATING: STRONG BUY4.72,RATING: BUY4.00,RATING: BUY3.81,3.17B,5.57%,C,A,A+,A-,A
2023-11-01,top_growth,53,EPRT,"Essential Properties Realty Trust, Inc.",RATING: STRONG BUY4.71,RATING: BUY3.75,RATING: BUY4.45,3.66B,4.75%,B-,A,A+,A-,B+
2023-11-01,top_growth,54,BKNG,Booking Holdings Inc.,RATING: STRONG BUY4.71,RATING: BUY3.75,RATING: BUY3.97,100.59B,-,D,A,A+,A,B+
2023-11-01,top_growth,55,CNK,"Cinemark Holdings, Inc.",RATING: STRONG BUY4.70,RATING: BUY4.00,RATING: BUY3.90,1.96B,-,C-,A,C+,A,A-
2023-11-01,top_growth,56,NEWR,"New Relic, Inc.",RATING: STRONG BUY4.69,-RATING: NOT COVERED,RATING: HOLD3.13,6.17B,-,D,A+,C,A,B
2023-11-01,top_growth,57,ADNT,Adient plc,RATING: STRONG BUY4.69,RATING: HOLD3.00,RATING: HOLD3.45,3.36B,-,A,A+,C,C+,A
2023-11-01,top_growth,58,EMR,Emerson Electric Co.,RATING: STRONG BUY4.68,RATING: BUY4.00,RATING: BUY4.33,52.56B,2.26%,D+,A,A+,B,B+
2023-11-01,top_growth,59,AIG,"American International Group, Inc.",RATING: STRONG BUY4.68,RATING: BUY4.33,RATING: BUY3.77,44.75B,2.13%,D+,A,A-,A,B
2023-11-01,top_growth,60,ITUB,Itaú Unibanco Holding S.A.,RATING: STRONG BUY4.67,RATING: BUY4.00,RATING: BUY3.57,51.58B,2.37%,C+,A+,A+,A-,B
2023-11-01,top_growth,61,TWLO,Twilio Inc.,RATING: STRONG BUY4.64,RATING: BUY3.75,RATING: BUY3.71,9.80B,-,B,A+,C-,C+,B+
2023-11-01,top_growth,62,VICI,VICI Properties Inc.,RATING: STRONG BUY4.64,RATING: BUY4.25,RATING: STRONG BUY4.50,29.56B,5.43%,B+,A+,A,C+,B-
2023-11-01,top_growth,63,YMM,Full Truck Alliance Co. Ltd.,RATING: STRONG BUY4.64,RATING: BUY4.00,RATING: STRONG BUY4.55,7.70B,-,C-,A+,D,B+,A+
2023-11-01,top_growth,64,RNR,RenaissanceRe Holdings Ltd.,RATING: STRONG BUY4.63,RATING: BUY4.00,RATING: BUY4.00,10.82B,0.73%,D+,A+,B,A-,B+
2023-11-01,top_growth,65,QTWO,"Q2 Holdings, Inc.",RATING: STRONG BUY4.63,RATING: BUY4.00,RATING: BUY4.12,2.00B,-,D+,A,C,A-,A-
2023-11-01,top_growth,66,TMUS,"T-Mobile US, Inc.",RATING: STRONG BUY4.63,RATING: BUY3.62,RATING: BUY4.44,170.57B,-,D+,A,A+,A-,C
2023-11-01,top_growth,67,AEL,American Equity Investment Life Holding Company,RATING: STRONG BUY4.62,RATING: BUY4.00,RATING: HOLD3.00,4.22B,0.67%,A+,A,A-,A,C-
2023-11-01,top_growth,68,OKTA,"Okta, Inc.",RATING: STRONG BUY4.62,RATING: BUY3.71,RATING: BUY3.97,11.46B,-,D+,A,B+,B,A
2023-11-01,top_growth,69,RPD,"Rapid7, Inc.",RATING: STRONG BUY4.61,RATING: BUY3.50,RATING: BUY3.52,3.13B,-,D,A+,C,B+,A-
2023-11-01,top_growth,70,FTAI,FTAI Aviation Ltd.,RATING: STRONG BUY4.61,RATING: BUY4.00,RATING: STRONG BUY4.70,3.96B,3.04%,C-,A,A+,A+,C-
2023-11-01,top_growth,71,ANYYY,"Aena S.M.E., S.A.",RATING: STRONG BUY4.61,RATING: BUY4.00,RATING: STRONG BUY5.00,23.37B,3.36%,B-,A,A,B,A
2023-11-01,top_growth,72,STNG,Scorpio Tankers Inc.,RATING: STRONG BUY4.60,RATING: STRONG BUY4.50,RATING: STRONG BUY4.63,2.89B,1.37%,C,A,A+,B+,C+
2023-11-01,top_growth,73,XHR,"Xenia Hotels & Resorts, Inc.",RATING: STRONG BUY4.60,RATING: HOLD3.00,RATING: BUY3.55,1.34B,3.23%,C-,A,B,B-,B+
2023-11-01,top_growth,74,AXS,AXIS Capital Holdings Limited,RATING: STRONG BUY4.60,RATING: SELL2.00,RATING: BUY3.50,4.65B,3.23%,B-,A,B+,C+,A-
2023-11-01,top_growth,75,ATGE,Adtalem Global Education Inc.,RATING: STRONG BUY4.59,RATING: BUY4.00,RATING: BUY4.33,2.20B,-,C,A,B+,A+,B
2023-11-01,top_growth,76,CIB,Bancolombia S.A.,RATING: STRONG BUY4.59,RATING: BUY4.00,RATING: HOLD3.30,6.88B,10.09%,A+,A+,B+,B,B
2023-11-01,top_growth,77,WIX,Wix.com Ltd.,RATING: STRONG BUY4.59,RATING: BUY4.00,RATING: BUY4.36,5.01B,-,D,A+,C,B-,A-
2023-11-01,top_growth,78,ARRY,"Array Technologies, Inc.",RATING: STRONG BUY4.58,RATING: BUY3.66,RATING: BUY4.30,2.74B,-,C+,A+,B+,B-,B+
2023-11-01,top_growth,79,EURN,Euronav NV,RATING: STRONG BUY4.56,RATING: BUY3.66,RATING: BUY3.70,3.64B,14.67%,A,A+,B,C+,C-
2023-11-01,top_growth,80,ADT,ADT Inc.,RATING: STRONG BUY4.56,RATING: HOLD3.00,RATING: BUY3.66,5.59B,2.28%,C-,A+,B,B,A+
2023-11-01,top_growth,81,ASAN,"Asana, Inc.",RATING: STRONG BUY4.56,RATING: HOLD3.28,RATING: HOLD3.25,4.46B,-,C-,A+,D,B+,A+
2023-11-01,top_growth,82,TCOM,Trip.com Group Limited,RATING: STRONG BUY4.56,RATING: BUY4.00,RATING: STRONG BUY4.70,21.70B,-,C-,A+,C+,B,B+
2023-11-01,top_growth,83,PVH,PVH Corp.,RATING: STRONG BUY4.55,RATING: BUY4.00,RATING: BUY3.82,4.66B,0.19%,D+,A,C,B,A+
2023-11-01,top_growth,84,SSREY,Swiss Re AG,RATING: STRONG BUY4.55,RATING: BUY4.00,RATING: BUY4.00,32.06B,5.75%,B-,A+,A,A,B-
2023-11-01,top_growth,85,PLMR,"Palomar Holdings, Inc.",RATING: STRONG BUY4.54,RATING: BUY4.00,RATING: BUY3.88,1.39B,-,D,A,A,B-,A+
2023-11-01,top_growth,86,WNC,Wabash National Corporation,RATING: STRONG BUY4.53,RATING: BUY4.25,RATING: BUY3.66,1.00B,1.47%,A-,A+,B+,C-,A
2023-11-01,top_growth,87,CWAN,"Clearwater Analytics Holdings, Inc.",RATING: STRONG BUY4.52,RATING: STRONG SELL1.00,RATING: BUY3.90,4.49B,-,D,A+,B,A-,B
2023-11-01,top_growth,88,NVTS,Navitas Semiconductor Corporation,RATING: STRONG BUY4.51,RATING: BUY4.33,RATING: STRONG BUY4.57,1.07B,-,C,A+,A+,B-,A-
2023-11-01,top_growth,89,USFD,US Foods Holding Corp.,RATING: STRONG BUY4.50,RATING: BUY3.50,RATING: BUY4.26,10.16B,-,B+,A+,B-,A-,B-
2023-11-01,top_growth,90,SHO,"Sunstone Hotel Investors, Inc.",RATING: STRONG BUY4.50,RATING: BUY4.00,RATING: HOLD2.57,2.03B,2.25%,D+,A+,B,B+,C+
2023-11-01,top_growth,91,NUVL,"Nuvalent, Inc.",RATING: BUY4.49,RATING: HOLD3.00,RATING: BUY4.37,3.52B,-,D+,A,B-,A+,C+
2023-11-01,top_growth,92,UPWK,Upwork Inc.,RATING: BUY4.48,RATING: BUY3.50,RATING: BUY3.63,1.52B,-,D+,A+,C-,B,A
2023-11-01,top_growth,93,RLJ,RLJ Lodging Trust,RATING: BUY4.42,RATING: BUY3.75,RATING: BUY3.70,1.60B,3.00%,B-,A,A-,B,B-
2023-11-01,top_growth,94,TBBK,"The Bancorp, Inc.",RATING: BUY4.42,RATING: BUY4.00,RATING: BUY4.00,2.12B,-,D+,A,B-,A,B+
2023-11-01,top_growth,95,PERI,Perion Network Ltd.,RATING: BUY4.41,RATING: BUY4.33,RATING: BUY4.00,1.34B,-,B,A,B+,C+,A-
2023-11-01,top_growth,96,FWRG,"First Watch Restaurant Group, Inc.",RATING: BUY4.39,RATING: BUY3.50,RATING: STRONG BUY4.55,1.03B,-,D,A,C-,B,A+
2023-11-01,top_growth,97,PFGC,Performance Food Group Company,RATING: BUY4.38,RATING: BUY3.50,RATING: BUY4.35,9.47B,-,B+,A,C,B+,B
2023-11-01,top_growth,98,SAN,"Banco Santander, S.A.",RATING: BUY4.35,RATING: BUY4.00,RATING: STRONG BUY4.50,61.44B,3.95%,B,A,A+,A,C+
2023-11-01,top_growth,99,ALKS,Alkermes plc,RATING: BUY4.28,RATING: BUY3.50,RATING: BUY3.90,4.14B,-,B-,A+,A,B+,B+
2023-11-01,top_growth,100,LNTH,"Lantheus Holdings, Inc.",RATING: BUY4.27,RATING: HOLD3.33,RATING: STRONG BUY4.85,4.40B,-,D+,A+,B+,B,A
2023-11-01,top_value,1,FNMA,Federal National Mortgage Association,RATING: STRONG BUY4.99,-RATING: NOT COVERED,RATING: SELL2.00,4.34B,-,A+,A+,A+,A+,C+
2023-11-01,top_value,2,IIPR,"Innovative Industrial Properties, Inc.",RATING: STRONG BUY4.96,RATING: BUY4.22,RATING: HOLD3.42,2.26B,8.93%,A,A+,A+,B+,B+
2023-11-01,top_value,3,TRMD,TORM plc,RATING: STRONG BUY4.94,RATING: BUY3.85,RATING: STRONG BUY5.00,2.52B,22.32%,A+,A+,B+,B+,A+
2023-11-01,top_value,4,PBF,PBF Energy Inc.,RATING: STRONG BUY4.93,RATING: BUY4.00,RATING: HOLD3.42,5.66B,1.74%,A,A-,B,B,A+
2023-11-01,top_value,5,GPOR,Gulfport Energy Corporation,RATING: STRONG BUY4.93,RATING: HOLD3.00,RATING: STRONG BUY4.83,2.48B,-,A,C-,A+,A+,C+
2023-11-01,top_value,6,FROG,JFrog Ltd.,RATING: STRONG BUY4.93,RATING: HOLD3.00,RATING: BUY4.28,2.78B,-,A+,A+,B-,A-,A-
2023-11-01,top_value,7,MHO,"M/I Homes, Inc.",RATING: STRONG BUY4.91,RATING: BUY3.50,RATING: HOLD3.00,2.64B,-,A,C,A-,A+,A-
2023-11-01,top_value,8,FUJHY,Subaru Corporation,RATING: STRONG BUY4.91,RATING: STRONG BUY4.50,RATING: HOLD3.00,13.50B,1.46%,A+,A,B+,A-,A+
2023-11-01,top_value,9,ENIC,Enel Chile S.A.,RATING: STRONG BUY4.90,RATING: BUY4.00,RATING: BUY3.50,4.22B,10.88%,A+,A+,A,A+,A+
2023-11-01,top_value,10,MFC,Manulife Financial Corporation,RATING: STRONG BUY4.90,RATING: BUY3.50,RATING: BUY3.50,33.88B,5.65%,A,C,A+,B-,B+
2023-11-01,top_value,11,BCSF,"Bain Capital Specialty Finance, Inc.",RATING: STRONG BUY4.87,RATING: BUY4.00,RATING: HOLD3.00,1.01B,9.83%,A,A,D+,A+,A
2023-11-01,top_value,12,GBDC,Golub Capital BDC,RATING: STRONG BUY4.82,RATING: HOLD3.25,RATING: BUY3.80,2.51B,9.20%,A,A-,A-,A,A+
2023-11-01,top_value,13,BDORY,Banco do Brasil S.A.,RATING: STRONG BUY4.82,RATING: BUY4.33,RATING: STRONG BUY5.00,29.20B,8.18%,A,B,B,A,A+
2023-11-01,top_value,14,BBSEY,BB Seguridade Participações S.A.,RATING: STRONG BUY4.81,RATING: STRONG BUY5.00,RATING: HOLD3.00,12.82B,10.66%,A,A-,A+,C+,A
2023-11-01,top_value,15,TKC,Turkcell Iletisim Hizmetleri A.S.,RATING: STRONG BUY4.80,RATING: BUY4.00,RATING: STRONG BUY5.00,3.84B,-,A,A,C+,B,A
2023-11-01,top_value,16,LTMAY,LATAM Airlines Group S.A.,RATING: STRONG BUY4.78,RATING: STRONG SELL1.00,RATING: BUY3.50,4.89B,-,A,A+,D+,B+,A
